t;soil_temperature;AA_input_rate_phloem;sucrose_input_rate;cytokinins_root_shoot_xylem
973;2.3;3.92394E-11;4.67344E-08;0.00002164
974;2.516;4.02055E-11;4.84504E-08;0.00002214
975;2.516;4.03713E-11;4.92284E-08;0
976;2.408;3.95708E-11;4.88243E-08;0
977;2.408;3.93081E-11;4.82413E-08;0.00005876
978;2.623;4.06596E-11;5.04505E-08;0.00023199
979;2.839;4.33739E-11;5.46071E-08;0.00058819
980;3.594;5.05083E-11;6.46494E-08;0.0015368
981;3.702;5.49575E-11;7.16364E-08;0.00173445
982;3.486;5.54875E-11;7.36966E-08;0.00139788
983;3.271;5.29785E-11;7.15817E-08;0.00049408
984;2.947;4.85282E-11;6.64462E-08;0.00015032
985;2.947;4.47459E-11;6.19148E-08;0.00006647
986;2.839;4.1451E-11;5.78071E-08;0
987;2.731;3.85378E-11;5.41086E-08;0
988;2.623;3.59496E-11;5.07899E-08;0
989;3.055;3.51653E-11;4.99542E-08;0
990;3.163;3.42299E-11;4.88708E-08;0
991;4.242;3.62552E-11;5.19378E-08;0
992;3.702;3.45853E-11;4.9725E-08;0
993;3.702;3.30911E-11;4.77206E-08;0
994;3.702;3.13776E-11;4.5356E-08;0
995;3.271;2.87784E-11;4.16971E-08;0
996;3.055;2.61863E-11;3.80409E-08;0
997;2.839;2.4021E-11;3.49553E-08;0
998;2.839;2.22931E-11;3.24723E-08;0
999;3.055;2.10256E-11;3.06179E-08;0
1000;3.379;2.00598E-11;2.91579E-08;0
1001;4.026;1.96783E-11;2.85378E-08;0.00006014
1002;4.457;1.98083E-11;2.87882E-08;0.00076643
1003;5.321;2.12657E-11;3.09317E-08;0.00224181
1004;5.968;2.35032E-11;3.40631E-08;0.00382219
1005;6.184;2.51904E-11;3.66039E-08;0.00343297
1006;6.831;2.69026E-11;3.9129E-08;0.00310132
1007;7.047;2.73225E-11;3.98527E-08;0.00205296
1008;7.262;2.63012E-11;3.83859E-08;0.0005737
1009;7.802;2.48678E-11;3.59293E-08;0.00007653
1010;8.018;2.30503E-11;3.2718E-08;0
1011;8.126;2.12565E-11;2.95538E-08;0
1012;8.126;1.95455E-11;2.65851E-08;0
1013;8.557;1.82398E-11;2.42267E-08;0
1014;8.773;1.6937E-11;2.1946E-08;0
1015;8.773;1.56425E-11;1.97563E-08;0
1016;8.773;1.4492E-11;1.78519E-08;0
1017;8.557;1.33618E-11;1.60599E-08;0
1018;9.097;1.263E-11;1.47837E-08;0
1019;9.528;1.19179E-11;1.35635E-08;0
1020;9.312;1.10491E-11;1.22335E-08;0
1021;9.528;1.03744E-11;1.11644E-08;0
1022;8.665;9.537E-12;1.0004E-08;0
1023;9.097;9.037E-12;9.22555E-09;0
1024;8.449;8.3291E-12;8.29157E-09;0
1025;6.831;7.55332E-12;7.3972E-09;0.00010605
1026;8.665;8.33453E-12;8.04281E-09;0.00211688
1027;9.744;1.10554E-11;1.02664E-08;0.00804684
1028;10.283;1.44396E-11;1.33182E-08;0.00749429
1029;10.715;1.88071E-11;1.71157E-08;0.00870191
1030;10.931;2.43383E-11;2.14475E-08;0.0107498
1031;10.499;2.62196E-11;2.29239E-08;0.00423932
1032;10.068;2.65978E-11;2.30676E-08;0.00276269
1033;9.636;2.52643E-11;2.17172E-08;0.0006721
1034;8.989;2.31935E-11;1.9714E-08;0.00023982
1035;8.881;2.14703E-11;1.80393E-08;0.00014352
1036;8.126;1.94918E-11;1.62096E-08;0.00009142
1037;8.773;1.83703E-11;1.51265E-08;0.00004762
1038;8.018;1.66684E-11;1.36089E-08;0.00004572
1039;8.557;1.5666E-11;1.26824E-08;0.00004733
1040;8.233;1.43995E-11;1.15625E-08;0.00023314
1041;7.91;1.31911E-11;1.05033E-08;0.00027457
1042;7.802;1.22388E-11;9.66954E-09;0.00035721
1043;7.478;1.1306E-11;8.86649E-09;0.00035056
1044;7.478;1.0544E-11;8.20762E-09;0.00030118
1045;7.478;9.84548E-12;7.60588E-09;0.00030184
1046;7.047;9.09931E-12;6.98129E-09;0.00019639
1047;7.047;8.51292E-12;6.48674E-09;0.00009839
1048;7.155;7.98771E-12;6.03809E-09;0.00009924
1049;6.939;7.73489E-12;5.63911E-09;0.00013793
1050;7.37;7.72296E-12;5.66173E-09;0.00072565
1051;7.586;8.29662E-12;6.21342E-09;0.00248155
1052;8.126;9.31479E-12;7.22784E-09;0.00305732
1053;8.665;1.01843E-11;8.23748E-09;0.0021097
1054;9.204;1.19822E-11;9.97548E-09;0.00536464
1055;9.312;1.35347E-11;1.16655E-08;0.00422527
1056;9.312;1.37902E-11;1.22574E-08;0.00100753
1057;9.528;1.34379E-11;1.21152E-08;0.00029254
1058;9.744;1.27169E-11;1.14808E-08;0.00005942
1059;9.96;1.19512E-11;1.07692E-08;0.00006036
1060;9.96;1.11251E-11;9.98897E-09;0.00006052
1061;8.989;1.01009E-11;9.03487E-09;0.00005732
1062;8.989;9.40515E-12;8.37879E-09;0
1063;8.881;8.761E-12;7.76888E-09;0
1064;8.557;8.22431E-12;7.25736E-09;0
1065;8.665;7.82104E-12;6.86559E-09;0.00005648
1066;8.126;7.31505E-12;6.3894E-09;0.0000556
1067;7.802;6.88761E-12;5.98601E-09;0.00010948
1068;7.694;6.52681E-12;5.6439E-09;0.00010896
1069;7.262;6.11362E-12;5.25927E-09;0.00010626
1070;6.399;5.67551E-12;4.86204E-09;0.00010083
1071;5.644;5.2947E-12;4.52145E-09;0.00009626
1072;4.889;4.94878E-12;4.21819E-09;0.00004592
1073;5.213;4.91562E-12;4.1622E-09;0.00023019
1074;5.968;5.45996E-12;4.70714E-09;0.00250445
1075;7.155;7.19822E-12;6.14595E-09;0.00794058
1076;7.694;9.42116E-12;8.09578E-09;0.00784549
1077;8.449;1.25829E-11;1.06382E-08;0.01003407
1078;8.665;1.56881E-11;1.30822E-08;0.00873811
1079;9.204;2.0071E-11;1.60786E-08;0.01224794
1080;9.312;2.36624E-11;1.8507E-08;0.00915185
1081;8.341;2.48318E-11;1.92424E-08;0.00480881
1082;7.155;2.35009E-11;1.81614E-08;0.00092033
1083;6.723;2.22653E-11;1.71546E-08;0.0007925
1084;5.968;2.07642E-11;1.59738E-08;0.00055557
1085;5.536;1.94712E-11;1.49803E-08;0.00049261
1086;5.752;1.85614E-11;1.43006E-08;0.00055067
1087;5.968;1.7682E-11;1.36595E-08;0.00050874
1088;6.615;1.70298E-11;1.32001E-08;0.00069211
1089;6.723;1.61377E-11;1.25588E-08;0.00069868
1090;6.292;1.50102E-11;1.17288E-08;0.00059833
1091;6.399;1.42058E-11;1.11564E-08;0.00049424
1092;6.831;1.35568E-11;1.07022E-08;0.00056584
1093;6.939;1.2816E-11;1.01735E-08;0.00045689
1094;6.939;1.20707E-11;9.63806E-09;0.00034348
1095;5.536;1.09639E-11;8.80643E-09;0.00031492
1096;4.673;1.01233E-11;8.17812E-09;0.00044778
1097;4.35;9.50792E-12;7.72003E-09;0.00073167
1098;3.594;9.8129E-12;7.35518E-09;0.00097322
1099;2.408;9.6548E-12;7.33313E-09;0.00128509
1100;3.163;1.04628E-11;8.10718E-09;0.00285177
1101;3.271;1.15243E-11;9.16465E-09;0.00394277
1102;3.594;1.27157E-11;1.0393E-08;0.00370721
1103;3.379;1.35991E-11;1.13717E-08;0.00337364
1104;3.271;1.41902E-11;1.20926E-08;0.0025294
1105;2.839;1.39988E-11;1.20706E-08;0.00107478
1106;2.408;1.33848E-11;1.16487E-08;0.00047677
1107;2.731;1.27906E-11;1.12078E-08;0.00044326
1108;2.731;1.2082E-11;1.0651E-08;0.00039927
1109;2.623;1.13727E-11;1.00804E-08;0.00057303
1110;2.084;1.05839E-11;9.43515E-09;0.00046805
1111;1.652;9.87934E-12;8.86269E-09;0.00037224
1112;1.329;9.25476E-12;8.35816E-09;0.00040487
1113;1.437;8.77382E-12;7.97672E-09;0.00036722
1114;1.329;8.27663E-12;7.57726E-09;0.00032193
1115;1.437;7.86129E-12;7.24862E-09;0.00028389
1116;1.652;7.50192E-12;6.96616E-09;0.00032936
1117;1.76;7.15183E-12;6.68737E-09;0.00037346
1118;1.76;6.80764E-12;6.41029E-09;0.0003737
1119;1.76;6.48712E-12;6.15322E-09;0.00029085
1120;1.976;6.23178E-12;5.95346E-09;0.00029529
1121;2.192;5.99963E-12;5.77211E-09;0.00029982
1122;2.623;6.55123E-12;5.96151E-09;0.00129492
1123;2.731;7.00702E-12;6.4325E-09;0.00222332
1124;3.055;7.75461E-12;7.198E-09;0.00297408
1125;2.623;8.20718E-12;7.74654E-09;0.00211777
1126;2.408;8.71968E-12;8.37903E-09;0.00218935
1127;2.192;9.10847E-12;8.89832E-09;0.0018738
1128;1.868;9.1515E-12;9.04451E-09;0.0011571
1129;1.329;8.87563E-12;8.84266E-09;0.00060424
1130;1.221;8.53262E-12;8.56963E-09;0.00040442
1131;1.113;8.1549E-12;8.24513E-09;0.00044185
1132;1.113;7.79784E-12;7.93184E-09;0.00044202
1133;0.897;7.39084E-12;7.56482E-09;0.00035658
1134;0.681;6.98762E-12;7.1985E-09;0.00031247
1135;0.358;6.56988E-12;6.81495E-09;0.00026753
1136;0.30606061;6.21787E-12;6.49745E-09;0.00022271
1137;0.24545454;5.8813E-12;6.19191E-09;0.0002211
1138;0.19393939;5.56226E-12;5.90126E-09;0.00021262
1139;0.13939394;5.25975E-12;5.62361E-09;0.00024807
1140;0.08484849;4.97327E-12;5.35868E-09;0.00028147
1141;0.02121212;4.70032E-12;5.10393E-09;0.00031435
1142;-0.05151515;4.4452E-12;4.86215E-09;0.00042219
1143;-0.12727273;4.20689E-12;4.63461E-09;0.00041913
1144;-0.19393939;3.98524E-12;4.42168E-09;0.00041609
1145;-0.26060606;3.7781E-12;4.22119E-09;0.00041609
1146;-0.33636364;3.9132E-12;4.10883E-09;0.00072577
1147;-0.41818182;3.91888E-12;4.11096E-09;0.00093417
1148;-0.51515152;4.03372E-12;4.24513E-09;0.00125633
1149;-0.61818182;4.21763E-12;4.47769E-09;0.00129354
1150;-0.73333333;4.33926E-12;4.66483E-09;0.00085885
1151;-0.83636364;4.56244E-12;4.9565E-09;0.00138385
1152;-0.93333333;4.67206E-12;5.11429E-09;0.00103628
1153;-1.02727273;4.64319E-12;5.10738E-09;0.00064142
1154;-1.10909091;4.49896E-12;4.97883E-09;0.00051255
1155;-1.17575758;4.33374E-12;4.81872E-09;0.00057664
1156;-1.23636364;4.16041E-12;4.64819E-09;0.00047143
1157;-1.29393939;3.98221E-12;4.47025E-09;0.00040113
1158;-1.35151515;3.80451E-12;4.291E-09;0.00036771
1159;-1.4030303;3.63071E-12;4.11477E-09;0.00033428
1160;-1.44545455;3.46246E-12;3.94382E-09;0.00029866
1161;-1.48181818;3.30086E-12;3.77872E-09;0.00030086
1162;-1.5;3.14655E-12;3.62163E-09;0.00023717
1163;-1.50909091;2.99953E-12;3.47194E-09;0.00020899
1164;-1.50909091;2.85946E-12;3.32943E-09;0.00017914
1165;-1.5;2.72612E-12;3.19343E-09;0.00017914
1166;-1.48484849;2.5995E-12;3.06397E-09;0.00017914
1167;-1.46363636;2.4794E-12;2.94076E-09;0.00018041
1168;-1.44545455;2.36499E-12;2.82301E-09;0.00017914
1169;-1.43030303;2.25608E-12;2.71068E-09;0.0001514
1170;-1.41818182;2.44292E-12;2.77184E-09;0.00081677
1171;-1.40606061;2.80918E-12;3.16095E-09;0.00247163
1172;0.142;3.52447E-12;3.94118E-09;0.00312541
1173;0.25;4.23722E-12;4.7358E-09;0.00294825
1174;0.358;4.79428E-12;5.4038E-09;0.00176417
1175;0.358;5.28486E-12;6.01143E-09;0.00160144
1176;0.142;5.44466E-12;6.25842E-09;0.00075211
1177;-1.32424242;5.22067E-12;6.03867E-09;0.0003608
1178;-1.32121212;5.06353E-12;5.88886E-09;0.00018965
1179;-1.32424242;4.86779E-12;5.68777E-09;0.00018965
1180;-1.35151515;4.65143E-12;5.4582E-09;0.00021972
1181;-1.35454546;4.43209E-12;5.22319E-09;0.00021972
1182;-1.35757576;4.21451E-12;4.98771E-09;0.00028054
1183;-1.35151515;4.0026E-12;4.75791E-09;0.00027858
1184;-1.34242424;3.79739E-12;4.53562E-09;0.00024762
1185;-1.33333333;3.60142E-12;4.32273E-09;0.00027663
1186;-1.31515151;3.4146E-12;4.11951E-09;0.000287
1187;-1.29090909;3.23536E-12;3.9268E-09;0.0001806
1188;-1.25757576;3.06656E-12;3.74456E-09;0.00018997
1189;-1.20606061;2.90852E-12;3.57354E-09;0.00022004
1190;-1.15151515;2.75852E-12;3.41181E-09;0.00015945
1191;-1.09090909;2.61641E-12;3.25823E-09;0.00016059
1192;-1.01818182;2.48233E-12;3.11364E-09;0.00012848
1193;-0.93333333;2.3563E-12;2.97741E-09;0.00013033
1194;-0.85454546;2.40943E-12;2.94326E-09;0.00032263
1195;0.142;2.61475E-12;3.22311E-09;0.00073839
1196;0.897;3.18223E-12;3.94363E-09;0.00177016
1197;1.005;3.89587E-12;4.85598E-09;0.00222754
1198;1.221;4.40533E-12;5.59849E-09;0.0007208
1199;1.652;4.94515E-12;6.39406E-09;0.0007385
1200;2.192;5.53505E-12;7.28093E-09;0.00069128
1201;1.868;5.64655E-12;7.54212E-09;0.0000871
1202;1.868;5.65646E-12;7.63953E-09;0
1203;1.437;5.48875E-12;7.48384E-09;0
1204;0.789;5.18868E-12;7.1385E-09;0
1205;1.113;5.06375E-12;7.02619E-09;0
1206;1.652;5.03082E-12;7.03803E-09;0
1207;1.868;4.9736E-12;7.01467E-09;0
1208;2.192;4.96078E-12;7.05273E-09;0
1209;1.868;4.81613E-12;6.90346E-09;0
1210;1.437;4.61287E-12;6.668E-09;0
1211;0.789;4.32984E-12;6.31402E-09;0
1212;1.005;4.18314E-12;6.15329E-09;0
1213;1.545;4.13299E-12;6.13099E-09;0
1214;1.113;3.93944E-12;5.89502E-09;0
1215;0.142;3.61717E-12;5.46382E-09;0
1216;1.005;3.57346E-12;5.43896E-09;0.00015756
1217;0.789;3.52464E-12;5.37663E-09;0.00048187
1218;1.113;4.23127E-12;6.17559E-09;0.00432101
1219;2.408;6.38816E-12;8.23525E-09;0.01014699
1220;4.134;1.07913E-11;1.17602E-08;0.01508816
1221;5.428;1.79152E-11;1.64282E-08;0.01865635
1222;5.428;2.55139E-11;2.07035E-08;0.01668989
1223;5.536;3.13883E-11;2.40844E-08;0.00993712
1224;5.86;3.62968E-11;2.69054E-08;0.00849954
1225;4.35;3.53056E-11;2.59533E-08;0.00187326
1226;4.026;3.35615E-11;2.46082E-08;0.00058884
1227;3.486;3.12094E-11;2.28879E-08;0.00037998
1228;3.702;2.95517E-11;2.17395E-08;0.00043438
1229;3.486;2.7524E-11;2.03486E-08;0.00028619
1230;3.594;2.58713E-11;1.9257E-08;0.00019257
1231;3.379;2.40999E-11;1.80831E-08;0.00014229
1232;3.271;2.25288E-11;1.70577E-08;0.0000944
1233;2.839;2.08653E-11;1.5955E-08;0.00009196
1234;2.516;1.93654E-11;1.49591E-08;0.00003859
1235;1.329;1.74398E-11;1.36106E-08;0.00003587
1236;0.897;1.59921E-11;1.26136E-08;0
1237;0.897;1.48635E-11;1.18519E-08;0
1238;0.142;1.34573E-11;1.0852E-08;0.00003332
1239;1.56666667;1.31608E-11;1.07367E-08;0.00003244
1240;1.68787879;1.24842E-11;1.03073E-08;0
1241;1.81212121;1.22507E-11;1.00941E-08;0.00029
1242;0.789;1.26521E-11;1.04436E-08;0.00453974
1243;1.868;1.61043E-11;1.28232E-08;0.01189845
1244;3.271;2.20098E-11;1.67309E-08;0.01483846
1245;4.457;3.18489E-11;2.22627E-08;0.02239899
1246;5.213;4.23779E-11;2.77609E-08;0.02006529
1247;5.428;5.2718E-11;3.27547E-08;0.019858
1248;4.565;5.42586E-11;3.35686E-08;0.0060215
1249;3.594;5.13168E-11;3.18486E-08;0.00174175
1250;2.731;4.67379E-11;2.91269E-08;0.00032178
1251;1.329;4.13272E-11;2.58772E-08;0.00025828
1252;1.005;3.74459E-11;2.35914E-08;0.00025328
1253;0.789;3.39739E-11;2.15625E-08;0.0002143
1254;0.358;3.05466E-11;1.95483E-08;0.00017381
1255;0.46969697;2.79281E-11;1.80391E-08;0.00013345
1256;0.33636364;2.5368E-11;1.65487E-08;0.00010012
1257;0.23333333;2.30616E-11;1.52023E-08;0.00009603
1258;0.15454545;2.09669E-11;1.39733E-08;0.00005765
1259;0.11212121;1.91103E-11;1.28802E-08;0.00005766
1260;0.07878788;1.74226E-11;1.1879E-08;0.00005806
1261;0.08787879;1.59315E-11;1.09905E-08;0.00008891
1262;0.12121212;1.46164E-11;1.02036E-08;0.00014322
1263;0.16060606;1.34546E-11;9.5055E-09;0.00017308
1264;0.23030303;1.24395E-11;8.89417E-09;0.00021328
1265;0.466;1.16688E-11;8.44068E-09;0.0003515
1266;1.329;1.21398E-11;8.76512E-09;0.00127185
1267;1.329;1.27679E-11;9.33672E-09;0.00238271
1268;1.652;1.4113E-11;1.0458E-08;0.00339334
1269;2.084;1.60497E-11;1.20458E-08;0.00416129
1270;2.3;1.76767E-11;1.34832E-08;0.00310764
1271;1.903;1.8196E-11;1.41061E-08;0.00191023
1272;2.092;1.85831E-11;1.46128E-08;0.00138481
1273;1.431;1.75213E-11;1.39565E-08;0.00021442
1274;1.431;1.66723E-11;1.34334E-08;0.00014314
1275;2.28;1.64745E-11;1.34233E-08;0.00022808
1276;0.702;1.47357E-11;1.21305E-08;0.00026466
1277;0.705;1.37376E-11;1.14309E-08;0.0001418
1278;0.703;1.28228E-11;1.07845E-08;0.00018248
1279;0.705;1.19871E-11;1.01924E-08;0.00014797
1280;0.708;1.12264E-11;9.65144E-09;0.00018509
1281;0.717;1.05377E-11;9.16084E-09;0.0001876
1282;0.726;9.90287E-12;8.70585E-09;0.00014088
1283;0.737;9.32676E-12;8.29473E-09;0.00009314
1284;0.759;8.81384E-12;7.9305E-09;0.00009256
1285;0.807;8.36798E-12;7.62057E-09;0.00009135
1286;0.864;7.98194E-12;7.35725E-09;0.00009465
1287;0.963;7.65379E-12;7.13935E-09;0.00009805
1288;1.136;7.41811E-12;7.00326E-09;0.00009882
1289;1.333;7.25474E-12;6.93418E-09;0.00004913
1290;1.506;7.43183E-12;7.07349E-09;0.00030629
1291;1.686;7.66515E-12;7.41542E-09;0.0003975
1292;1.847;8.1186E-12;8.00034E-09;0.00079852
1293;2.03;9.06042E-12;9.0618E-09;0.00216763
1294;2.275;9.89232E-12;1.01159E-08;0.00127718
1295;2.469;1.06011E-11;1.10881E-08;0.00105583
1296;2.616;1.14277E-11;1.21898E-08;0.00158601
1297;2.771;1.15298E-11;1.25509E-08;0.00010673
1298;2.81;1.13372E-11;1.25348E-08;0
1299;2.791;1.10323E-11;1.23638E-08;0
1300;2.792;1.07042E-11;1.21488E-08;0.00005343
1301;2.801;1.03609E-11;1.18973E-08;0.00010637
1302;2.794;1.00174E-11;1.16344E-08;0.00016208
1303;2.799;9.67924E-12;1.13659E-08;0.00021657
1304;2.822;9.3568E-12;1.10966E-08;0.00033219
1305;2.862;9.05403E-12;1.08394E-08;0.00039363
1306;2.911;8.76888E-12;1.05948E-08;0.00040422
1307;2.979;8.50323E-12;1.03752E-08;0.00029325
1308;3.056;8.24934E-12;1.01661E-08;0.00023828
1309;3.148;8.0069E-12;9.96482E-09;0.00017786
1310;3.246;7.78113E-12;9.78169E-09;0.00018064
1311;3.336;7.559E-12;9.59774E-09;0.00018224
1312;3.417;7.31736E-12;9.38405E-09;0.0002403
1313;3.478;7.10704E-12;9.18694E-09;0.00043285
1314;3.529;7.48595E-12;9.21573E-09;0.00140233
1315;3.59;7.99031E-12;9.65315E-09;0.00263831
1316;3.716;8.56681E-12;1.02358E-08;0.00240755
1317;3.866;8.86148E-12;1.06204E-08;0.00119382
1318;3.974;9.10796E-12;1.09432E-08;0.00122746
1319;4.115;9.98042E-12;1.18431E-08;0.00328134
1320;4.344;1.04723E-11;1.24862E-08;0.00160549
1321;4.532;1.04859E-11;1.26089E-08;0.00058001
1322;4.66;1.0173E-11;1.23342E-08;0.00014312
1323;4.714;9.77628E-12;1.19363E-08;0.00014344
1324;4.777;9.36317E-12;1.15093E-08;0.0001428
1325;4.85;8.94453E-12;1.10662E-08;0.00014031
1326;4.88;8.5214E-12;1.06163E-08;0.00006938
1327;4.896;8.11028E-12;1.01755E-08;0.00006952
1328;4.904;7.71672E-12;9.75853E-09;0
1329;4.905;7.29646E-12;9.29933E-09;0
1330;4.912;6.93769E-12;8.90858E-09;0
1331;4.934;6.6047E-12;8.55029E-09;0
1332;4.946;6.2865E-12;8.20444E-09;0
1333;4.944;5.98173E-12;7.86937E-09;0
1334;4.957;5.69273E-12;7.54618E-09;0
1335;4.969;5.41921E-12;7.23648E-09;0
1336;4.997;5.16304E-12;6.94354E-09;0
1337;4.982;5.02044E-12;6.73026E-09;0.00012223
1338;4.987;5.42379E-12;7.16603E-09;0.00253328
1339;5.142;5.89711E-12;7.76716E-09;0.00224551
1340;5.374;7.13818E-12;9.0012E-09;0.00549232
1341;5.687;9.11974E-12;1.07689E-08;0.00766977
1342;6.035;1.27277E-11;1.3357E-08;0.0127576
1343;6.545;1.62384E-11;1.59286E-08;0.00962547
1344;6.758;1.76013E-11;1.70978E-08;0.00305873
1345;6.655;1.73381E-11;1.68237E-08;0.00075486
1346;6.459;1.63925E-11;1.58989E-08;0.00030379
1347;6.302;1.53867E-11;1.4951E-08;0.00022836
1348;6.266;1.44308E-11;1.40758E-08;0.00015617
1349;6.319;1.35382E-11;1.32786E-08;0.00007968
1350;6.335;1.26815E-11;1.25218E-08;0.00008298
1351;6.4;1.18924E-11;1.18344E-08;0.00008423
1352;6.55;1.11783E-11;1.1222E-08;0.00008496
1353;6.671;1.04987E-11;1.06428E-08;0.00008303
1354;6.681;9.82804E-12;1.00597E-08;0.00008798
1355;6.682;9.20996E-12;9.51523E-09;0.00025939
1356;6.615;8.62785E-12;9.00096E-09;0.00033543
1357;6.436;8.08394E-12;8.51569E-09;0.00025203
1358;6.32;7.57965E-12;8.05694E-09;0.0003456
1359;6.385;7.13375E-12;7.65298E-09;0.00024804
1360;6.357;6.70938E-12;7.26631E-09;0.00024523
1361;6.226;6.2966E-12;6.87581E-09;0.00033633
1362;6.23;6.77233E-12;7.04173E-09;0.0023104
1363;6.385;7.40917E-12;7.59834E-09;0.00365014
1364;6.692;8.63773E-12;8.62069E-09;0.00563574
1365;7.032;1.08757E-11;1.02888E-08;0.00908929
1366;7.39;1.50831E-11;1.28464E-08;0.01560544
1367;7.7;1.80373E-11;1.48556E-08;0.00825699
1368;7.765;1.99078E-11;1.61037E-08;0.00597231
1369;7.68;1.99305E-11;1.61134E-08;0.00212728
1370;7.33;1.87278E-11;1.52147E-08;0.00070059
1371;6.915;1.73749E-11;1.41943E-08;0.00060401
1372;6.678;1.61255E-11;1.32621E-08;0.00051885
1373;6.597;1.49998E-11;1.24365E-08;0.00043332
1374;6.563;1.39657E-11;1.16869E-08;0.00035663
1375;6.594;1.30271E-11;1.10129E-08;0.00035977
1376;6.673;1.21478E-11;1.03823E-08;0.00027582
1377;6.769;1.13654E-11;9.8262E-09;0.00037096
1378;6.881;1.06318E-11;9.29892E-09;0.00038615
1379;6.985;9.94984E-12;8.80585E-09;0.00039485
1380;7.045;9.3074E-12;8.33621E-09;0.00039567
1381;7.12;8.7108E-12;7.89867E-09;0.00029937
1382;7.195;8.16035E-12;7.49603E-09;0.000302
1383;7.31;7.65167E-12;7.12225E-09;0.00020582
1384;7.41;7.16619E-12;6.7539E-09;0.0002132
1385;7.525;6.71569E-12;6.4064E-09;0.00022078
1386;7.7;7.01999E-12;6.28167E-09;0.00081852
1387;8.015;7.19966E-12;6.50712E-09;0.00172194
1388;8.385;7.73196E-12;7.06524E-09;0.00287081
1389;8.81;8.69548E-12;7.9602E-09;0.00456362
1390;9.25;1.1019E-11;9.57136E-09;0.01013944
1391;9.795;1.46981E-11;1.18167E-08;0.01402038
1392;10.235;1.71776E-11;1.33676E-08;0.00842964
1393;10.36;1.77654E-11;1.36529E-08;0.00410227
1394;10.33;1.67346E-11;1.2946E-08;0.0015922
1395;10.245;1.54895E-11;1.20727E-08;0.00146054
1396;10.29;1.42906E-11;1.12374E-08;0.00147374
1397;10.395;1.31687E-11;1.04578E-08;0.00163008
1398;10.52;1.20893E-11;9.70658E-09;0.00129596
1399;10.58;1.10948E-11;9.02191E-09;0.00131561
1400;10.61;1.01607E-11;8.35492E-09;0.0014749
1401;10.625;9.36301E-12;7.75973E-09;0.00280952
1402;10.48;8.58469E-12;7.18137E-09;0.00226508
1403;10;7.81065E-12;6.58175E-09;0.00213127
1404;9.535;7.11692E-12;6.04762E-09;0.00154817
1405;9.065;6.50739E-12;5.56548E-09;0.00169451
1406;8.645;5.96745E-12;5.13931E-09;0.00129787
1407;8.37;5.4677E-12;4.7415E-09;0.00125925
1408;8.17;5.06031E-12;4.41663E-09;0.00111901
1409;7.915;5.55456E-12;4.09665E-09;0.00137671
1410;7.665;7.32288E-12;4.47043E-09;0.00630077
1411;7.67;1.05478E-11;5.87711E-09;0.01681524
1412;8.01;1.64317E-11;8.38095E-09;0.02403525
1413;8.5;2.38259E-11;1.15578E-08;0.02321436
1414;8.84;3.17607E-11;1.49367E-08;0.02227849
1415;9.015;3.77115E-11;1.76562E-08;0.01609485
1416;9.03;3.97645E-11;1.88628E-08;0.00829476
1417;8.835;3.83939E-11;1.85285E-08;0.00316431
1418;8.365;3.51009E-11;1.72493E-08;0.00092393
1419;7.91;3.1851E-11;1.59313E-08;0.00070635
1420;7.615;2.89676E-11;1.47562E-08;0.00059104
1421;7.33;2.63677E-11;1.36869E-08;0.0004904
1422;7.1;2.40698E-11;1.27367E-08;0.00048825
1423;6.978;2.20709E-11;1.19101E-08;0.00049585
1424;6.923;2.03038E-11;1.11781E-08;0.00049364
1425;7.065;1.87893E-11;1.05631E-08;0.00038791
1426;7.15;1.73794E-11;9.9815E-09;0.00038183
1427;7.225;1.60934E-11;9.44254E-09;0.00050054
1428;7.33;1.49225E-11;8.94606E-09;0.00051141
1429;7.42;1.38173E-11;8.46161E-09;0.00041535
1430;7.525;1.28043E-11;8.01028E-09;0.00043249
1431;7.705;1.18895E-11;7.59957E-09;0.00043064
1432;7.855;1.10324E-11;7.20612E-09;0.00043152
1433;7.975;1.02245E-11;6.8266E-09;0.00032637
1434;8.09;1.0307E-11;6.57904E-09;0.00085938
1435;8.235;1.05914E-11;6.8942E-09;0.00329851
1436;8.475;1.13335E-11;7.53992E-09;0.00456797
1437;8.81;1.36182E-11;9.04072E-09;0.01048044
1438;9.315;1.7164E-11;1.12315E-08;0.01378261
1439;9.705;1.82886E-11;1.22772E-08;0.00455309
1440;9.76;1.83056E-11;1.25434E-08;0.00320543
1441;9.715;1.70178E-11;1.1942E-08;0.00085159
1442;9.605;1.56185E-11;1.1205E-08;0.00071804
1443;9.495;1.427E-11;1.04634E-08;0.00058855
1444;9.41;1.30437E-11;9.60989E-09;0.00058242
1445;9.33;1.21325E-11;8.98914E-09;0.00058034
1446;9.26;1.1291E-11;8.42029E-09;0.00057794
1447;9.195;1.05163E-11;7.89697E-09;0.00069942
1448;9.11;9.79629E-12;7.40927E-09;0.00070087
1449;9.06;9.1379E-12;6.96268E-09;0.00058155
1450;9.045;8.53468E-12;6.55245E-09;0.0005714
1451;9.035;7.97564E-12;6.16984E-09;0.00056893
1452;9.005;7.45094E-12;5.8085E-09;0.00044463
1453;8.98;6.96307E-12;5.47057E-09;0.00032778
1454;8.935;6.50444E-12;5.15086E-09;0.00021068
1455;8.865;6.075E-12;4.8483E-09;0.00020971
1456;8.77;5.70181E-12;4.58665E-09;0.0001045
1457;8.695;5.32815E-12;4.31784E-09;0.00010466
