t;soil_temperature;AA_input_rate_phloem;sucrose_input_rate;cytokinins_root_shoot_xylem
2014;7.94;5.83314E-11;9.46876E-09;0.01231305
2015;8.02;6.38834E-11;1.07055E-08;0.01446602
2016;8.105;7.09736E-11;1.23013E-08;0.02319672
2017;8.13;7.42706E-11;1.32239E-08;0.00969056
2018;7.85;7.1727E-11;1.28985E-08;0.00154491
2019;7.365;6.73717E-11;1.21558E-08;0.00222939
2020;7.17;6.31283E-11;1.13974E-08;0.00254013
2021;7.125;5.91314E-11;1.06687E-08;0.00252915
2022;7.09;5.53126E-11;9.96991E-09;0.001576
2023;7.08;5.17864E-11;9.32093E-09;0.0015955
2024;7.11;4.85861E-11;8.72669E-09;0.00164432
2025;7.19;4.56955E-11;8.18858E-09;0.00132274
2026;7.28;4.33866E-11;7.76689E-09;0.00138982
2027;7.38;4.09892E-11;7.31841E-09;0.000679
2028;7.46;3.875E-11;6.90156E-09;0.00064135
2029;7.34;3.65158E-11;6.48492E-09;0.00094594
2030;7.1;3.43884E-11;6.08356E-09;0.00188376
2031;6.82;3.24055E-11;5.70843E-09;0.00182622
2032;6.296;3.03894E-11;5.33119E-09;0.00117177
2033;5.831;2.8585E-11;4.99344E-09;0.00115089
2034;5.547;3.12483E-11;5.43922E-09;0.01657442
2035;5.617;3.67056E-11;6.51738E-09;0.02483527
2036;5.851;4.89083E-11;8.75213E-09;0.06093532
2037;6.41;6.06445E-11;1.10153E-08;0.03573356
2038;6.681;7.35479E-11;1.35487E-08;0.04351637
2039;6.925;8.53416E-11;1.59969E-08;0.0364359
2040;7.035;9.05053E-11;1.71915E-08;0.01725903
2041;6.917;8.96133E-11;1.71261E-08;0.00800815
2042;6.679;8.46125E-11;1.61695E-08;0.00351464
2043;6.374;7.87897E-11;1.50466E-08;0.0038198
2044;6.062;7.2957E-11;1.39138E-08;0.0038313
2045;5.842;6.75842E-11;1.28557E-08;0.00461738
2046;5.871;6.29733E-11;1.195E-08;0.00416798
2047;5.785;5.85656E-11;1.10892E-08;0.0034841
2048;5.554;5.44094E-11;1.02739E-08;0.00418635
2049;5.569;5.08902E-11;9.57823E-09;0.00379707
2050;5.562;4.76596E-11;8.945E-09;0.00264938
2051;5.604;4.48155E-11;8.3929E-09;0.00231558
2052;5.612;4.21784E-11;7.88402E-09;0.0019654
2053;5.558;3.94207E-11;7.33931E-09;0.00141833
2054;5.495;3.71822E-11;6.90778E-09;0.00168416
2055;5.434;3.51361E-11;6.5128E-09;0.00166655
2056;5.386;3.32746E-11;6.15265E-09;0.00187532
2057;5.285;3.15196E-11;5.81456E-09;0.00157942
2058;5.108;3.2943E-11;5.92608E-09;0.0092493
2059;4.99;3.59028E-11;6.53435E-09;0.01340146
2060;5.033;4.28789E-11;7.93289E-09;0.03199232
2061;5.433;5.36201E-11;1.00431E-08;0.04507188
2062;5.887;6.83291E-11;1.28356E-08;0.05940797
2063;6.191;8.10482E-11;1.53985E-08;0.03924567
2064;6.255;9.17853E-11;1.77216E-08;0.03488226
2065;6.271;9.31183E-11;1.81989E-08;0.00805303
2066;5.673;8.7411E-11;1.71391E-08;0.00119287
2067;5.025;8.06588E-11;1.58554E-08;0.00113143
2068;4.388;7.40542E-11;1.45876E-08;0.00093358
2069;3.809;6.78374E-11;1.33945E-08;0.00065905
2070;3.34;6.22574E-11;1.2325E-08;0.00043126
2071;2.984;5.71019E-11;1.13212E-08;0.00021313
2072;2.813;5.28756E-11;1.05169E-08;0.00021673
2073;2.798;4.91383E-11;9.80122E-09;0
2074;2.863;4.58285E-11;9.16825E-09;0
2075;3.005;4.29098E-11;8.61112E-09;0
2076;3.106;4.02262E-11;8.09864E-09;0
2077;3.131;3.77257E-11;7.6189E-09;0.00023326
2078;3.172;3.54704E-11;7.18706E-09;0
2079;3.181;3.33983E-11;6.78939E-09;0
2080;3.141;3.14623E-11;6.4159E-09;0
2081;3.116;2.97054E-11;6.07686E-09;0
2082;2.985;2.99451E-11;6.20396E-09;0.00351338
2083;2.808;3.16058E-11;6.70356E-09;0.00732952
2084;2.833;3.40677E-11;7.41568E-09;0.00896018
2085;2.917;3.82324E-11;8.53513E-09;0.01694649
2086;3.137;4.40407E-11;1.00268E-08;0.02474184
2087;3.31;4.97189E-11;1.14898E-08;0.02372245
2088;3.232;5.46836E-11;1.28103E-08;0.02127067
2089;3.068;5.57272E-11;1.32036E-08;0.00740798
2090;2.824;5.34655E-11;1.27071E-08;0.00226872
2091;2.606;5.05852E-11;1.20375E-08;0.00257429
2092;2.525;4.76408E-11;1.13473E-08;0.00234576
2093;2.418;4.46059E-11;1.06351E-08;0.00204144
2094;2.237;4.15893E-11;9.92686E-09;0.00200228
2095;2.085;3.8772E-11;9.26505E-09;0.00218161
2096;2.016;3.62315E-11;8.66801E-09;0.00237039
2097;1.935;3.38801E-11;8.11352E-09;0.00261044
2098;1.866;3.17277E-11;7.60477E-09;0.00284818
2099;1.814;2.97621E-11;7.14069E-09;0.00261555
2100;1.759;2.81578E-11;6.77177E-09;0.00240201
2101;1.712;2.64074E-11;6.3547E-09;0.00217225
2102;1.671;2.48338E-11;5.97556E-09;0.00329359
2103;1.625;2.33923E-11;5.62855E-09;0.00305789
2104;1.579;2.2074E-11;5.31197E-09;0.00282456
2105;1.525;2.08578E-11;5.02068E-09;0.00259359
2106;1.468;2.21269E-11;5.19474E-09;0.00930198
2107;1.437;2.57162E-11;6.03434E-09;0.02179332
2108;1.43;3.11699E-11;7.25026E-09;0.03387415
2109;1.432;3.8511E-11;8.82221E-09;0.04262542
2110;1.477;4.77809E-11;1.07169E-08;0.05098055
2111;1.578;5.58369E-11;1.23733E-08;0.03685176
2112;1.546;6.28552E-11;1.38276E-08;0.03411157
2113;1.484;6.69389E-11;1.47102E-08;0.02258234
2114;1.422;6.45118E-11;1.41279E-08;0.0061667
2115;1.346;6.07414E-11;1.32762E-08;0.00533389
2116;1.256;5.6545E-11;1.23528E-08;0.00447472
2117;1.164;5.23626E-11;1.14444E-08;0.00405702
2118;1.077;4.83479E-11;1.05817E-08;0.00337351
2119;0.999;4.45775E-11;9.77972E-09;0.00211327
2120;0.952;4.10941E-11;9.04233E-09;0.00189214
2121;0.922;3.78915E-11;8.36865E-09;0.00122735
2122;0.872;3.49216E-11;7.74725E-09;0.00059081
2123;0.82;3.21766E-11;7.17128E-09;0.00020343
2124;0.765;2.97128E-11;6.6561E-09;0.00020544
2125;0.705;2.74537E-11;6.18411E-09;0
2126;0.645;2.53924E-11;5.75215E-09;0
2127;0.58;2.35047E-11;5.35417E-09;0
2128;0.514;2.17032E-11;4.96942E-09;0
2129;0.453;2.09161E-11;4.74787E-09;0.00062163
2130;0.409;2.37266E-11;5.48721E-09;0.00956127
2131;0.428;2.70903E-11;6.40098E-09;0.01013651
2132;0.454;3.09369E-11;7.48669E-09;0.01068379
2133;0.479;3.5284E-11;8.72734E-09;0.01466701
2134;0.499;3.99988E-11;1.00241E-08;0.02248757
2135;0.52;4.40073E-11;1.1139E-08;0.02038334
2136;0.533;4.67782E-11;1.19825E-08;0.01363907
2137;0.552;4.63001E-11;1.19785E-08;0.00350375
2138;0.57;4.36135E-11;1.13476E-08;0.00021816
2139;0.588;4.05389E-11;1.05982E-08;0
2140;0.594;3.74173E-11;9.82552E-09;0
2141;0.61;3.44235E-11;9.07838E-09;0
2142;0.622;3.16194E-11;8.37368E-09;0
2143;0.637;2.90269E-11;7.71922E-09;0
2144;0.65;2.66699E-11;7.11936E-09;0.0005758
2145;0.667;2.45244E-11;6.57201E-09;0.00056894
2146;0.681;2.25783E-11;6.07424E-09;0.00055727
2147;0.697;2.08131E-11;5.6237E-09;0.00026182
2148;0.704;1.91652E-11;5.19898E-09;0.00026818
2149;0.719;1.76683E-11;4.8106E-09;0.00053762
2150;0.729;1.63457E-11;4.46938E-09;0.00025248
2151;0.737;1.51274E-11;4.15254E-09;0.00050248
2152;0.746;1.40523E-11;3.87086E-09;0.00055724
2153;0.754;1.3062E-11;3.61097E-09;0.00052731
2154;0.764;1.69359E-11;4.71924E-09;0.01763676
2155;0.768;2.26603E-11;6.36888E-09;0.02456368
2156;0.775;3.34598E-11;9.11932E-09;0.07049757
2157;0.793;4.19191E-11;1.13568E-08;0.02898835
2158;0.802;5.5299E-11;1.44988E-08;0.07212071
2159;0.797;6.6942E-11;1.71724E-08;0.05249527
2160;0.793;7.21097E-11;1.83643E-08;0.02317506
2161;0.802;7.05577E-11;1.79237E-08;0.006671
2162;0.889;6.54792E-11;1.66037E-08;0.0019636
2163;1.15;6.00155E-11;1.52118E-08;0.0019822
2164;1.649;5.50873E-11;1.39793E-08;0.00134365
2165;2.057;5.04773E-11;1.2838E-08;0.0013758
2166;2.401;4.63811E-11;1.18305E-08;0.00143819
2167;2.728;4.28397E-11;1.09684E-08;0.00106715
2168;3.045;3.9835E-11;1.02423E-08;0.00073978
2169;3.326;3.73052E-11;9.63309E-09;0.00079458
2170;3.658;3.51724E-11;9.11372E-09;0.00170392
2171;4.013;3.34699E-11;8.70348E-09;0.00167552
2172;4.13;3.18713E-11;8.31762E-09;0.00166437
2173;4.142;3.04136E-11;7.96538E-09;0.00201767
2174;4.095;2.90586E-11;7.63515E-09;0.00203814
2175;4.027;2.78305E-11;7.33766E-09;0.00190945
2176;3.747;2.64994E-11;7.00732E-09;0.00264457
2177;3.567;2.53002E-11;6.70985E-09;0.00219615
2178;3.413;2.94471E-11;7.72459E-09;0.0194934
2179;3.518;4.15068E-11;1.06883E-08;0.06318845
2180;4.115;6.10277E-11;1.49967E-08;0.09930201
2181;4.922;8.22908E-11;1.9448E-08;0.08424892
2182;5.475;1.06489E-10;2.41237E-08;0.10322676
2183;5.765;1.29384E-10;2.83148E-08;0.10072525
2184;5.85;1.40341E-10;3.03182E-08;0.05412057
2185;5.463;1.40766E-10;3.03379E-08;0.03513443
2186;4.971;1.28912E-10;2.77055E-08;0.00985462
2187;4.373;1.14246E-10;2.45676E-08;0.00567821
2188;3.873;1.0072E-10;2.17041E-08;0.00461848
2189;3.631;8.93018E-11;1.93019E-08;0.00508767
2190;3.583;7.97709E-11;1.73127E-08;0.00420024
2191;3.478;7.14138E-11;1.55721E-08;0.00409249
2192;3.421;6.39383E-11;1.40052E-08;0.00333596
2193;3.364;5.79624E-11;1.27612E-08;0.00428969
2194;3.385;5.29548E-11;1.17193E-08;0.00441483
2195;3.444;4.87342E-11;1.08436E-08;0.00399435
2196;3.526;4.51869E-11;1.01087E-08;0.00406165
2197;3.69;4.23167E-11;9.51848E-09;0.00410154
2198;3.749;3.97648E-11;8.99583E-09;0.00324526
2199;3.664;3.72575E-11;8.47375E-09;0.00280826
2200;3.813;3.53027E-11;8.07056E-09;0.00289631
2201;3.777;3.38533E-11;7.63516E-09;0.00395087
2202;3.787;3.86995E-11;8.72206E-09;0.0156094
2203;3.952;5.12589E-11;1.1599E-08;0.04426824
2204;4.437;6.995E-11;1.56179E-08;0.07681278
2205;5.111;9.40753E-11;2.04055E-08;0.10120265
2206;5.787;1.18025E-10;2.5021E-08;0.09049332
2207;6.29;1.39008E-10;2.90395E-08;0.08224643
2208;6.456;1.5156E-10;3.14959E-08;0.06296303
2209;6.344;1.46223E-10;3.03638E-08;0.02315779
2210;6.032;1.32314E-10;2.74593E-08;0.00949721
2211;5.794;1.17393E-10;2.4413E-08;0.00734248
2212;5.746;1.0433E-10;2.17677E-08;0.00823389
2213;5.693;9.30232E-11;1.94863E-08;0.00862791
2214;5.655;8.34579E-11;1.75623E-08;0.00811702
2215;5.6;7.53107E-11;1.59333E-08;0.00605886
2216;5.58;6.85692E-11;1.45791E-08;0.00858646
2217;5.526;6.28067E-11;1.34202E-08;0.00843603
2218;5.475;5.79156E-11;1.24378E-08;0.00766176
2219;5.463;5.37722E-11;1.16093E-08;0.00676997
2220;5.515;5.04193E-11;1.09479E-08;0.00555935
2221;5.697;4.74328E-11;1.03491E-08;0.00520988
2222;5.96;4.50729E-11;9.88366E-09;0.00486635
2223;6.247;4.31565E-11;9.5083E-09;0.00596979
2224;6.455;4.15861E-11;9.19436E-09;0.0093149
2225;6.474;4.00776E-11;8.88127E-09;0.01145857
2226;6.334;4.07577E-11;8.52417E-09;0.02254589
2227;6.327;4.64462E-11;9.45839E-09;0.0355386
2228;6.468;5.7459E-11;1.14812E-08;0.04831321
2229;6.704;7.55195E-11;1.4796E-08;0.07346248
2230;7.054;8.95869E-11;1.74922E-08;0.04520183
2231;7.16;9.46223E-11;1.8507E-08;0.0239339
2232;7.145;9.63671E-11;1.88872E-08;0.02444924
2233;7.125;9.38375E-11;1.84651E-08;0.01297122
2234;7.09;8.72338E-11;1.72501E-08;0.00481321
2235;7.023;8.03077E-11;1.59726E-08;0.00473048
2236;6.893;7.37517E-11;1.47582E-08;0.00575916
2237;6.757;6.78358E-11;1.36655E-08;0.00466192
2238;6.71;6.27718E-11;1.27337E-08;0.00427154
2239;6.734;5.84294E-11;1.19418E-08;0.00367272
2240;6.782;5.45903E-11;1.12494E-08;0.00247362
2241;6.772;5.12023E-11;1.06484E-08;0.00142808
2242;6.607;4.7773E-11;1.002E-08;0.00082442
2243;6.434;4.46962E-11;9.44733E-09;0.00246426
2244;6.234;4.19008E-11;8.91327E-09;0.00447086
2245;5.999;3.93713E-11;8.42659E-09;0.00442362
2246;5.828;3.71202E-11;7.98958E-09;0.0043765
2247;5.702;3.50654E-11;7.59537E-09;0.00268324
2248;5.548;3.31555E-11;7.22895E-09;0.00189608
2249;5.412;3.14008E-11;6.88953E-09;0.0019007
2250;5.302;3.11652E-11;6.64706E-09;0.00460067
2251;5.314;3.36785E-11;7.23125E-09;0.01127619
2252;5.462;4.05091E-11;8.74992E-09;0.0287976
2253;5.715;4.79382E-11;1.03921E-08;0.03136678
2254;6.012;6.02521E-11;1.28596E-08;0.06118094
2255;6.383;7.44419E-11;1.55429E-08;0.06826974
2256;6.654;8.27674E-11;1.71638E-08;0.03983379
2257;6.704;8.31179E-11;1.72276E-08;0.01815145
2258;6.524;7.78989E-11;1.61554E-08;0.00622387
2259;6.116;7.10843E-11;1.47871E-08;0.00474515
2260;5.963;6.49327E-11;1.35785E-08;0.00359511
2261;5.533;5.88314E-11;1.23842E-08;0.00226164
2262;4.896;5.30823E-11;1.12513E-08;0.00190123
2263;4.27;4.79458E-11;1.02374E-08;0.00145362
2264;3.725;4.34358E-11;9.34564E-09;0.00108491
2265;3.296;3.95039E-11;8.56849E-09;0.00069562
2266;2.926;3.6018E-11;7.88098E-09;0.00033122
2267;2.658;3.29888E-11;7.28244E-09;0
2268;2.475;3.03218E-11;6.75305E-09;0
2269;2.323;2.79343E-11;6.27874E-09;0
2270;2.203;2.57073E-11;5.82952E-09;0
2271;2.107;2.38192E-11;5.45344E-09;0
2272;2.006;2.20704E-11;5.10145E-09;0
2273;1.913;2.10081E-11;4.85412E-09;0.00045536
2274;1.832;2.62626E-11;6.1666E-09;0.02665089
2275;1.789;3.66099E-11;8.41859E-09;0.06843293
2276;1.989;5.30247E-11;1.12842E-08;0.12140295
2277;2.906;7.815E-11;1.50014E-08;0.16564376
2278;4.188;1.07788E-10;1.90737E-08;0.16725663
2279;5.088;1.34018E-10;2.26922E-08;0.13899212
2280;5.41;1.48528E-10;2.49183E-08;0.08559664
2281;5.222;1.43474E-10;2.42059E-08;0.02681229
2282;4.838;1.27754E-10;2.16529E-08;0.00588645
2283;4.551;1.13067E-10;1.93075E-08;0.00319256
2284;4.337;1.00268E-10;1.72698E-08;0.00402651
2285;4.14;8.92185E-11;1.55056E-08;0.00456093
2286;4.126;8.00292E-11;1.40365E-08;0.00543794
2287;4.178;7.22283E-11;1.27862E-08;0.00556117
2288;4.28;6.56123E-11;1.17216E-08;0.00620706
2289;4.386;5.96479E-11;1.0746E-08;0.00581649
2290;4.445;5.47114E-11;9.94944E-09;0.00569734
2291;4.502;5.04395E-11;9.25995E-09;0.00508952
2292;4.535;4.65784E-11;8.62686E-09;0.00531598
2293;4.614;4.33674E-11;8.10684E-09;0.00480947
2294;4.591;4.02642E-11;7.59009E-09;0.00478599
2295;4.537;3.74953E-11;7.12961E-09;0.00413916
2296;4.486;3.50622E-11;6.72334E-09;0.0041964
2297;4.509;3.36132E-11;6.33867E-09;0.00608602
2298;4.694;3.88878E-11;7.28459E-09;0.02309814
2299;5.022;4.60981E-11;8.76196E-09;0.02759101
2300;5.379;5.82514E-11;1.11915E-08;0.05130895
2301;5.873;7.34334E-11;1.41115E-08;0.06935285
2302;6.247;9.16784E-11;1.73801E-08;0.0922142
2303;6.563;1.04003E-10;1.95952E-08;0.06979335
2304;6.653;1.08574E-10;2.05526E-08;0.04289482
2305;6.594;1.05592E-10;2.0035E-08;0.02847097
2306;6.484;9.58976E-11;1.82877E-08;0.01062685
2307;6.368;8.63918E-11;1.6588E-08;0.00958053
2308;6.344;7.799E-11;1.50872E-08;0.0102325
2309;6.323;7.06199E-11;1.37664E-08;0.01074818
2310;6.314;6.42277E-11;1.26175E-08;0.01076828
2311;6.331;5.87152E-11;1.16207E-08;0.01143253
2312;6.324;5.38651E-11;1.07442E-08;0.01010157
2313;6.31;4.95832E-11;9.97568E-09;0.00771417
2314;6.288;4.57933E-11;9.29773E-09;0.00619794
2315;6.305;4.23149E-11;8.66269E-09;0.00524523
2316;6.376;3.93063E-11;8.11887E-09;0.00375367
2317;6.527;3.67117E-11;7.64967E-09;0.00373749
2318;6.7;3.43869E-11;7.22907E-09;0.00364821
2319;6.75;3.22537E-11;6.83091E-09;0.00618372
2320;6.689;3.04651E-11;6.48375E-09;0.01142906
2321;6.518;2.95225E-11;6.07804E-09;0.01963406
2322;6.301;3.23161E-11;6.03971E-09;0.0377968
2323;6.294;3.86641E-11;6.90843E-09;0.06319652
2324;6.452;5.20497E-11;8.87119E-09;0.09504284
2325;6.771;6.8073E-11;1.1194E-08;0.0999711
2326;6.998;8.56944E-11;1.37205E-08;0.10757563
2327;7.325;1.03769E-10;1.63753E-08;0.10696109
2328;7.62;1.12908E-10;1.77787E-08;0.07174395
2329;7.575;1.08568E-10;1.70344E-08;0.03368254
2330;7.34;9.77926E-11;1.53912E-08;0.01697507
2331;7.145;8.79271E-11;1.39401E-08;0.01256187
2332;7.05;7.91355E-11;1.26592E-08;0.00941122
2333;7.02;7.14567E-11;1.1541E-08;0.008757
2334;7.025;6.47961E-11;1.05624E-08;0.01006356
2335;7.04;5.87564E-11;9.65743E-09;0.00945787
2336;7.007;5.33968E-11;8.84932E-09;0.00879975
2337;6.974;4.86514E-11;8.12756E-09;0.00815522
2338;6.956;4.43688E-11;7.48176E-09;0.0039136
2339;6.95;4.0555E-11;6.90011E-09;0.00468332
2340;6.889;3.70891E-11;6.36631E-09;0.00386707
2341;6.696;3.39069E-11;5.86761E-09;0.00457197
2342;6.472;3.10507E-11;5.41438E-09;0.0045306
2343;6.406;2.86127E-11;5.02401E-09;0.004575
2344;6.431;2.64719E-11;4.67849E-09;0.00455912
2345;6.398;2.4476E-11;4.35549E-09;0.00361047
2346;6.225;2.73444E-11;4.42932E-09;0.02339378
2347;6.374;3.168E-11;5.17257E-09;0.02841504
2348;6.659;3.83828E-11;6.29162E-09;0.04378084
2349;7.047;5.59784E-11;9.10897E-09;0.10417787
2350;7.94;8.28207E-11;1.32226E-08;0.14570118
2351;8.82;1.03827E-10;1.66758E-08;0.10481999
2352;9.155;1.12961E-10;1.85241E-08;0.06323121
2353;9.03;1.07254E-10;1.78684E-08;0.02529797
2354;8.61;9.55448E-11;1.61122E-08;0.00804216
2355;8.035;8.34991E-11;1.42601E-08;0.00511034
2356;7.435;7.30332E-11;1.26385E-08;0.00295742
2357;6.922;6.42202E-11;1.12545E-08;0.00224008
2358;6.488;5.67933E-11;1.00822E-08;0.00137619
2359;6.06;5.04465E-11;9.06962E-09;0.00101579
2360;5.643;4.50102E-11;8.19787E-09;0.00032097
2361;5.258;4.01676E-11;7.39984E-09;0.00031779
2362;5.074;3.62089E-11;6.74819E-09;0
2363;5.125;3.29902E-11;6.22257E-09;0
2364;5.173;3.00601E-11;5.73302E-09;0
2365;5.365;2.75392E-11;5.30759E-09;0
2366;5.59;2.52864E-11;4.92321E-09;0
2367;5.797;2.32425E-11;4.56964E-09;0
2368;5.953;2.13739E-11;4.24147E-09;0
2369;6.032;1.96456E-11;3.93261E-09;0
2370;6.078;2.17323E-11;4.41691E-09;0.01281357
2371;6.259;2.62221E-11;5.49981E-09;0.02576241
2372;6.574;3.05388E-11;6.6129E-09;0.02357968
2373;6.975;3.69159E-11;8.21485E-09;0.03528225
2374;7.5;4.55643E-11;1.03412E-08;0.04764341
2375;7.88;4.8231E-11;1.12672E-08;0.019028
2376;7.985;4.87926E-11;1.16946E-08;0.0155134
2377;8.01;4.69602E-11;1.15062E-08;0.00887343
2378;7.93;4.22163E-11;1.04829E-08;0.00131638
2379;7.74;3.77453E-11;9.48509E-09;0.00131368
2380;7.575;3.37678E-11;8.57959E-09;0.00086646
2381;7.455;3.03359E-11;7.78816E-09;0.00085767
2382;7.36;2.7203E-11;7.04099E-09;0.00085953
2383;7.28;2.44459E-11;6.37369E-09;0.00084562
2384;7.2;2.20356E-11;5.77688E-09;0.00129529
2385;7.13;1.98935E-11;5.23769E-09;0.00170969
2386;7.06;1.80023E-11;4.75155E-09;0.00235313
2387;6.994;1.63292E-11;4.31657E-09;0.00232982
2388;6.918;1.4829E-11;3.9248E-09;0.00182335
2389;6.795;1.34725E-11;3.56862E-09;0.00175836
2390;6.522;1.22227E-11;3.23837E-09;0.00129657
2391;6.297;1.11242E-11;2.94578E-09;0.00087234
2392;6.227;1.01817E-11;2.69154E-09;0.00088064
2393;6.231;9.86099E-12;2.52173E-09;0.00140367
2394;6.324;1.14472E-11;2.98221E-09;0.01165747
2395;6.583;1.54193E-11;4.05501E-09;0.029178
2396;6.966;2.59897E-11;6.41417E-09;0.08519694
2397;7.58;4.66167E-11;1.01487E-08;0.15376723
2398;8.06;6.56567E-11;1.3685E-08;0.11645873
2399;8.47;8.83429E-11;1.78119E-08;0.13716887
2400;8.475;8.59456E-11;1.75818E-08;0.09258304
2401;7.955;8.20108E-11;1.73196E-08;0.01947198
2402;7.395;7.53016E-11;1.63668E-08;0.00277621
2403;6.916;6.76136E-11;1.50389E-08;0.00116769
2404;6.56;6.02729E-11;1.36791E-08;0.00075053
2405;6.247;5.36249E-11;1.23991E-08;0.0003741
2406;5.988;4.78598E-11;1.12708E-08;0.00038308
2407;5.837;4.27631E-11;1.0237E-08;0.00038962
2408;5.769;3.83342E-11;9.32354E-09;0
2409;5.753;3.44554E-11;8.51164E-09;0
2410;5.746;3.10307E-11;7.78302E-09;0
2411;5.747;2.80144E-11;7.13048E-09;0
2412;5.777;2.53623E-11;6.54748E-09;0
2413;5.842;2.3026E-11;6.02586E-09;0
2414;5.914;2.09771E-11;5.56483E-09;0
2415;5.991;1.91143E-11;5.1345E-09;0
2416;6.052;1.74361E-11;4.74042E-09;0
2417;6.087;1.59338E-11;4.38183E-09;0
2418;6.13;1.4861E-11;4.14042E-09;0.00142196
2419;6.24;1.44049E-11;4.0967E-09;0.00504068
2420;6.418;1.49974E-11;4.39932E-09;0.01475793
2421;6.705;1.677E-11;5.12621E-09;0.02101823
2422;7.019;1.94793E-11;6.2322E-09;0.02371217
2423;7.305;2.33033E-11;7.77265E-09;0.03497625
2424;7.625;2.67175E-11;9.21612E-09;0.01986248
2425;7.805;2.82227E-11;9.95804E-09;0.00645814
2426;7.85;2.78608E-11;9.95366E-09;0.00225333
2427;7.85;2.643E-11;9.50512E-09;0.00126429
2428;7.9;2.45996E-11;8.89039E-09;0.00127753
2429;7.985;2.26488E-11;8.20531E-09;0.00129038
2430;8.07;2.07464E-11;7.52329E-09;0.00199374
2431;8.17;1.89602E-11;6.8702E-09;0.00272003
2432;8.31;1.73106E-11;6.26237E-09;0.00204729
2433;8.435;1.5791E-11;5.6955E-09;0.00273924
2434;8.525;1.44029E-11;5.16957E-09;0.00292341
2435;8.615;1.31774E-11;4.70649E-09;0.00218559
2436;8.71;1.20291E-11;4.26085E-09;0.00294313
2437;8.8;1.09949E-11;3.85126E-09;0.00376432
2438;8.85;1.00515E-11;3.47172E-09;0.00453099
2439;8.86;9.19381E-12;3.12089E-09;0.0053365
2440;8.835;8.40553E-12;2.79713E-09;0.00528161
2441;8.81;7.6891E-12;2.50045E-09;0.00605216
2442;8.82;8.13062E-12;2.40399E-09;0.0320525
2443;9;1.1343E-11;3.02901E-09;0.09261986
2444;9.345;1.68864E-11;4.09566E-09;0.08165615
2445;9.605;2.69175E-11;5.98092E-09;0.12502762
2446;9.94;3.87225E-11;8.12324E-09;0.10088349
2447;10.07;4.94137E-11;1.00756E-08;0.08009388
2448;10.12;5.34314E-11;1.07678E-08;0.02313079
2449;10.075;5.41281E-11;1.09311E-08;0.02581261
2450;10.085;5.118E-11;1.03899E-08;0.00744668
2451;10.025;4.65655E-11;9.51855E-09;0.00407092
2452;9.985;4.18904E-11;8.59504E-09;0.00477771
2453;9.765;3.71443E-11;7.68636E-09;0.0020302
2454;9.385;3.272E-11;6.83099E-09;0.00133065
2455;9.11;2.88477E-11;6.07742E-09;0.00188362
2456;8.745;2.54038E-11;5.39885E-09;0.00180079
2457;8.37;2.24152E-11;4.80274E-09;0.00117116
2458;8.015;1.98311E-11;4.28087E-09;0.00110824
2459;7.71;1.76133E-11;3.82678E-09;0.00111094
2460;7.48;1.57039E-11;3.43046E-09;0.00165879
2461;7.27;1.40313E-11;3.07886E-09;0.00163972
2462;7.016;1.25425E-11;2.76251E-09;0.00157645
2463;6.602;1.12221E-11;2.47707E-09;0.00214999
2464;6.442;1.01154E-11;2.23504E-09;0.00215386
2465;6.32;9.12854E-12;2.01757E-09;0.00159605
2466;6.104;9.17657E-12;2.01987E-09;0.01247506
2467;6.171;1.10446E-11;2.52643E-09;0.03219913
2468;6.513;1.58496E-11;3.81428E-09;0.06717651
2469;7.1;2.47809E-11;6.15106E-09;0.10290979
2470;7.635;4.08336E-11;9.55871E-09;0.19717546
2471;8.03;6.01245E-11;1.32692E-08;0.16413595
2472;8.075;7.34784E-11;1.58817E-08;0.0915911
2473;7.825;7.85078E-11;1.68888E-08;0.04723759
2474;7.505;7.64377E-11;1.64243E-08;0.02053692
2475;7.1;7.05269E-11;1.52218E-08;0.01337887
2476;6.834;6.38258E-11;1.38755E-08;0.01287913
2477;6.752;5.74363E-11;1.25953E-08;0.01397561
2478;6.789;5.14762E-11;1.14104E-08;0.01046476
2479;6.843;4.60504E-11;1.03242E-08;0.01187683
2480;6.805;4.1063E-11;9.32986E-09;0.01093736
2481;6.313;3.63495E-11;8.36603E-09;0.00906254
2482;5.872;3.2395E-11;7.54428E-09;0.01164032
2483;5.628;2.90881E-11;6.84356E-09;0.0132466
2484;5.407;2.62226E-11;6.22839E-09;0.013028
2485;5.266;2.37513E-11;5.69302E-09;0.01226947
2486;5.13;2.15954E-11;5.21911E-09;0.01381981
2487;5.02;1.97056E-11;4.80019E-09;0.01323303
2488;4.899;1.81844E-11;4.47602E-09;0.01256532
2489;4.707;1.70004E-11;4.10716E-09;0.01592
2490;4.455;1.78685E-11;3.92369E-09;0.0385216
2491;4.632;2.14795E-11;4.51462E-09;0.07199504
2492;5.162;2.95677E-11;6.07521E-09;0.11619121
2493;5.749;4.11922E-11;8.38763E-09;0.121788
2494;6.247;6.07392E-11;1.2157E-08;0.2068253
2495;7.021;7.73458E-11;1.55408E-08;0.11120333
2496;6.889;9.02154E-11;1.84237E-08;0.11410224
2497;6.646;9.56687E-11;1.99389E-08;0.0635294
2498;6.277;9.16467E-11;1.93351E-08;0.01907992
2499;5.792;8.34833E-11;1.78441E-08;0.01284756
2500;5.443;7.52252E-11;1.63002E-08;0.01473964
