t;water_root_shoot_xylem;AA_root_shoot_phloem;soil_temperature
1331;1.83E-05;7.53E-07;9.61376808
1332;1.95E-05;7.43E-07;9.61664672
1333;1.98E-05;7.38E-07;9.61952792
1334;1.92E-05;7.37E-07;9.62241168
1335;1.78E-05;7.42E-07;9.625298
1336;1.54E-05;7.51E-07;9.62818688
1337;1.22E-05;7.65E-07;9.63107832
1338;8.06E-06;7.83E-07;9.63397232
1339;2.57E-07;8.06E-07;9.63686888
1340;2.57E-07;8.49E-07;9.639768
1341;2.58E-07;8.49E-07;9.64266968
1342;2.58E-07;8.49E-07;9.64557392
1343;2.58E-07;8.48E-07;9.64848072
1344;2.58E-07;8.48E-07;9.65139008
1345;2.58E-07;8.48E-07;9.654302
1346;2.58E-07;8.48E-07;9.65721648
1347;2.59E-07;8.48E-07;9.66013352
1348;2.59E-07;8.47E-07;9.66305312
1349;2.59E-07;8.47E-07;9.66597528
1350;2.59E-07;8.47E-07;9.6689
1351;4.75E-06;8.47E-07;9.67182728
1352;9.53E-06;8.22E-07;9.67475712
1353;1.34E-05;7.97E-07;9.67768952
1354;1.64E-05;7.76E-07;9.68062448
1355;1.85E-05;7.61E-07;9.683562
1356;1.98E-05;7.50E-07;9.68650208
1357;2.01E-05;7.45E-07;9.68944472
1358;1.95E-05;7.45E-07;9.69238992
1359;1.80E-05;7.49E-07;9.69533768
1360;1.56E-05;7.59E-07;9.698288
1361;1.24E-05;7.73E-07;9.70124088
1362;8.18E-06;7.91E-07;9.70419632
1363;2.61E-07;8.15E-07;9.70715432
1364;2.61E-07;8.58E-07;9.71011488
1365;2.61E-07;8.58E-07;9.713078
1366;2.62E-07;8.58E-07;9.71604368
1367;2.62E-07;8.57E-07;9.71901192
1368;2.62E-07;8.57E-07;9.72198272
1369;2.62E-07;8.57E-07;9.72495608
1370;2.62E-07;8.57E-07;9.727932
1371;2.62E-07;8.57E-07;9.73091048
1372;2.63E-07;8.56E-07;9.73389152
1373;2.63E-07;8.56E-07;9.73687512
1374;2.63E-07;8.56E-07;9.73986128
1375;4.82E-06;8.56E-07;9.74285
1376;9.68E-06;8.31E-07;9.74584128
1377;1.36E-05;8.05E-07;9.74883512
1378;1.67E-05;7.84E-07;9.75183152
1379;1.88E-05;7.68E-07;9.75483048
1380;2.01E-05;7.58E-07;9.757832
1381;2.04E-05;7.52E-07;9.76083608
1382;1.98E-05;7.52E-07;9.76384272
1383;1.83E-05;7.57E-07;9.76685192
1384;1.59E-05;7.66E-07;9.76986368
1385;1.26E-05;7.80E-07;9.772878
1386;8.30E-06;7.99E-07;9.77589488
1387;2.65E-07;8.23E-07;9.77891432
1388;2.65E-07;8.67E-07;9.78193632
1389;2.65E-07;8.67E-07;9.78496088
1390;2.66E-07;8.67E-07;9.787988
1391;2.66E-07;8.66E-07;9.79101768
1392;2.66E-07;8.66E-07;9.79404992
1393;2.66E-07;8.66E-07;9.79708472
1394;2.66E-07;8.66E-07;9.80012208
1395;2.66E-07;8.65E-07;9.803162
1396;2.67E-07;8.65E-07;9.80620448
