t;step_number;time_in_days;soil_temperature;sucrose_input_rate
0;0;0;4.614067597;2.39E-12
1;0.041666667;0.041666667;4.671140795;2.61E-12
2;0.083333333;0.083333333;4.728213993;2.83E-12
3;0.125;0.125;4.785287192;3.06E-12
4;0.166666667;0.166666667;4.84236039;3.28E-12
5;0.208333333;0.208333333;4.899433588;3.50E-12
6;0.25;0.25;4.956506786;3.72E-12
7;0.291666667;0.291666667;5.013579984;3.94E-12
8;0.333333333;0.333333333;5.070653182;4.16E-12
9;0.375;0.375;5.127726381;4.38E-12
10;0.416666667;0.416666667;5.184799579;4.61E-12
11;0.458333333;0.458333333;5.241872777;4.83E-12
12;0.5;0.5;5.298945975;5.05E-12
13;0.541666667;0.541666667;5.356019173;5.27E-12
14;0.583333333;0.583333333;5.413092371;5.49E-12
15;0.625;0.625;5.47016557;5.72E-12
16;0.666666667;0.666666667;5.527238768;5.94E-12
17;0.708333333;0.708333333;5.584311966;6.16E-12
18;0.75;0.75;5.641385164;6.38E-12
19;0.791666667;0.791666667;5.698458362;6.60E-12
20;0.833333333;0.833333333;5.75553156;6.82E-12
21;0.875;0.875;5.812604759;7.05E-12
22;0.916666667;0.916666667;5.869677957;7.27E-12
23;0.958333333;0.958333333;5.926751155;7.49E-12
24;1;1;5.983824353;7.71E-12
25;1.041666667;1.041666667;6.06720055;8.03E-12
26;1.083333333;1.083333333;6.150576746;8.36E-12
27;1.125;1.125;6.233952943;8.68E-12
28;1.166666667;1.166666667;6.31732914;9.01E-12
29;1.208333333;1.208333333;6.400705337;9.33E-12
30;1.25;1.25;6.484081533;9.66E-12
31;1.291666667;1.291666667;6.56745773;9.98E-12
32;1.333333333;1.333333333;6.650833927;1.03E-11
33;1.375;1.375;6.734210123;1.06E-11
34;1.416666667;1.416666667;6.81758632;1.10E-11
35;1.458333333;1.458333333;6.900962517;1.13E-11
36;1.5;1.5;6.984338714;1.16E-11
37;1.541666667;1.541666667;7.06771491;1.19E-11
38;1.583333333;1.583333333;7.151091107;1.23E-11
39;1.625;1.625;7.234467304;1.26E-11
40;1.666666667;1.666666667;7.3178435;1.29E-11
41;1.708333333;1.708333333;7.401219697;1.32E-11
42;1.75;1.75;7.484595894;1.36E-11
43;1.791666667;1.791666667;7.56797209;1.39E-11
44;1.833333333;1.833333333;7.651348287;1.42E-11
45;1.875;1.875;7.734724484;1.45E-11
46;1.916666667;1.916666667;7.818100681;1.49E-11
47;1.958333333;1.958333333;7.901476877;1.52E-11
48;2;2;7.984853074;1.55E-11
49;2.041666667;2.041666667;7.980663566;1.55E-11
50;2.083333333;2.083333333;7.976474058;1.55E-11
51;2.125;2.125;7.972284549;1.55E-11
52;2.166666667;2.166666667;7.968095041;1.54E-11
53;2.208333333;2.208333333;7.963905533;1.54E-11
54;2.25;2.25;7.959716025;1.54E-11
55;2.291666667;2.291666667;7.955526516;1.54E-11
56;2.333333333;2.333333333;7.951337008;1.54E-11
57;2.375;2.375;7.9471475;1.54E-11
58;2.416666667;2.416666667;7.942957992;1.53E-11
59;2.458333333;2.458333333;7.938768483;1.53E-11
60;2.5;2.5;7.934578975;1.53E-11
61;2.541666667;2.541666667;7.930389467;1.53E-11
62;2.583333333;2.583333333;7.926199959;1.53E-11
63;2.625;2.625;7.92201045;1.53E-11
64;2.666666667;2.666666667;7.917820942;1.52E-11
65;2.708333333;2.708333333;7.913631434;1.52E-11
66;2.75;2.75;7.909441925;1.52E-11
67;2.791666667;2.791666667;7.905252417;1.52E-11
68;2.833333333;2.833333333;7.901062909;1.52E-11
69;2.875;2.875;7.896873401;1.52E-11
70;2.916666667;2.916666667;7.892683893;1.51E-11
71;2.958333333;2.958333333;7.888494384;1.51E-11
72;3;3;7.884304876;1.51E-11
73;3.041666667;3.041666667;7.84919135;1.50E-11
74;3.083333333;3.083333333;7.814077824;1.48E-11
75;3.125;3.125;7.778964297;1.47E-11
76;3.166666667;3.166666667;7.743850771;1.46E-11
77;3.208333333;3.208333333;7.708737245;1.44E-11
78;3.25;3.25;7.673623719;1.43E-11
79;3.291666667;3.291666667;7.638510192;1.41E-11
80;3.333333333;3.333333333;7.603396666;1.40E-11
81;3.375;3.375;7.56828314;1.39E-11
82;3.416666667;3.416666667;7.533169614;1.37E-11
83;3.458333333;3.458333333;7.498056087;1.36E-11
84;3.5;3.5;7.462942561;1.35E-11
85;3.541666667;3.541666667;7.427829035;1.33E-11
86;3.583333333;3.583333333;7.392715508;1.32E-11
87;3.625;3.625;7.357601982;1.30E-11
88;3.666666667;3.666666667;7.322488456;1.29E-11
89;3.708333333;3.708333333;7.28737493;1.28E-11
90;3.75;3.75;7.252261403;1.26E-11
91;3.791666667;3.791666667;7.217147877;1.25E-11
92;3.833333333;3.833333333;7.182034351;1.24E-11
93;3.875;3.875;7.146920825;1.22E-11
94;3.916666667;3.916666667;7.111807299;1.21E-11
95;3.958333333;3.958333333;7.076693772;1.19E-11
96;4;4;7.041580246;1.18E-11
97;4.041666667;4.041666667;7.032625445;1.18E-11
98;4.083333333;4.083333333;7.023670644;1.17E-11
99;4.125;4.125;7.014715843;1.17E-11
100;4.166666667;4.166666667;7.005761042;1.17E-11
101;4.208333333;4.208333333;6.996806241;1.16E-11
102;4.25;4.25;6.98785144;1.16E-11
103;4.291666667;4.291666667;6.978896639;1.16E-11
104;4.333333333;4.333333333;6.969941838;1.15E-11
105;4.375;4.375;6.960987037;1.15E-11
106;4.416666667;4.416666667;6.952032236;1.15E-11
107;4.458333333;4.458333333;6.943077435;1.14E-11
108;4.5;4.5;6.934122633;1.14E-11
109;4.541666667;4.541666667;6.925167832;1.14E-11
110;4.583333333;4.583333333;6.916213031;1.13E-11
111;4.625;4.625;6.90725823;1.13E-11
112;4.666666667;4.666666667;6.898303429;1.13E-11
113;4.708333333;4.708333333;6.889348628;1.12E-11
114;4.75;4.75;6.880393827;1.12E-11
115;4.791666667;4.791666667;6.871439026;1.12E-11
116;4.833333333;4.833333333;6.862484225;1.11E-11
117;4.875;4.875;6.853529424;1.11E-11
118;4.916666667;4.916666667;6.844574623;1.11E-11
119;4.958333333;4.958333333;6.835619822;1.10E-11
120;5;5;6.826665021;1.10E-11
121;5.041666667;5.041666667;6.851911442;1.11E-11
122;5.083333333;5.083333333;6.877157862;1.12E-11
123;5.125;5.125;6.902404283;1.13E-11
124;5.166666667;5.166666667;6.927650703;1.14E-11
125;5.208333333;5.208333333;6.952897124;1.15E-11
126;5.25;5.25;6.978143544;1.16E-11
127;5.291666667;5.291666667;7.003389965;1.17E-11
128;5.333333333;5.333333333;7.028636385;1.18E-11
129;5.375;5.375;7.053882806;1.19E-11
130;5.416666667;5.416666667;7.079129226;1.20E-11
131;5.458333333;5.458333333;7.104375647;1.21E-11
132;5.5;5.5;7.129622068;1.22E-11
133;5.541666667;5.541666667;7.154868488;1.22E-11
134;5.583333333;5.583333333;7.180114909;1.23E-11
135;5.625;5.625;7.205361329;1.24E-11
136;5.666666667;5.666666667;7.23060775;1.25E-11
137;5.708333333;5.708333333;7.25585417;1.26E-11
138;5.75;5.75;7.281100591;1.27E-11
139;5.791666667;5.791666667;7.306347011;1.28E-11
140;5.833333333;5.833333333;7.331593432;1.29E-11
141;5.875;5.875;7.356839852;1.30E-11
142;5.916666667;5.916666667;7.382086273;1.31E-11
143;5.958333333;5.958333333;7.407332693;1.32E-11
144;6;6;7.432579114;1.33E-11
145;6.041666667;6.041666667;7.453243026;1.34E-11
146;6.083333333;6.083333333;7.473906938;1.35E-11
147;6.125;6.125;7.49457085;1.36E-11
148;6.166666667;6.166666667;7.515234762;1.36E-11
149;6.208333333;6.208333333;7.535898674;1.37E-11
150;6.25;6.25;7.556562586;1.38E-11
151;6.291666667;6.291666667;7.577226498;1.39E-11
152;6.333333333;6.333333333;7.59789041;1.40E-11
153;6.375;6.375;7.618554322;1.41E-11
154;6.416666667;6.416666667;7.639218234;1.41E-11
155;6.458333333;6.458333333;7.659882146;1.42E-11
156;6.5;6.5;7.680546059;1.43E-11
157;6.541666667;6.541666667;7.701209971;1.44E-11
158;6.583333333;6.583333333;7.721873883;1.45E-11
159;6.625;6.625;7.742537795;1.46E-11
160;6.666666667;6.666666667;7.763201707;1.46E-11
161;6.708333333;6.708333333;7.783865619;1.47E-11
162;6.75;6.75;7.804529531;1.48E-11
163;6.791666667;6.791666667;7.825193443;1.49E-11
164;6.833333333;6.833333333;7.845857355;1.50E-11
165;6.875;6.875;7.866521267;1.51E-11
166;6.916666667;6.916666667;7.887185179;1.51E-11
167;6.958333333;6.958333333;7.907849091;1.52E-11
168;7;7;7.928513003;1.53E-11
169;7.041666667;7.041666667;7.929203247;1.53E-11
170;7.083333333;7.083333333;7.929893492;1.53E-11
171;7.125;7.125;7.930583736;1.53E-11
172;7.166666667;7.166666667;7.931273981;1.53E-11
173;7.208333333;7.208333333;7.931964225;1.53E-11
174;7.25;7.25;7.93265447;1.53E-11
175;7.291666667;7.291666667;7.933344714;1.53E-11
176;7.333333333;7.333333333;7.934034958;1.53E-11
177;7.375;7.375;7.934725203;1.53E-11
178;7.416666667;7.416666667;7.935415447;1.53E-11
179;7.458333333;7.458333333;7.936105692;1.53E-11
180;7.5;7.5;7.936795936;1.53E-11
181;7.541666667;7.541666667;7.93748618;1.53E-11
182;7.583333333;7.583333333;7.938176425;1.53E-11
183;7.625;7.625;7.938866669;1.53E-11
184;7.666666667;7.666666667;7.939556914;1.53E-11
185;7.708333333;7.708333333;7.940247158;1.53E-11
186;7.75;7.75;7.940937402;1.53E-11
187;7.791666667;7.791666667;7.941627647;1.53E-11
188;7.833333333;7.833333333;7.942317891;1.53E-11
189;7.875;7.875;7.943008136;1.53E-11
190;7.916666667;7.916666667;7.94369838;1.53E-11
191;7.958333333;7.958333333;7.944388625;1.53E-11
192;8;8;7.945078869;1.53E-11
193;8.041666667;8.041666667;7.929614037;1.52E-11
194;8.083333333;8.083333333;7.914149205;1.52E-11
195;8.125;8.125;7.898684373;1.51E-11
196;8.166666667;8.166666667;7.883219541;1.51E-11
197;8.208333333;8.208333333;7.867754709;1.50E-11
198;8.25;8.25;7.852289877;1.50E-11
199;8.291666667;8.291666667;7.836825045;1.49E-11
200;8.333333333;8.333333333;7.821360213;1.48E-11
201;8.375;8.375;7.805895381;1.48E-11
202;8.416666667;8.416666667;7.790430549;1.47E-11
203;8.458333333;8.458333333;7.774965717;1.47E-11
204;8.5;8.5;7.759500885;1.46E-11
205;8.541666667;8.541666667;7.744036053;1.45E-11
206;8.583333333;8.583333333;7.728571221;1.45E-11
207;8.625;8.625;7.713106389;1.44E-11
208;8.666666667;8.666666667;7.697641557;1.44E-11
209;8.708333333;8.708333333;7.682176725;1.43E-11
210;8.75;8.75;7.666711893;1.43E-11
211;8.791666667;8.791666667;7.651247061;1.42E-11
212;8.833333333;8.833333333;7.635782229;1.41E-11
213;8.875;8.875;7.620317397;1.41E-11
214;8.916666667;8.916666667;7.604852565;1.40E-11
215;8.958333333;8.958333333;7.589387733;1.40E-11
216;9;9;7.573922901;1.39E-11
217;9.041666667;9.041666667;7.555612659;1.38E-11
218;9.083333333;9.083333333;7.537302418;1.38E-11
219;9.125;9.125;7.518992176;1.37E-11
220;9.166666667;9.166666667;7.500681934;1.36E-11
221;9.208333333;9.208333333;7.482371692;1.35E-11
222;9.25;9.25;7.464061451;1.35E-11
223;9.291666667;9.291666667;7.445751209;1.34E-11
224;9.333333333;9.333333333;7.427440967;1.33E-11
225;9.375;9.375;7.409130725;1.33E-11
226;9.416666667;9.416666667;7.390820484;1.32E-11
227;9.458333333;9.458333333;7.372510242;1.31E-11
228;9.5;9.5;7.3542;1.31E-11
229;9.541666667;9.541666667;7.335889758;1.30E-11
230;9.583333333;9.583333333;7.317579517;1.29E-11
231;9.625;9.625;7.299269275;1.28E-11
232;9.666666667;9.666666667;7.280959033;1.28E-11
233;9.708333333;9.708333333;7.262648791;1.27E-11
234;9.75;9.75;7.24433855;1.26E-11
235;9.791666667;9.791666667;7.226028308;1.26E-11
236;9.833333333;9.833333333;7.207718066;1.25E-11
237;9.875;9.875;7.189407824;1.24E-11
238;9.916666667;9.916666667;7.171097583;1.23E-11
239;9.958333333;9.958333333;7.152787341;1.23E-11
240;10;10;7.134477099;1.22E-11
241;10.04166667;10.04166667;7.158172318;1.23E-11
242;10.08333333;10.08333333;7.181867537;1.24E-11
243;10.125;10.125;7.205562756;1.25E-11
244;10.16666667;10.16666667;7.229257975;1.26E-11
245;10.20833333;10.20833333;7.252953195;1.27E-11
246;10.25;10.25;7.276648414;1.28E-11
247;10.29166667;10.29166667;7.300343633;1.28E-11
248;10.33333333;10.33333333;7.324038852;1.29E-11
249;10.375;10.375;7.347734071;1.30E-11
250;10.41666667;10.41666667;7.37142929;1.31E-11
251;10.45833333;10.45833333;7.395124509;1.32E-11
252;10.5;10.5;7.418819729;1.33E-11
253;10.54166667;10.54166667;7.442514948;1.34E-11
254;10.58333333;10.58333333;7.466210167;1.35E-11
255;10.625;10.625;7.489905386;1.36E-11
256;10.66666667;10.66666667;7.513600605;1.37E-11
257;10.70833333;10.70833333;7.537295824;1.38E-11
258;10.75;10.75;7.560991043;1.39E-11
259;10.79166667;10.79166667;7.584686262;1.39E-11
260;10.83333333;10.83333333;7.608381482;1.40E-11
261;10.875;10.875;7.632076701;1.41E-11
262;10.91666667;10.91666667;7.65577192;1.42E-11
263;10.95833333;10.95833333;7.679467139;1.43E-11
264;11;11;7.703162358;1.44E-11
265;11.04166667;11.04166667;7.752767674;1.46E-11
266;11.08333333;11.08333333;7.80237299;1.48E-11
267;11.125;11.125;7.851978306;1.50E-11
268;11.16666667;11.16666667;7.901583622;1.52E-11
269;11.20833333;11.20833333;7.951188937;1.54E-11
270;11.25;11.25;8.000794253;1.56E-11
271;11.29166667;11.29166667;8.050399569;1.57E-11
272;11.33333333;11.33333333;8.100004885;1.59E-11
273;11.375;11.375;8.149610201;1.61E-11
274;11.41666667;11.41666667;8.199215517;1.63E-11
275;11.45833333;11.45833333;8.248820833;1.65E-11
276;11.5;11.5;8.298426148;1.67E-11
277;11.54166667;11.54166667;8.348031464;1.69E-11
278;11.58333333;11.58333333;8.39763678;1.71E-11
279;11.625;11.625;8.447242096;1.73E-11
280;11.66666667;11.66666667;8.496847412;1.75E-11
281;11.70833333;11.70833333;8.546452728;1.77E-11
282;11.75;11.75;8.596058044;1.79E-11
283;11.79166667;11.79166667;8.64566336;1.80E-11
284;11.83333333;11.83333333;8.695268676;1.82E-11
285;11.875;11.875;8.744873991;1.84E-11
286;11.91666667;11.91666667;8.794479307;1.86E-11
287;11.95833333;11.95833333;8.844084623;1.88E-11
288;12;12;8.893689939;1.90E-11
289;12.04166667;12.04166667;8.859089148;1.89E-11
290;12.08333333;12.08333333;8.824488357;1.87E-11
291;12.125;12.125;8.789887566;1.86E-11
292;12.16666667;12.16666667;8.755286776;1.85E-11
293;12.20833333;12.20833333;8.720685985;1.83E-11
294;12.25;12.25;8.686085194;1.82E-11
295;12.29166667;12.29166667;8.651484403;1.81E-11
296;12.33333333;12.33333333;8.616883612;1.79E-11
297;12.375;12.375;8.582282821;1.78E-11
298;12.41666667;12.41666667;8.54768203;1.77E-11
299;12.45833333;12.45833333;8.513081239;1.75E-11
300;12.5;12.5;8.478480449;1.74E-11
301;12.54166667;12.54166667;8.443879658;1.73E-11
302;12.58333333;12.58333333;8.409278867;1.71E-11
303;12.625;12.625;8.374678076;1.70E-11
304;12.66666667;12.66666667;8.340077285;1.69E-11
305;12.70833333;12.70833333;8.305476494;1.67E-11
306;12.75;12.75;8.270875703;1.66E-11
307;12.79166667;12.79166667;8.236274912;1.65E-11
308;12.83333333;12.83333333;8.201674122;1.63E-11
309;12.875;12.875;8.167073331;1.62E-11
310;12.91666667;12.91666667;8.13247254;1.61E-11
311;12.95833333;12.95833333;8.097871749;1.59E-11
312;13;13;8.063270958;1.58E-11
313;13.04166667;13.04166667;8.12128046;1.60E-11
314;13.08333333;13.08333333;8.179289962;1.63E-11
315;13.125;13.125;8.237299463;1.65E-11
316;13.16666667;13.16666667;8.295308965;1.67E-11
317;13.20833333;13.20833333;8.353318467;1.69E-11
318;13.25;13.25;8.411327969;1.72E-11
319;13.29166667;13.29166667;8.46933747;1.74E-11
320;13.33333333;13.33333333;8.527346972;1.76E-11
321;13.375;13.375;8.585356474;1.78E-11
322;13.41666667;13.41666667;8.643365976;1.81E-11
323;13.45833333;13.45833333;8.701375477;1.83E-11
324;13.5;13.5;8.759384979;1.85E-11
325;13.54166667;13.54166667;8.817394481;1.87E-11
326;13.58333333;13.58333333;8.875403983;1.90E-11
327;13.625;13.625;8.933413484;1.92E-11
328;13.66666667;13.66666667;8.991422986;1.94E-11
329;13.70833333;13.70833333;9.049432488;1.96E-11
330;13.75;13.75;9.10744199;1.98E-11
331;13.79166667;13.79166667;9.165451491;2.01E-11
332;13.83333333;13.83333333;9.223460993;2.03E-11
333;13.875;13.875;9.281470495;2.05E-11
334;13.91666667;13.91666667;9.339479997;2.08E-11
335;13.95833333;13.95833333;9.397489498;2.10E-11
336;14;14;9.455499;2.12E-11
337;14.04166667;14.04166667;9.469611933;2.13E-11
338;14.08333333;14.08333333;9.483724866;2.13E-11
339;14.125;14.125;9.497837799;2.14E-11
340;14.16666667;14.16666667;9.511950732;2.14E-11
341;14.20833333;14.20833333;9.526063665;2.15E-11
342;14.25;14.25;9.540176598;2.15E-11
343;14.29166667;14.29166667;9.554289531;2.16E-11
344;14.33333333;14.33333333;9.568402464;2.16E-11
345;14.375;14.375;9.582515397;2.17E-11
346;14.41666667;14.41666667;9.59662833;2.17E-11
347;14.45833333;14.45833333;9.610741263;2.18E-11
348;14.5;14.5;9.624854197;2.19E-11
349;14.54166667;14.54166667;9.63896713;2.19E-11
350;14.58333333;14.58333333;9.653080063;2.20E-11
351;14.625;14.625;9.667192996;2.20E-11
352;14.66666667;14.66666667;9.681305929;2.21E-11
353;14.70833333;14.70833333;9.695418862;2.21E-11
354;14.75;14.75;9.709531795;2.22E-11
355;14.79166667;14.79166667;9.723644728;2.22E-11
356;14.83333333;14.83333333;9.737757661;2.23E-11
357;14.875;14.875;9.751870594;2.23E-11
358;14.91666667;14.91666667;9.765983527;2.24E-11
359;14.95833333;14.95833333;9.78009646;2.24E-11
360;15;15;9.794209393;2.25E-11
361;15.04166667;15.04166667;9.795691977;2.25E-11
362;15.08333333;15.08333333;9.797174562;2.25E-11
363;15.125;15.125;9.798657146;2.25E-11
364;15.16666667;15.16666667;9.80013973;2.25E-11
365;15.20833333;15.20833333;9.801622315;2.25E-11
366;15.25;15.25;9.803104899;2.26E-11
367;15.29166667;15.29166667;9.804587483;2.26E-11
368;15.33333333;15.33333333;9.806070068;2.26E-11
369;15.375;15.375;9.807552652;2.26E-11
370;15.41666667;15.41666667;9.809035236;2.26E-11
371;15.45833333;15.45833333;9.810517821;2.26E-11
372;15.5;15.5;9.812000405;2.26E-11
373;15.54166667;15.54166667;9.813482989;2.26E-11
374;15.58333333;15.58333333;9.814965574;2.26E-11
375;15.625;15.625;9.816448158;2.26E-11
376;15.66666667;15.66666667;9.817930742;2.26E-11
377;15.70833333;15.70833333;9.819413327;2.26E-11
378;15.75;15.75;9.820895911;2.27E-11
379;15.79166667;15.79166667;9.822378495;2.27E-11
380;15.83333333;15.83333333;9.82386108;2.27E-11
381;15.875;15.875;9.825343664;2.27E-11
382;15.91666667;15.91666667;9.826826248;2.27E-11
383;15.95833333;15.95833333;9.828308833;2.27E-11
384;16;16;9.829791417;2.27E-11
385;16.04166667;16.04166667;9.835746273;2.27E-11
386;16.08333333;16.08333333;9.841701129;2.27E-11
387;16.125;16.125;9.847655985;2.28E-11
388;16.16666667;16.16666667;9.85361084;2.28E-11
389;16.20833333;16.20833333;9.859565696;2.28E-11
390;16.25;16.25;9.865520552;2.28E-11
391;16.29166667;16.29166667;9.871475408;2.28E-11
392;16.33333333;16.33333333;9.877430264;2.29E-11
393;16.375;16.375;9.88338512;2.29E-11
394;16.41666667;16.41666667;9.889339975;2.29E-11
395;16.45833333;16.45833333;9.895294831;2.29E-11
396;16.5;16.5;9.901249687;2.30E-11
397;16.54166667;16.54166667;9.907204543;2.30E-11
398;16.58333333;16.58333333;9.913159399;2.30E-11
399;16.625;16.625;9.919114255;2.30E-11
400;16.66666667;16.66666667;9.92506911;2.30E-11
401;16.70833333;16.70833333;9.931023966;2.31E-11
402;16.75;16.75;9.936978822;2.31E-11
403;16.79166667;16.79166667;9.942933678;2.31E-11
404;16.83333333;16.83333333;9.948888534;2.31E-11
405;16.875;16.875;9.95484339;2.31E-11
406;16.91666667;16.91666667;9.960798245;2.32E-11
407;16.95833333;16.95833333;9.966753101;2.32E-11
408;17;17;9.972707957;2.32E-11
409;17.04166667;17.04166667;9.948350783;2.31E-11
410;17.08333333;17.08333333;9.923993609;2.30E-11
411;17.125;17.125;9.899636435;2.29E-11
412;17.16666667;17.16666667;9.875279261;2.28E-11
413;17.20833333;17.20833333;9.850922087;2.27E-11
414;17.25;17.25;9.826564913;2.27E-11
415;17.29166667;17.29166667;9.802207739;2.26E-11
416;17.33333333;17.33333333;9.777850565;2.25E-11
417;17.375;17.375;9.753493391;2.24E-11
418;17.41666667;17.41666667;9.729136217;2.23E-11
419;17.45833333;17.45833333;9.704779043;2.22E-11
420;17.5;17.5;9.680421869;2.21E-11
421;17.54166667;17.54166667;9.656064694;2.20E-11
422;17.58333333;17.58333333;9.63170752;2.19E-11
423;17.625;17.625;9.607350346;2.18E-11
424;17.66666667;17.66666667;9.582993172;2.17E-11
425;17.70833333;17.70833333;9.558635998;2.16E-11
426;17.75;17.75;9.534278824;2.16E-11
427;17.79166667;17.79166667;9.50992165;2.15E-11
428;17.83333333;17.83333333;9.485564476;2.14E-11
429;17.875;17.875;9.461207302;2.13E-11
430;17.91666667;17.91666667;9.436850128;2.12E-11
431;17.95833333;17.95833333;9.412492954;2.11E-11
432;18;18;9.38813578;2.10E-11
433;18.04166667;18.04166667;9.374330519;2.09E-11
434;18.08333333;18.08333333;9.360525259;2.09E-11
435;18.125;18.125;9.346719998;2.08E-11
436;18.16666667;18.16666667;9.332914738;2.08E-11
437;18.20833333;18.20833333;9.319109477;2.07E-11
438;18.25;18.25;9.305304217;2.07E-11
439;18.29166667;18.29166667;9.291498956;2.06E-11
440;18.33333333;18.33333333;9.277693696;2.06E-11
441;18.375;18.375;9.263888435;2.05E-11
442;18.41666667;18.41666667;9.250083175;2.05E-11
443;18.45833333;18.45833333;9.236277914;2.04E-11
444;18.5;18.5;9.222472654;2.04E-11
445;18.54166667;18.54166667;9.208667393;2.03E-11
446;18.58333333;18.58333333;9.194862132;2.02E-11
447;18.625;18.625;9.181056872;2.02E-11
448;18.66666667;18.66666667;9.167251611;2.01E-11
449;18.70833333;18.70833333;9.153446351;2.01E-11
450;18.75;18.75;9.13964109;2.00E-11
451;18.79166667;18.79166667;9.12583583;2.00E-11
452;18.83333333;18.83333333;9.112030569;1.99E-11
453;18.875;18.875;9.098225309;1.99E-11
454;18.91666667;18.91666667;9.084420048;1.98E-11
455;18.95833333;18.95833333;9.070614788;1.98E-11
456;19;19;9.056809527;1.97E-11
457;19.04166667;19.04166667;9.036499765;1.96E-11
458;19.08333333;19.08333333;9.016190002;1.95E-11
459;19.125;19.125;8.99588024;1.95E-11
460;19.16666667;19.16666667;8.975570478;1.94E-11
461;19.20833333;19.20833333;8.955260715;1.93E-11
462;19.25;19.25;8.934950953;1.92E-11
463;19.29166667;19.29166667;8.91464119;1.91E-11
464;19.33333333;19.33333333;8.894331428;1.91E-11
465;19.375;19.375;8.874021666;1.90E-11
466;19.41666667;19.41666667;8.853711903;1.89E-11
467;19.45833333;19.45833333;8.833402141;1.88E-11
468;19.5;19.5;8.813092379;1.88E-11
469;19.54166667;19.54166667;8.792782616;1.87E-11
470;19.58333333;19.58333333;8.772472854;1.86E-11
471;19.625;19.625;8.752163091;1.85E-11
472;19.66666667;19.66666667;8.731853329;1.84E-11
473;19.70833333;19.70833333;8.711543567;1.84E-11
474;19.75;19.75;8.691233804;1.83E-11
475;19.79166667;19.79166667;8.670924042;1.82E-11
476;19.83333333;19.83333333;8.65061428;1.81E-11
477;19.875;19.875;8.630304517;1.80E-11
478;19.91666667;19.91666667;8.609994755;1.80E-11
479;19.95833333;19.95833333;8.589684992;1.79E-11
480;20;20;8.56937523;1.78E-11
481;20.04166667;20.04166667;8.540893713;1.77E-11
482;20.08333333;20.08333333;8.512412195;1.76E-11
483;20.125;20.125;8.483930678;1.75E-11
484;20.16666667;20.16666667;8.455449161;1.74E-11
485;20.20833333;20.20833333;8.426967643;1.72E-11
486;20.25;20.25;8.398486126;1.71E-11
487;20.29166667;20.29166667;8.370004608;1.70E-11
488;20.33333333;20.33333333;8.341523091;1.69E-11
489;20.375;20.375;8.313041574;1.68E-11
490;20.41666667;20.41666667;8.284560056;1.67E-11
491;20.45833333;20.45833333;8.256078539;1.66E-11
492;20.5;20.5;8.227597022;1.65E-11
493;20.54166667;20.54166667;8.199115504;1.63E-11
494;20.58333333;20.58333333;8.170633987;1.62E-11
495;20.625;20.625;8.142152469;1.61E-11
496;20.66666667;20.66666667;8.113670952;1.60E-11
497;20.70833333;20.70833333;8.085189435;1.59E-11
498;20.75;20.75;8.056707917;1.58E-11
499;20.79166667;20.79166667;8.0282264;1.57E-11
500;20.83333333;20.83333333;7.999744883;1.56E-11
501;20.875;20.875;7.971263365;1.54E-11
502;20.91666667;20.91666667;7.942781848;1.53E-11
503;20.95833333;20.95833333;7.91430033;1.52E-11
504;21;21;7.885818813;1.51E-11
505;21.04166667;21.04166667;7.859654908;1.50E-11
506;21.08333333;21.08333333;7.833491003;1.49E-11
507;21.125;21.125;7.807327098;1.48E-11
508;21.16666667;21.16666667;7.781163193;1.47E-11
509;21.20833333;21.20833333;7.754999288;1.46E-11
510;21.25;21.25;7.728835384;1.45E-11
511;21.29166667;21.29166667;7.702671479;1.44E-11
512;21.33333333;21.33333333;7.676507574;1.43E-11
513;21.375;21.375;7.650343669;1.42E-11
514;21.41666667;21.41666667;7.624179764;1.41E-11
515;21.45833333;21.45833333;7.598015859;1.40E-11
516;21.5;21.5;7.571851954;1.39E-11
517;21.54166667;21.54166667;7.545688049;1.38E-11
518;21.58333333;21.58333333;7.519524144;1.37E-11
519;21.625;21.625;7.493360239;1.36E-11
520;21.66666667;21.66666667;7.467196334;1.35E-11
521;21.70833333;21.70833333;7.441032429;1.34E-11
522;21.75;21.75;7.414868525;1.33E-11
523;21.79166667;21.79166667;7.38870462;1.32E-11
524;21.83333333;21.83333333;7.362540715;1.31E-11
525;21.875;21.875;7.33637681;1.30E-11
526;21.91666667;21.91666667;7.310212905;1.29E-11
527;21.95833333;21.95833333;7.284049;1.28E-11
528;22;22;7.257885095;1.27E-11
529;22.04166667;22.04166667;7.246286996;1.27E-11
530;22.08333333;22.08333333;7.234688896;1.26E-11
531;22.125;22.125;7.223090797;1.26E-11
532;22.16666667;22.16666667;7.211492697;1.25E-11
533;22.20833333;22.20833333;7.199894598;1.25E-11
534;22.25;22.25;7.188296498;1.24E-11
535;22.29166667;22.29166667;7.176698399;1.24E-11
536;22.33333333;22.33333333;7.165100299;1.23E-11
537;22.375;22.375;7.1535022;1.23E-11
538;22.41666667;22.41666667;7.1419041;1.22E-11
539;22.45833333;22.45833333;7.130306001;1.22E-11
540;22.5;22.5;7.118707901;1.22E-11
541;22.54166667;22.54166667;7.107109802;1.21E-11
542;22.58333333;22.58333333;7.095511702;1.21E-11
543;22.625;22.625;7.083913603;1.20E-11
544;22.66666667;22.66666667;7.072315503;1.20E-11
545;22.70833333;22.70833333;7.060717404;1.19E-11
546;22.75;22.75;7.049119304;1.19E-11
547;22.79166667;22.79166667;7.037521205;1.18E-11
