t;soil_temperature;AA_input_rate_phloem;sucrose_input_rate;cytokinins_root_shoot_xylem;C_mineralN_soil
999;3.055;2.10E-11;3.06E-08;0;0.419721117
1000;3.379;2.01E-11;2.92E-08;0;0.41970408
1001;4.026;1.97E-11;2.85E-08;0.00006014;0.419687476
1002;4.457;1.98E-11;2.88E-08;0.00076643;0.419671559
1003;5.321;2.13E-11;3.09E-08;0.00224181;0.419655819
1004;5.968;2.35E-11;3.41E-08;0.00382219;0.419640169
1005;6.184;2.52E-11;3.66E-08;0.00343297;0.419624369
1006;6.831;2.69E-11;3.91E-08;0.00310132;0.419607786
1007;7.047;2.73E-11;3.99E-08;0.00205296;0.419591051
1008;7.262;2.63E-11;3.84E-08;0.0005737;0.419574103
1009;7.802;2.49E-11;3.59E-08;0.00007653;0.419556778
1010;8.018;2.31E-11;3.27E-08;0;0.419539594
1011;8.126;2.13E-11;2.96E-08;0;0.419522783
1012;8.126;1.95E-11;2.66E-08;0;0.419506442
1013;8.557;1.82E-11;2.42E-08;0;0.41949018
1014;8.773;1.69E-11;2.19E-08;0;0.419474199
1015;8.773;1.56E-11;1.98E-08;0;0.419458628
1016;8.773;1.45E-11;1.79E-08;0;0.419443453
1017;8.557;1.34E-11;1.61E-08;0;0.419428914
1018;9.097;1.26E-11;1.48E-08;0;0.419414113
1019;9.528;1.19E-11;1.36E-08;0;0.419399286
1020;9.312;1.10E-11;1.22E-08;0;0.419385062
1021;9.528;1.04E-11;1.12E-08;0;0.419371033
1022;8.665;9.54E-12;1.00E-08;0;0.419358082
1023;9.097;9.04E-12;9.23E-09;0;0.419344956
1024;8.449;8.33E-12;8.29E-09;0;0.419332686
1025;6.831;7.55E-12;7.40E-09;0.00010605;0.419322066
1026;8.665;8.33E-12;8.04E-09;0.00211688;0.419309925
1027;9.744;1.11E-11;1.03E-08;0.00804684;0.419296795
1028;10.283;1.44E-11;1.33E-08;0.00749429;0.419282788
1029;10.715;1.88E-11;1.71E-08;0.00870191;0.4192676
1030;10.931;2.43E-11;2.14E-08;0.0107498;0.419251153
1031;10.499;2.62E-11;2.29E-08;0.00423932;0.419234329
1032;10.068;2.66E-11;2.31E-08;0.00276269;0.419217289
1033;9.636;2.53E-11;2.17E-08;0.0006721;0.419200431
1034;8.989;2.32E-11;1.97E-08;0.00023982;0.419184223
1035;8.881;2.15E-11;1.80E-08;0.00014352;0.419168222
1036;8.126;1.95E-11;1.62E-08;0.00009142;0.41915322
1037;8.773;1.84E-11;1.51E-08;0.00004762;0.419137761
1038;8.018;1.67E-11;1.36E-08;0.00004572;0.419123389
1039;8.557;1.57E-11;1.27E-08;0.00004733;0.419108722
1040;8.233;1.44E-11;1.16E-08;0.00023314;0.41909469
1041;7.91;1.32E-11;1.05E-08;0.00027457;0.419081248
1042;7.802;1.22E-11;9.67E-09;0.00035721;0.419068133
1043;7.478;1.13E-11;8.87E-09;0.00035056;0.419055541
1044;7.478;1.05E-11;8.21E-09;0.00030118;0.419043175
1045;7.478;9.85E-12;7.61E-09;0.00030184;0.419030963
1046;7.047;9.10E-12;6.98E-09;0.00019639;0.419019325
1047;7.047;8.51E-12;6.49E-09;0.00009839;0.419007865
1048;7.155;7.99E-12;6.04E-09;0.00009924;0.418996438
1049;6.939;7.73E-12;5.64E-09;0.00013793;0.418985402
1050;7.37;7.72E-12;5.66E-09;0.00072565;0.418974131
1051;7.586;8.30E-12;6.21E-09;0.00248155;0.418962775
1052;8.126;9.31E-12;7.23E-09;0.00305732;0.418950925
1053;8.665;1.02E-11;8.24E-09;0.0021097;0.418938497
1054;9.204;1.20E-11;9.98E-09;0.00536464;0.418925383
1055;9.312;1.35E-11;1.17E-08;0.00422527;0.418911774
1056;9.312;1.38E-11;1.23E-08;0.00100753;0.418897823
1057;9.528;1.34E-11;1.21E-08;0.00029254;0.418883397
1058;9.744;1.27E-11;1.15E-08;0.00005942;0.418868654
1059;9.96;1.20E-11;1.08E-08;0.00006036;0.418853709
1060;9.96;1.11E-11;9.99E-09;0.00006052;0.418838939
1061;8.989;1.01E-11;9.03E-09;0.00005732;0.418825379
1062;8.989;9.41E-12;8.38E-09;0;0.418811961
1063;8.881;8.76E-12;7.77E-09;0;0.418798819
1064;8.557;8.22E-12;7.26E-09;0;0.418786156
1065;8.665;7.82E-12;6.87E-09;0.00005648;0.418773538
1066;8.126;7.32E-12;6.39E-09;0.0000556;0.418761594
1067;7.802;6.89E-12;5.99E-09;0.00010948;0.41875001
1068;7.694;6.53E-12;5.64E-09;0.00010896;0.418738644
1069;7.262;6.11E-12;5.26E-09;0.00010626;0.41872775
1070;6.399;5.68E-12;4.86E-09;0.00010083;0.418717626
1071;5.644;5.29E-12;4.52E-09;0.00009626;0.418708131
1072;4.889;4.95E-12;4.22E-09;0.00004592;0.418699211
1073;5.213;4.92E-12;4.16E-09;0.00023019;0.418690076
1074;5.968;5.46E-12;4.71E-09;0.00250445;0.418680383
1075;7.155;7.20E-12;6.15E-09;0.00794058;0.418669678
1076;7.694;9.42E-12;8.10E-09;0.00784549;0.418658303
1077;8.449;1.26E-11;1.06E-08;0.01003407;0.418645813
1078;8.665;1.57E-11;1.31E-08;0.00873811;0.418632496
1079;9.204;2.01E-11;1.61E-08;0.01224794;0.418617752
1080;9.312;2.37E-11;1.85E-08;0.00915185;0.41860195
1081;8.341;2.48E-11;1.92E-08;0.00480881;0.418586551
1082;7.155;2.35E-11;1.82E-08;0.00092033;0.418571862
1083;6.723;2.23E-11;1.72E-08;0.0007925;0.418557191
1084;5.968;2.08E-11;1.60E-08;0.00055557;0.418543162
1085;5.536;1.95E-11;1.50E-08;0.00049261;0.418529469
1086;5.752;1.86E-11;1.43E-08;0.00055067;0.418515546
1087;5.968;1.77E-11;1.37E-08;0.00050874;0.418501464
1088;6.615;1.70E-11;1.32E-08;0.00069211;0.418486926
1089;6.723;1.61E-11;1.26E-08;0.00069868;0.418472569
1090;6.292;1.50E-11;1.17E-08;0.00059833;0.418458865
1091;6.399;1.42E-11;1.12E-08;0.00049424;0.418445237
1092;6.831;1.36E-11;1.07E-08;0.00056584;0.418431404
1093;6.939;1.28E-11;1.02E-08;0.00045689;0.418417695
1094;6.939;1.21E-11;9.64E-09;0.00034348;0.418404241
1095;5.536;1.10E-11;8.81E-09;0.00031492;0.418392298
1096;4.673;1.01E-11;8.18E-09;0.00044778;0.4183811
1097;4.35;9.51E-12;7.72E-09;0.00073167;0.418370104
1098;3.594;9.81E-12;7.36E-09;0.00097322;0.41835975
1099;2.408;9.65E-12;7.33E-09;0.00128509;0.418350185
1100;3.163;1.05E-11;8.11E-09;0.00285177;0.418339854
1101;3.271;1.15E-11;9.16E-09;0.00394277;0.418329261
1102;3.594;1.27E-11;1.04E-08;0.00370721;0.418318121
1103;3.379;1.36E-11;1.14E-08;0.00337364;0.418306892
1104;3.271;1.42E-11;1.21E-08;0.0025294;0.418295478
1105;2.839;1.40E-11;1.21E-08;0.00107478;0.418284164
1106;2.408;1.34E-11;1.16E-08;0.00047677;0.418272878
1107;2.731;1.28E-11;1.12E-08;0.00044326;0.418260601
1108;2.731;1.21E-11;1.07E-08;0.00039927;0.418247762
1109;2.623;1.14E-11;1.01E-08;0.00057303;0.41823459
1110;2.084;1.06E-11;9.44E-09;0.00046805;0.418221566
1111;1.652;9.88E-12;8.86E-09;0.00037224;0.418208636
1112;1.329;9.25E-12;8.36E-09;0.00040487;0.418195696
1113;1.437;8.77E-12;7.98E-09;0.00036722;0.418182313
1114;1.329;8.28E-12;7.58E-09;0.00032193;0.418168787
1115;1.437;7.86E-12;7.25E-09;0.00028389;0.418154936
1116;1.652;7.50E-12;6.97E-09;0.00032936;0.418140688
1117;1.76;7.15E-12;6.69E-09;0.00037346;0.418126194
1118;1.76;6.81E-12;6.41E-09;0.0003737;0.418111623
1119;1.76;6.49E-12;6.15E-09;0.00029085;0.418096998
1120;1.976;6.23E-12;5.95E-09;0.00029529;0.418082078
1121;2.192;6.00E-12;5.77E-09;0.00029982;0.418066941
1122;2.623;6.55E-12;5.96E-09;0.00129492;0.418051366
1123;2.731;7.01E-12;6.43E-09;0.00222332;0.41803575
1124;3.055;7.75E-12;7.20E-09;0.00297408;0.418019782
1125;2.623;8.21E-12;7.75E-09;0.00211777;0.418004363
1126;2.408;8.72E-12;8.38E-09;0.00218935;0.417989115
1127;2.192;9.11E-12;8.90E-09;0.0018738;0.417974028
1128;1.868;9.15E-12;9.04E-09;0.0011571;0.417959141
1129;1.329;8.88E-12;8.84E-09;0.00060424;0.417944657
1130;1.221;8.53E-12;8.57E-09;0.00040442;0.417930049
1131;1.113;8.15E-12;8.25E-09;0.00044185;0.417915338
1132;1.113;7.80E-12;7.93E-09;0.00044202;0.41790039
1133;0.897;7.39E-12;7.56E-09;0.00035658;0.417885542
1134;0.681;6.99E-12;7.20E-09;0.00031247;0.41787075
1135;0.358;6.57E-12;6.81E-09;0.00026753;0.417856138
1136;0.30606061;6.22E-12;6.50E-09;0.00022271;0.417841372
1137;0.24545454;5.88E-12;6.19E-09;0.0002211;0.417826467
1138;0.19393939;5.56E-12;5.90E-09;0.00021262;0.417811466
1139;0.13939394;5.26E-12;5.62E-09;0.00024807;0.417796363
1140;0.08484849;4.97E-12;5.36E-09;0.00028147;0.417781165
1141;0.02121212;4.70E-12;5.10E-09;0.00031435;0.41776589
1142;-0.05151515;4.45E-12;4.86E-09;0.00042219;0.41775056
1143;-0.12727273;4.21E-12;4.63E-09;0.00041913;0.417735199
1144;-0.19393939;3.99E-12;4.42E-09;0.00041609;0.417719812
1145;-0.26060606;3.78E-12;4.22E-09;0.00041609;0.417704415
1146;-0.33636364;3.91E-12;4.11E-09;0.00072577;0.417689039
1147;-0.41818182;3.92E-12;4.11E-09;0.00093417;0.41767368
1148;-0.51515152;4.03E-12;4.25E-09;0.00125633;0.417658352
1149;-0.61818182;4.22E-12;4.48E-09;0.00129354;0.417643054
1150;-0.73333333;4.34E-12;4.66E-09;0.00085885;0.417627797
1151;-0.83636364;4.56E-12;4.96E-09;0.00138385;0.417612561
1152;-0.93333333;4.67E-12;5.11E-09;0.00103628;0.417597328
1153;-1.02727273;4.64E-12;5.11E-09;0.00064142;0.417582098
1154;-1.10909091;4.50E-12;4.98E-09;0.00051255;0.417566867
1155;-1.17575758;4.33E-12;4.82E-09;0.00057664;0.417551617
1156;-1.23636364;4.16E-12;4.65E-09;0.00047143;0.417536363
1157;-1.29393939;3.98E-12;4.47E-09;0.00040113;0.417521104
1158;-1.35151515;3.80E-12;4.29E-09;0.00036771;0.417505851
1159;-1.4030303;3.63E-12;4.11E-09;0.00033428;0.417490607
1160;-1.44545455;3.46E-12;3.94E-09;0.00029866;0.417475371
1161;-1.48181818;3.30E-12;3.78E-09;0.00030086;0.417460146
1162;-1.5;3.15E-12;3.62E-09;0.00023717;0.41744491
1163;-1.50909091;3.00E-12;3.47E-09;0.00020899;0.417429662
1164;-1.50909091;2.86E-12;3.33E-09;0.00017914;0.417414399
1165;-1.5;2.73E-12;3.19E-09;0.00017914;0.417399117
1166;-1.48484849;2.60E-12;3.06E-09;0.00017914;0.417383812
1167;-1.46363636;2.48E-12;2.94E-09;0.00018041;0.417368481
1168;-1.44545455;2.36E-12;2.82E-09;0.00017914;0.417353136
1169;-1.43030303;2.26E-12;2.71E-09;0.0001514;0.417337788
1170;-1.41818182;2.44E-12;2.77E-09;0.00081677;0.417322432
1171;-1.40606061;2.81E-12;3.16E-09;0.00247163;0.417307035
1172;0.142;3.52E-12;3.94E-09;0.00312541;0.417289315
1173;0.25;4.24E-12;4.74E-09;0.00294825;0.417271379
1174;0.358;4.79E-12;5.40E-09;0.00176417;0.417253246
1175;0.358;5.28E-12;6.01E-09;0.00160144;0.417235065
1176;0.142;5.44E-12;6.26E-09;0.00075211;0.417217154
1177;-1.32424242;5.22E-12;6.04E-09;0.0003608;0.417201341
1178;-1.32121212;5.06E-12;5.89E-09;0.00018965;0.417185431
1179;-1.32424242;4.87E-12;5.69E-09;0.00018965;0.417169446
1180;-1.35151515;4.65E-12;5.46E-09;0.00021972;0.417153431
1181;-1.35454546;4.43E-12;5.22E-09;0.00021972;0.41713736
1182;-1.35757576;4.21E-12;4.99E-09;0.00028054;0.417121241
1183;-1.35151515;4.00E-12;4.76E-09;0.00027858;0.417105078
1184;-1.34242424;3.80E-12;4.54E-09;0.00024762;0.417088873
1185;-1.33333333;3.60E-12;4.32E-09;0.00027663;0.417072636
1186;-1.31515151;3.41E-12;4.12E-09;0.000287;0.417056365
1187;-1.29090909;3.24E-12;3.93E-09;0.0001806;0.417040059
1188;-1.25757576;3.07E-12;3.74E-09;0.00018997;0.417023714
1189;-1.20606061;2.91E-12;3.57E-09;0.00022004;0.417007314
1190;-1.15151515;2.76E-12;3.41E-09;0.00015945;0.416990861
1191;-1.09090909;2.62E-12;3.26E-09;0.00016059;0.416974352
1192;-1.01818182;2.48E-12;3.11E-09;0.00012848;0.416957779
1193;-0.93333333;2.36E-12;2.98E-09;0.00013033;0.416941134
1194;-0.85454546;2.41E-12;2.94E-09;0.00032263;0.416924419
1195;0.142;2.61E-12;3.22E-09;0.00073839;0.41690624
1196;0.897;3.18E-12;3.94E-09;0.00177016;0.41688704
1197;1.005;3.90E-12;4.86E-09;0.00222754;0.416867862
1198;1.221;4.41E-12;5.60E-09;0.0007208;0.416848565
1199;1.652;4.95E-12;6.39E-09;0.0007385;0.41682888
1200;2.192;5.54E-12;7.28E-09;0.00069128;0.416808714
1201;1.868;5.65E-12;7.54E-09;0.0000871;0.416789476
1202;1.868;5.66E-12;7.64E-09;0;0.416770579
1203;1.437;5.49E-12;7.48E-09;0;0.416752597
1204;0.789;5.19E-12;7.14E-09;0;0.416735672
1205;1.113;5.06E-12;7.03E-09;0;0.416718396
1206;1.652;5.03E-12;7.04E-09;0;0.416700564
1207;1.868;4.97E-12;7.01E-09;0;0.416682717
1208;2.192;4.96E-12;7.05E-09;0;0.41666475
1209;1.868;4.82E-12;6.90E-09;0;0.416647598
1210;1.437;4.61E-12;6.67E-09;0;0.416631271
1211;0.789;4.33E-12;6.31E-09;0;0.416615895
1212;1.005;4.18E-12;6.15E-09;0;0.41660033
1213;1.545;4.13E-12;6.13E-09;0;0.416584242
1214;1.113;3.94E-12;5.90E-09;0;0.416568887
1215;0.142;3.62E-12;5.46E-09;0;0.416554741
1216;1.005;3.57E-12;5.44E-09;0.00015756;0.416539594
1217;0.789;3.52E-12;5.38E-09;0.00048187;0.416524812
1218;1.113;4.23E-12;6.18E-09;0.00432101;0.416509657
1219;2.408;6.39E-12;8.24E-09;0.01014699;0.416492791
1220;4.134;1.08E-11;1.18E-08;0.01508816;0.41647342
1221;5.428;1.79E-11;1.64E-08;0.01865635;0.416451997
1222;5.428;2.55E-11;2.07E-08;0.01668989;0.416430422
1223;5.536;3.14E-11;2.41E-08;0.00993712;0.416408636
1224;5.86;3.63E-11;2.69E-08;0.00849954;0.416386031
1225;4.35;3.53E-11;2.60E-08;0.00187326;0.416365739
1226;4.026;3.36E-11;2.46E-08;0.00058884;0.416345581
1227;3.486;3.12E-11;2.29E-08;0.00037998;0.416325958
1228;3.702;2.96E-11;2.17E-08;0.00043438;0.416305802
1229;3.486;2.75E-11;2.03E-08;0.00028619;0.416285823
1230;3.594;2.59E-11;1.93E-08;0.00019257;0.416265624
1231;3.379;2.41E-11;1.81E-08;0.00014229;0.416245792
1232;3.271;2.25E-11;1.71E-08;0.0000944;0.416226162
1233;2.839;2.09E-11;1.60E-08;0.00009196;0.416207233
1234;2.516;1.94E-11;1.50E-08;0.00003859;0.416188755
1235;1.329;1.74E-11;1.36E-08;0.00003587;0.416171856
1236;0.897;1.60E-11;1.26E-08;0;0.416155305
1237;0.897;1.49E-11;1.19E-08;0;0.416138535
1238;0.142;1.35E-11;1.09E-08;0.00003332;0.416122533
1239;1.56666667;1.32E-11;1.07E-08;0.00003244;0.416104412
1240;1.68787879;1.25E-11;1.03E-08;0;0.416086179
1241;1.81212121;1.23E-11;1.01E-08;0.00029;0.416067896
1242;0.789;1.27E-11;1.04E-08;0.00453974;0.416050997
1243;1.868;1.61E-11;1.28E-08;0.01189845;0.416032222
1244;3.271;2.20E-11;1.67E-08;0.01483846;0.41601083
1245;4.457;3.18E-11;2.23E-08;0.02239899;0.415986937
1246;5.213;4.24E-11;2.78E-08;0.02006529;0.415960789
1247;5.428;5.27E-11;3.28E-08;0.019858;0.415933356
1248;4.565;5.43E-11;3.36E-08;0.0060215;0.415907198
1249;3.594;5.13E-11;3.18E-08;0.00174175;0.415882261
1250;2.731;4.67E-11;2.91E-08;0.00032178;0.415858296
1251;1.329;4.13E-11;2.59E-08;0.00025828;0.415836209
1252;1.005;3.74E-11;2.36E-08;0.00025328;0.415813883
1253;0.789;3.40E-11;2.16E-08;0.0002143;0.415791292
1254;0.358;3.05E-11;1.95E-08;0.00017381;0.415768902
1255;0.46969697;2.79E-11;1.80E-08;0.00013345;0.415745782
1256;0.33636364;2.54E-11;1.65E-08;0.00010012;0.415722497
1257;0.23333333;2.31E-11;1.52E-08;0.00009603;0.415699045
1258;0.15454545;2.10E-11;1.40E-08;0.00005765;0.415675469
1259;0.11212121;1.91E-11;1.29E-08;0.00005766;0.415651676
1260;0.07878788;1.74E-11;1.19E-08;0.00005806;0.415627759
1261;0.08787879;1.59E-11;1.10E-08;0.00008891;0.415603649
1262;0.12121212;1.46E-11;1.02E-08;0.00014322;0.415579343
1263;0.16060606;1.35E-11;9.51E-09;0.00017308;0.41555488
1264;0.23030303;1.24E-11;8.89E-09;0.00021328;0.415530254
1265;0.466;1.17E-11;8.44E-09;0.0003515;0.415505177
1266;1.329;1.21E-11;8.77E-09;0.00127185;0.415478443
1267;1.329;1.28E-11;9.34E-09;0.00238271;0.415451969
1268;1.652;1.41E-11;1.05E-08;0.00339334;0.415425011
1269;2.084;1.60E-11;1.20E-08;0.00416129;0.415397336
1270;2.3;1.77E-11;1.35E-08;0.00310764;0.415369479
1271;1.903;1.82E-11;1.41E-08;0.00191023;0.415342776
1272;2.092;1.86E-11;1.46E-08;0.00138481;0.415315893
1273;1.431;1.75E-11;1.40E-08;0.00021442;0.415290605
1274;1.431;1.67E-11;1.34E-08;0.00014314;0.415265448
1275;2.28;1.65E-11;1.34E-08;0.00022808;0.415238758
1276;0.702;1.47E-11;1.21E-08;0.00026466;0.41521545
1277;0.705;1.37E-11;1.14E-08;0.0001418;0.41519211
1278;0.703;1.28E-11;1.08E-08;0.00018248;0.415168778
1279;0.705;1.20E-11;1.02E-08;0.00014797;0.415145477
1280;0.708;1.12E-11;9.65E-09;0.00018509;0.41512223
1281;0.717;1.05E-11;9.16E-09;0.0001876;0.415099049
1282;0.726;9.90E-12;8.71E-09;0.00014088;0.415075955
1283;0.737;9.33E-12;8.29E-09;0.00009314;0.415052966
1284;0.759;8.81E-12;7.93E-09;0.00009256;0.415030078
1285;0.807;8.37E-12;7.62E-09;0.00009135;0.415007267
1286;0.864;7.98E-12;7.36E-09;0.00009465;0.414984536
1287;0.963;7.65E-12;7.14E-09;0.00009805;0.414961836
1288;1.136;7.42E-12;7.00E-09;0.00009882;0.414939068
1289;1.333;7.25E-12;6.93E-09;0.00004913;0.414916239
1290;1.506;7.43E-12;7.07E-09;0.00030629;0.414893437
1291;1.686;7.67E-12;7.42E-09;0.0003975;0.414870679
1292;1.847;8.12E-12;8.00E-09;0.00079852;0.414848017
1293;2.03;9.06E-12;9.06E-09;0.00216763;0.414825385
1294;2.275;9.89E-12;1.01E-08;0.00127718;0.414802669
1295;2.469;1.06E-11;1.11E-08;0.00105583;0.414780004
1296;2.616;1.14E-11;1.22E-08;0.00158601;0.414757445
1297;2.771;1.15E-11;1.26E-08;0.00010673;0.414735039
1298;2.81;1.13E-11;1.25E-08;0;0.414713022
1299;2.791;1.10E-11;1.24E-08;0;0.41469147
1300;2.792;1.07E-11;1.21E-08;0.00005343;0.414670326
1301;2.801;1.04E-11;1.19E-08;0.00010637;0.414649563
1302;2.794;1.00E-11;1.16E-08;0.00016208;0.414629209
1303;2.799;9.68E-12;1.14E-08;0.00021657;0.414609252
1304;2.822;9.36E-12;1.11E-08;0.00033219;0.414589619
1305;2.862;9.05E-12;1.08E-08;0.00039363;0.414570307
1306;2.911;8.77E-12;1.06E-08;0.00040422;0.414551292
1307;2.979;8.50E-12;1.04E-08;0.00029325;0.414532567
1308;3.056;8.25E-12;1.02E-08;0.00023828;0.41451413
1309;3.148;8.01E-12;9.96E-09;0.00017786;0.414495939
1310;3.246;7.78E-12;9.78E-09;0.00018064;0.414478033
1311;3.336;7.56E-12;9.60E-09;0.00018224;0.414460443
1312;3.417;7.32E-12;9.38E-09;0.0002403;0.414443154
1313;3.478;7.11E-12;9.19E-09;0.00043285;0.414426211
1314;3.529;7.49E-12;9.22E-09;0.00140233;0.414409585
1315;3.59;7.99E-12;9.65E-09;0.00263831;0.414393207
1316;3.716;8.57E-12;1.02E-08;0.00240755;0.414376939
1317;3.866;8.86E-12;1.06E-08;0.00119382;0.414360716
1318;3.974;9.11E-12;1.09E-08;0.00122746;0.414344609
1319;4.115;9.98E-12;1.18E-08;0.00328134;0.414328573
1320;4.344;1.05E-11;1.25E-08;0.00160549;0.414312391
1321;4.532;1.05E-11;1.26E-08;0.00058001;0.414296184
1322;4.66;1.02E-11;1.23E-08;0.00014312;0.414280043
1323;4.714;9.78E-12;1.19E-08;0.00014344;0.414264086
1324;4.777;9.36E-12;1.15E-08;0.0001428;0.414248282
1325;4.85;8.94E-12;1.11E-08;0.00014031;0.414232668
1326;4.88;8.52E-12;1.06E-08;0.00006938;0.414217279
1327;4.896;8.11E-12;1.02E-08;0.00006952;0.414202123
1328;4.904;7.72E-12;9.76E-09;0;0.414187218
1329;4.905;7.30E-12;9.30E-09;0;0.414172599
1330;4.912;6.94E-12;8.91E-09;0;0.4141582
1331;4.934;6.60E-12;8.55E-09;0;0.414144051
1332;4.946;6.29E-12;8.20E-09;0;0.414130142
1333;4.944;5.98E-12;7.87E-09;0;0.414116486
1334;4.957;5.69E-12;7.55E-09;0;0.41410305
1335;4.969;5.42E-12;7.24E-09;0;0.414089832
1336;4.997;5.16E-12;6.94E-09;0;0.414076796
1337;4.982;5.02E-12;6.73E-09;0.00012223;0.414064012
1338;4.987;5.42E-12;7.17E-09;0.00253328;0.414051393
1339;5.142;5.90E-12;7.77E-09;0.00224551;0.414038705
1340;5.374;7.14E-12;9.00E-09;0.00549232;0.41402579
1341;5.687;9.12E-12;1.08E-08;0.00766977;0.414012418
1342;6.035;1.27E-11;1.34E-08;0.0127576;0.413998333
1343;6.545;1.62E-11;1.59E-08;0.00962547;0.413983126
1344;6.758;1.76E-11;1.71E-08;0.00305873;0.413967183
1345;6.655;1.73E-11;1.68E-08;0.00075486;0.413950967
1346;6.459;1.64E-11;1.59E-08;0.00030379;0.413934684
1347;6.302;1.54E-11;1.50E-08;0.00022836;0.413918443
1348;6.266;1.44E-11;1.41E-08;0.00015617;0.413902126
1349;6.319;1.35E-11;1.33E-08;0.00007968;0.413885737
1350;6.335;1.27E-11;1.25E-08;0.00008298;0.413869386
1351;6.4;1.19E-11;1.18E-08;0.00008423;0.413853069
1352;6.55;1.12E-11;1.12E-08;0.00008496;0.413836729
1353;6.671;1.05E-11;1.06E-08;0.00008303;0.41382047
1354;6.681;9.83E-12;1.01E-08;0.00008798;0.413804441
1355;6.682;9.21E-12;9.52E-09;0.00025939;0.41378862
1356;6.615;8.63E-12;9.00E-09;0.00033543;0.413773168
1357;6.436;8.08E-12;8.52E-09;0.00025203;0.413758114
1358;6.32;7.58E-12;8.06E-09;0.0003456;0.413743413
1359;6.385;7.13E-12;7.65E-09;0.00024804;0.413728906
1360;6.357;6.71E-12;7.27E-09;0.00024523;0.413714616
1361;6.226;6.30E-12;6.88E-09;0.00033633;0.41370072
1362;6.23;6.77E-12;7.04E-09;0.0023104;0.413686994
1363;6.385;7.41E-12;7.60E-09;0.00365014;0.41367318
1364;6.692;8.64E-12;8.62E-09;0.00563574;0.413659037
1365;7.032;1.09E-11;1.03E-08;0.00908929;0.413644363
1366;7.39;1.51E-11;1.28E-08;0.01560544;0.413628853
1367;7.7;1.80E-11;1.49E-08;0.00825699;0.413612378
1368;7.765;1.99E-11;1.61E-08;0.00597231;0.413595183
1369;7.68;1.99E-11;1.61E-08;0.00212728;0.413577609
1370;7.33;1.87E-11;1.52E-08;0.00070059;0.413560155
1371;6.915;1.74E-11;1.42E-08;0.00060401;0.41354297
1372;6.678;1.61E-11;1.33E-08;0.00051885;0.413525932
1373;6.597;1.50E-11;1.24E-08;0.00043332;0.413508924
1374;6.563;1.40E-11;1.17E-08;0.00035663;0.41349197
1375;6.594;1.30E-11;1.10E-08;0.00035977;0.413475021
1376;6.673;1.21E-11;1.04E-08;0.00027582;0.41345809
1377;6.769;1.14E-11;9.83E-09;0.00037096;0.413441206
1378;6.881;1.06E-11;9.30E-09;0.00038615;0.413424415
1379;6.985;9.95E-12;8.81E-09;0.00039485;0.413407724
1380;7.045;9.31E-12;8.34E-09;0.00039567;0.413391184
1381;7.12;8.71E-12;7.90E-09;0.00029937;0.413374822
1382;7.195;8.16E-12;7.50E-09;0.000302;0.413358682
1383;7.31;7.65E-12;7.12E-09;0.00020582;0.413342676
1384;7.41;7.17E-12;6.75E-09;0.0002132;0.413326853
1385;7.525;6.72E-12;6.41E-09;0.00022078;0.413311172
1386;7.7;7.02E-12;6.28E-09;0.00081852;0.413295614
1387;8.015;7.20E-12;6.51E-09;0.00172194;0.413279939
1388;8.385;7.73E-12;7.07E-09;0.00287081;0.413264
1389;8.81;8.70E-12;7.96E-09;0.00456362;0.413247624
1390;9.25;1.10E-11;9.57E-09;0.01013944;0.413230605
1391;9.795;1.47E-11;1.18E-08;0.01402038;0.413212452
1392;10.235;1.72E-11;1.34E-08;0.00842964;0.413193122
1393;10.36;1.78E-11;1.37E-08;0.00410227;0.413173121
1394;10.33;1.67E-11;1.29E-08;0.0015922;0.413152825
1395;10.245;1.55E-11;1.21E-08;0.00146054;0.413132518
1396;10.29;1.43E-11;1.12E-08;0.00147374;0.413112121
1397;10.395;1.32E-11;1.05E-08;0.00163008;0.413091654
1398;10.52;1.21E-11;9.71E-09;0.00129596;0.41307119
1399;10.58;1.11E-11;9.02E-09;0.00131561;0.413050913
1400;10.61;1.02E-11;8.35E-09;0.0014749;0.413030873
1401;10.625;9.36E-12;7.76E-09;0.00280952;0.41301113
1402;10.48;8.58E-12;7.18E-09;0.00226508;0.412991917
1403;10;7.81E-12;6.58E-09;0.00213127;0.412973628
1404;9.535;7.12E-12;6.05E-09;0.00154817;0.412956224
1405;9.065;6.51E-12;5.57E-09;0.00169451;0.41293973
1406;8.645;5.97E-12;5.14E-09;0.00129787;0.412923912
1407;8.37;5.47E-12;4.74E-09;0.00125925;0.412908631
1408;8.17;5.06E-12;4.42E-09;0.00111901;0.412893759
1409;7.915;5.55E-12;4.10E-09;0.00137671;0.4128794
1410;7.665;7.32E-12;4.47E-09;0.00630077;0.412865415
1411;7.67;1.05E-11;5.88E-09;0.01681524;0.412851266
1412;8.01;1.64E-11;8.38E-09;0.02403525;0.412836199
1413;8.5;2.38E-11;1.16E-08;0.02321436;0.412819635
1414;8.84;3.18E-11;1.49E-08;0.02227849;0.41280139
1415;9.015;3.77E-11;1.77E-08;0.01609485;0.412781413
1416;9.03;3.98E-11;1.89E-08;0.00829476;0.412759927
1417;8.835;3.84E-11;1.85E-08;0.00316431;0.412737477
1418;8.365;3.51E-11;1.72E-08;0.00092393;0.412715027
1419;7.91;3.19E-11;1.59E-08;0.00070635;0.41269278
1420;7.615;2.90E-11;1.48E-08;0.00059104;0.412670712
1421;7.33;2.64E-11;1.37E-08;0.0004904;0.412648962
