t;soil_temperature;AA_input_rate_phloem;sucrose_input_rate;cytokinins_root_shoot_xylem;C_mineralN_soil
2010;7.165;4.59E-11;7.28E-09;0.00203319;0.391942107
2011;7.295;4.45E-11;6.89E-09;0.00160989;0.391871071
2012;7.405;4.67E-11;7.23E-09;0.00913746;0.391800874
2013;7.63;5.30E-11;8.38E-09;0.01945516;0.391730523
2014;7.94;5.83E-11;9.47E-09;0.01231305;0.391659332
2015;8.02;6.39E-11;1.07E-08;0.01446602;0.391588429
2016;8.105;7.10E-11;1.23E-08;0.02319672;0.391517424
2017;8.13;7.43E-11;1.32E-08;0.00969056;0.391446345
2018;7.85;7.17E-11;1.29E-08;0.00154491;0.391377168
2019;7.365;6.74E-11;1.22E-08;0.00222939;0.391310904
2020;7.17;6.31E-11;1.14E-08;0.00254013;0.391245934
2021;7.125;5.91E-11;1.07E-08;0.00252915;0.391181527
2022;7.09;5.53E-11;9.97E-09;0.001576;0.391117798
2023;7.08;5.18E-11;9.32E-09;0.0015955;0.391054742
2024;7.11;4.86E-11;8.73E-09;0.00164432;0.390992244
2025;7.19;4.57E-11;8.19E-09;0.00132274;0.390930189
2026;7.28;4.34E-11;7.77E-09;0.00138982;0.390868605
2027;7.38;4.10E-11;7.32E-09;0.000679;0.390807525
2028;7.46;3.88E-11;6.90E-09;0.00064135;0.390747135
2029;7.34;3.65E-11;6.48E-09;0.00094594;0.390688439
2030;7.1;3.44E-11;6.08E-09;0.00188376;0.390631932
2031;6.82;3.24E-11;5.71E-09;0.00182622;0.390577679
2032;6.296;3.04E-11;5.33E-09;0.00117177;0.390526585
2033;5.831;2.86E-11;4.99E-09;0.00115089;0.390478173
2034;5.547;3.12E-11;5.44E-09;0.01657442;0.39043138
2035;5.617;3.67E-11;6.52E-09;0.02483527;0.390384399
2036;5.851;4.89E-11;8.75E-09;0.06093532;0.390335907
2037;6.41;6.06E-11;1.10E-08;0.03573356;0.390284079
2038;6.681;7.35E-11;1.35E-08;0.04351637;0.39022978
2039;6.925;8.53E-11;1.60E-08;0.0364359;0.390172777
2040;7.035;9.05E-11;1.72E-08;0.01725903;0.390113785
2041;6.917;8.96E-11;1.71E-08;0.00800815;0.390054008
2042;6.679;8.46E-11;1.62E-08;0.00351464;0.389994332
2043;6.374;7.88E-11;1.50E-08;0.0038198;0.38993524
2044;6.062;7.30E-11;1.39E-08;0.0038313;0.389876987
2045;5.842;6.76E-11;1.29E-08;0.00461738;0.389819307
2046;5.871;6.30E-11;1.20E-08;0.00416798;0.389761185
2047;5.785;5.86E-11;1.11E-08;0.0034841;0.389703369
2048;5.554;5.44E-11;1.03E-08;0.00418635;0.389646654
2049;5.569;5.09E-11;9.58E-09;0.00379707;0.389589986
2050;5.562;4.77E-11;8.95E-09;0.00264938;0.389533607
2051;5.604;4.48E-11;8.39E-09;0.00231558;0.389477422
2052;5.612;4.22E-11;7.88E-09;0.0019654;0.389421673
2053;5.558;3.94E-11;7.34E-09;0.00141833;0.389366712
2054;5.495;3.72E-11;6.91E-09;0.00168416;0.389312669
2055;5.434;3.51E-11;6.51E-09;0.00166655;0.389259514
2056;5.386;3.33E-11;6.15E-09;0.00187532;0.389207195
2057;5.285;3.15E-11;5.81E-09;0.00157942;0.389155995
2058;5.108;3.29E-11;5.93E-09;0.0092493;0.3891061
2059;4.99;3.59E-11;6.53E-09;0.01340146;0.389057013
2060;5.033;4.29E-11;7.93E-09;0.03199232;0.389007685
2061;5.433;5.36E-11;1.00E-08;0.04507188;0.388956034
2062;5.887;6.83E-11;1.28E-08;0.05940797;0.388901132
2063;6.191;8.10E-11;1.54E-08;0.03924567;0.388843324
2064;6.255;9.18E-11;1.77E-08;0.03488226;0.388783637
2065;6.271;9.31E-11;1.82E-08;0.00805303;0.388722304
2066;5.673;8.74E-11;1.71E-08;0.00119287;0.388662922
2067;5.025;8.07E-11;1.59E-08;0.00113143;0.388605691
2068;4.388;7.41E-11;1.46E-08;0.00093358;0.388550797
2069;3.809;6.78E-11;1.34E-08;0.00065905;0.388497855
2070;3.34;6.23E-11;1.23E-08;0.00043126;0.388446423
2071;2.984;5.71E-11;1.13E-08;0.00021313;0.388396091
2072;2.813;5.29E-11;1.05E-08;0.00021673;0.388346161
2073;2.798;4.91E-11;9.80E-09;0;0.388296074
2074;2.863;4.58E-11;9.17E-09;0;0.388245597
2075;3.005;4.29E-11;8.61E-09;0;0.388194507
2076;3.106;4.02E-11;8.10E-09;0;0.388143082
2077;3.131;3.77E-11;7.62E-09;0.00023326;0.388091732
2078;3.172;3.55E-11;7.19E-09;0;0.388040454
2079;3.181;3.34E-11;6.79E-09;0;0.387989448
2080;3.141;3.15E-11;6.42E-09;0;0.387938963
2081;3.116;2.97E-11;6.08E-09;0;0.387888966
2082;2.985;2.99E-11;6.20E-09;0.00351338;0.387839873
2083;2.808;3.16E-11;6.70E-09;0.00732952;0.387791698
2084;2.833;3.41E-11;7.42E-09;0.00896018;0.387743441
2085;2.917;3.82E-11;8.54E-09;0.01694649;0.387694711
2086;3.137;4.40E-11;1.00E-08;0.02474184;0.38764456
2087;3.31;4.97E-11;1.15E-08;0.02372245;0.387592967
2088;3.232;5.47E-11;1.28E-08;0.02127067;0.387540905
2089;3.068;5.57E-11;1.32E-08;0.00740798;0.387488983
2090;2.824;5.35E-11;1.27E-08;0.00226872;0.387437612
2091;2.606;5.06E-11;1.20E-08;0.00257429;0.387386811
2092;2.525;4.76E-11;1.13E-08;0.00234576;0.387336002
2093;2.418;4.46E-11;1.06E-08;0.00204144;0.38728538
2094;2.237;4.16E-11;9.93E-09;0.00200228;0.387235321
2095;2.085;3.88E-11;9.27E-09;0.00218161;0.387185748
2096;2.016;3.62E-11;8.67E-09;0.00237039;0.38713636
2097;1.935;3.39E-11;8.11E-09;0.00261044;0.387087252
2098;1.866;3.17E-11;7.60E-09;0.00284818;0.387038414
2099;1.814;2.98E-11;7.14E-09;0.00261555;0.386989817
2100;1.759;2.82E-11;6.77E-09;0.00240201;0.386941511
2101;1.712;2.64E-11;6.35E-09;0.00217225;0.3868935
2102;1.671;2.48E-11;5.98E-09;0.00329359;0.386845774
2103;1.625;2.34E-11;5.63E-09;0.00305789;0.386798372
2104;1.579;2.21E-11;5.31E-09;0.00282456;0.38675132
2105;1.525;2.09E-11;5.02E-09;0.00259359;0.386704671
2106;1.468;2.21E-11;5.19E-09;0.00930198;0.386658362
2107;1.437;2.57E-11;6.03E-09;0.02179332;0.386611995
2108;1.43;3.12E-11;7.25E-09;0.03387415;0.386565065
2109;1.432;3.85E-11;8.82E-09;0.04262542;0.386517194
2110;1.477;4.78E-11;1.07E-08;0.05098055;0.386467825
2111;1.578;5.58E-11;1.24E-08;0.03685176;0.38641667
2112;1.546;6.29E-11;1.38E-08;0.03411157;0.386364262
2113;1.484;6.69E-11;1.47E-08;0.02258234;0.386310998
2114;1.422;6.45E-11;1.41E-08;0.0061667;0.38625717
2115;1.346;6.07E-11;1.33E-08;0.00533389;0.386203037
2116;1.256;5.65E-11;1.24E-08;0.00447472;0.386148807
2117;1.164;5.24E-11;1.14E-08;0.00405702;0.386094603
2118;1.077;4.83E-11;1.06E-08;0.00337351;0.386040498
2119;0.999;4.46E-11;9.78E-09;0.00211327;0.385986555
2120;0.952;4.11E-11;9.04E-09;0.00189214;0.385932728
2121;0.922;3.79E-11;8.37E-09;0.00122735;0.385878983
2122;0.872;3.49E-11;7.75E-09;0.00059081;0.385825489
2123;0.82;3.22E-11;7.17E-09;0.00020343;0.385772315
2124;0.765;2.97E-11;6.66E-09;0.00020544;0.385719519
2125;0.705;2.75E-11;6.18E-09;0;0.385667161
2126;0.645;2.54E-11;5.75E-09;0;0.385615267
2127;0.58;2.35E-11;5.35E-09;0;0.385563882
2128;0.514;2.17E-11;4.97E-09;0;0.385513021
2129;0.453;2.09E-11;4.75E-09;0.00062163;0.385462649
2130;0.409;2.37E-11;5.49E-09;0.00956127;0.385412554
2131;0.428;2.71E-11;6.40E-09;0.01013651;0.385362278
2132;0.454;3.09E-11;7.49E-09;0.01068379;0.385311711
2133;0.479;3.53E-11;8.73E-09;0.01466701;0.385260743
2134;0.499;4.00E-11;1.00E-08;0.02248757;0.38520908
2135;0.52;4.40E-11;1.11E-08;0.02038334;0.385156615
2136;0.533;4.68E-11;1.20E-08;0.01363907;0.385103468
2137;0.552;4.63E-11;1.20E-08;0.00350375;0.385049821
2138;0.57;4.36E-11;1.13E-08;0.00021816;0.384995889
2139;0.588;4.05E-11;1.06E-08;0;0.384941792
2140;0.594;3.74E-11;9.83E-09;0;0.384887656
2141;0.61;3.44E-11;9.08E-09;0;0.3848335
2142;0.622;3.16E-11;8.37E-09;0;0.384779402
2143;0.637;2.90E-11;7.72E-09;0;0.384725403
2144;0.65;2.67E-11;7.12E-09;0.0005758;0.38467155
2145;0.667;2.45E-11;6.57E-09;0.00056894;0.384617861
2146;0.681;2.26E-11;6.07E-09;0.00055727;0.384564389
2147;0.697;2.08E-11;5.62E-09;0.00026182;0.384511163
2148;0.704;1.92E-11;5.20E-09;0.00026818;0.384458255
2149;0.719;1.77E-11;4.81E-09;0.00053762;0.384405655
2150;0.729;1.63E-11;4.47E-09;0.00025248;0.384353411
2151;0.737;1.51E-11;4.15E-09;0.00050248;0.384301551
2152;0.746;1.41E-11;3.87E-09;0.00055724;0.384250083
2153;0.754;1.31E-11;3.61E-09;0.00052731;0.384199027
2154;0.764;1.69E-11;4.72E-09;0.01763676;0.384148068
2155;0.768;2.27E-11;6.37E-09;0.02456368;0.384096748
2156;0.775;3.35E-11;9.12E-09;0.07049757;0.384044008
2157;0.793;4.19E-11;1.14E-08;0.02898835;0.383989648
2158;0.802;5.53E-11;1.45E-08;0.07212071;0.38393345
2159;0.797;6.69E-11;1.72E-08;0.05249527;0.383874905
2160;0.793;7.21E-11;1.84E-08;0.02317506;0.383814951
2161;0.802;7.06E-11;1.79E-08;0.006671;0.383754124
2162;0.889;6.55E-11;1.66E-08;0.0019636;0.383692464
2163;1.15;6.00E-11;1.52E-08;0.0019822;0.383629239
2164;1.649;5.51E-11;1.40E-08;0.00134365;0.383563251
2165;2.057;5.05E-11;1.28E-08;0.0013758;0.383495142
2166;2.401;4.64E-11;1.18E-08;0.00143819;0.383425405
2167;2.728;4.28E-11;1.10E-08;0.00106715;0.383354268
2168;3.045;3.98E-11;1.02E-08;0.00073978;0.383281909
2169;3.326;3.73E-11;9.63E-09;0.00079458;0.383208666
2170;3.658;3.52E-11;9.11E-09;0.00170392;0.383134299
2171;4.013;3.35E-11;8.70E-09;0.00167552;0.383058762
2172;4.13;3.19E-11;8.32E-09;0.00166437;0.382983655
2173;4.142;3.04E-11;7.97E-09;0.00201767;0.382909654
2174;4.095;2.91E-11;7.64E-09;0.00203814;0.382837099
2175;4.027;2.78E-11;7.34E-09;0.00190945;0.382766121
2176;3.747;2.65E-11;7.01E-09;0.00264457;0.382697849
2177;3.567;2.53E-11;6.71E-09;0.00219615;0.382631612
2178;3.413;2.94E-11;7.72E-09;0.0194934;0.38256671
2179;3.518;4.15E-11;1.07E-08;0.06318845;0.382500203
2180;4.115;6.10E-11;1.50E-08;0.09930201;0.382427065
2181;4.922;8.23E-11;1.94E-08;0.08424892;0.382344877
2182;5.475;1.06E-10;2.41E-08;0.10322676;0.382254591
2183;5.765;1.29E-10;2.83E-08;0.10072525;0.382157113
2184;5.85;1.40E-10;3.03E-08;0.05412057;0.382055432
2185;5.463;1.41E-10;3.03E-08;0.03513443;0.381954801
2186;4.971;1.29E-10;2.77E-08;0.00985462;0.381857325
2187;4.373;1.14E-10;2.46E-08;0.00567821;0.381764377
2188;3.873;1.01E-10;2.17E-08;0.00461848;0.381675326
2189;3.631;8.93E-11;1.93E-08;0.00508767;0.381588241
2190;3.583;7.98E-11;1.73E-08;0.00420024;0.381501824
2191;3.478;7.14E-11;1.56E-08;0.00409249;0.381416658
2192;3.421;6.39E-11;1.40E-08;0.00333596;0.381332511
2193;3.364;5.80E-11;1.28E-08;0.00428969;0.38124946
2194;3.385;5.30E-11;1.17E-08;0.00441483;0.381166999
2195;3.444;4.87E-11;1.08E-08;0.00399435;0.381084948
2196;3.526;4.52E-11;1.01E-08;0.00406165;0.381003227
2197;3.69;4.23E-11;9.52E-09;0.00410154;0.38092134
2198;3.749;3.98E-11;9.00E-09;0.00324526;0.380840106
2199;3.664;3.73E-11;8.47E-09;0.00280826;0.380760588
2200;3.813;3.53E-11;8.07E-09;0.00289631;0.380681177
2201;3.777;3.39E-11;7.64E-09;0.00395087;0.380603127
2202;3.787;3.87E-11;8.72E-09;0.0156094;0.380525814
2203;3.952;5.13E-11;1.16E-08;0.04426824;0.380447147
2204;4.437;7.00E-11;1.56E-08;0.07681278;0.380363224
2205;5.111;9.41E-11;2.04E-08;0.10120265;0.380270703
2206;5.787;1.18E-10;2.50E-08;0.09049332;0.380168554
2207;6.29;1.39E-10;2.90E-08;0.08224643;0.380058103
2208;6.456;1.52E-10;3.15E-08;0.06296303;0.379942778
2209;6.344;1.46E-10;3.04E-08;0.02315779;0.379826809
2210;6.032;1.32E-10;2.75E-08;0.00949721;0.37971359
2211;5.794;1.17E-10;2.44E-08;0.00734248;0.379602971
2212;5.746;1.04E-10;2.18E-08;0.00823389;0.379493436
2213;5.693;9.30E-11;1.95E-08;0.00862791;0.379385221
2214;5.655;8.35E-11;1.76E-08;0.00811702;0.379278369
2215;5.6;7.53E-11;1.59E-08;0.00605886;0.379173232
2216;5.58;6.86E-11;1.46E-08;0.00858646;0.379069576
2217;5.526;6.28E-11;1.34E-08;0.00843603;0.378967701
2218;5.475;5.79E-11;1.24E-08;0.00766176;0.378867646
2219;5.463;5.38E-11;1.16E-08;0.00676997;0.378769142
2220;5.515;5.04E-11;1.09E-08;0.00555935;0.378671783
2221;5.697;4.74E-11;1.03E-08;0.00520988;0.378574618
2222;5.96;4.51E-11;9.88E-09;0.00486635;0.378477103
2223;6.247;4.32E-11;9.51E-09;0.00596979;0.378379137
2224;6.455;4.16E-11;9.19E-09;0.0093149;0.378281379
2225;6.474;4.01E-11;8.88E-09;0.01145857;0.378185234
2226;6.334;4.08E-11;8.52E-09;0.02254589;0.378091553
2227;6.327;4.64E-11;9.46E-09;0.0355386;0.377998581
2228;6.468;5.75E-11;1.15E-08;0.04831321;0.37790438
2229;6.704;7.55E-11;1.48E-08;0.07346248;0.377807085
2230;7.054;8.96E-11;1.75E-08;0.04520183;0.377705581
2231;7.16;9.46E-11;1.85E-08;0.0239339;0.377603111
2232;7.145;9.64E-11;1.89E-08;0.02444924;0.377501071
2233;7.125;9.38E-11;1.85E-08;0.01297122;0.377399873
2234;7.09;8.72E-11;1.73E-08;0.00481321;0.377300103
2235;7.023;8.03E-11;1.60E-08;0.00473048;0.377202314
2236;6.893;7.38E-11;1.48E-08;0.00575916;0.377107016
2237;6.757;6.78E-11;1.37E-08;0.00466192;0.377014262
2238;6.71;6.28E-11;1.27E-08;0.00427154;0.376923413
2239;6.734;5.84E-11;1.19E-08;0.00367272;0.376834005
2240;6.782;5.46E-11;1.12E-08;0.00247362;0.376745965
2241;6.772;5.12E-11;1.06E-08;0.00142808;0.376659801
2242;6.607;4.78E-11;1.00E-08;0.00082442;0.376576618
2243;6.434;4.47E-11;9.45E-09;0.00246426;0.376496323
2244;6.234;4.19E-11;8.91E-09;0.00447086;0.376418892
2245;5.999;3.94E-11;8.43E-09;0.00442362;0.376344373
2246;5.828;3.71E-11;7.99E-09;0.0043765;0.376272253
2247;5.702;3.51E-11;7.60E-09;0.00268324;0.376202207
2248;5.548;3.32E-11;7.23E-09;0.00189608;0.376134383
2249;5.412;3.14E-11;6.89E-09;0.0019007;0.376068612
2250;5.302;3.12E-11;6.65E-09;0.00460067;0.376004599
2251;5.314;3.37E-11;7.23E-09;0.01127619;0.375941471
2252;5.462;4.05E-11;8.75E-09;0.0287976;0.375877957
2253;5.715;4.79E-11;1.04E-08;0.03136678;0.375812994
2254;6.012;6.03E-11;1.29E-08;0.06118094;0.375745539
2255;6.383;7.44E-11;1.55E-08;0.06826974;0.375674153
2256;6.654;8.28E-11;1.72E-08;0.03983379;0.375599744
2257;6.704;8.31E-11;1.72E-08;0.01815145;0.375524573
2258;6.524;7.79E-11;1.62E-08;0.00622387;0.375450643
2259;6.116;7.11E-11;1.48E-08;0.00474515;0.375379578
2260;5.963;6.49E-11;1.36E-08;0.00359511;0.375309917
2261;5.533;5.88E-11;1.24E-08;0.00226164;0.375243282
2262;4.896;5.31E-11;1.13E-08;0.00190123;0.375180654
2263;4.27;4.79E-11;1.02E-08;0.00145362;0.375121712
2264;3.725;4.34E-11;9.35E-09;0.00108491;0.37506585
2265;3.296;3.95E-11;8.57E-09;0.00069562;0.375012348
2266;2.926;3.60E-11;7.88E-09;0.00033122;0.374960846
2267;2.658;3.30E-11;7.28E-09;0;0.37491084
2268;2.475;3.03E-11;6.75E-09;0;0.37486195
2269;2.323;2.79E-11;6.28E-09;0;0.374814026
2270;2.203;2.57E-11;5.83E-09;0;0.374766933
2271;2.107;2.38E-11;5.45E-09;0;0.374720575
2272;2.006;2.21E-11;5.10E-09;0;0.374674972
2273;1.913;2.10E-11;4.85E-09;0.00045536;0.374630074
2274;1.832;2.63E-11;6.17E-09;0.02665089;0.37458544
2275;1.789;3.66E-11;8.42E-09;0.06843293;0.374539908
2276;1.989;5.30E-11;1.13E-08;0.12140295;0.374491067
2277;2.906;7.82E-11;1.50E-08;0.16564376;0.374434022
2278;4.188;1.08E-10;1.91E-08;0.16725663;0.374365032
2279;5.088;1.34E-10;2.27E-08;0.13899212;0.374285057
2280;5.41;1.49E-10;2.49E-08;0.08559664;0.37419877
2281;5.222;1.43E-10;2.42E-08;0.02681229;0.374111416
2282;4.838;1.28E-10;2.17E-08;0.00588645;0.374025797
2283;4.551;1.13E-10;1.93E-08;0.00319256;0.37394177
2284;4.337;1.00E-10;1.73E-08;0.00402651;0.373859031
2285;4.14;8.92E-11;1.55E-08;0.00456093;0.37377761
2286;4.126;8.00E-11;1.40E-08;0.00543794;0.373696465
2287;4.178;7.22E-11;1.28E-08;0.00556117;0.373615281
2288;4.28;6.56E-11;1.17E-08;0.00620706;0.373533869
2289;4.386;5.96E-11;1.07E-08;0.00581649;0.373452348
2290;4.445;5.47E-11;9.95E-09;0.00569734;0.373371207
2291;4.502;5.04E-11;9.26E-09;0.00508952;0.373290551
2292;4.535;4.66E-11;8.63E-09;0.00531598;0.373210655
2293;4.614;4.34E-11;8.11E-09;0.00480947;0.373131277
2294;4.591;4.03E-11;7.59E-09;0.00478599;0.373053164
2295;4.537;3.75E-11;7.13E-09;0.00413916;0.372976543
2296;4.486;3.51E-11;6.72E-09;0.0041964;0.372901394
2297;4.509;3.36E-11;6.34E-09;0.00608602;0.372827225
2298;4.694;3.89E-11;7.28E-09;0.02309814;0.372752748
2299;5.022;4.61E-11;8.76E-09;0.02759101;0.372676672
2300;5.379;5.83E-11;1.12E-08;0.05130895;0.372598227
2301;5.873;7.34E-11;1.41E-08;0.06935285;0.372515542
2302;6.247;9.17E-11;1.74E-08;0.0922142;0.372428343
2303;6.563;1.04E-10;1.96E-08;0.06979335;0.372336243
2304;6.653;1.09E-10;2.06E-08;0.04289482;0.372242091
2305;6.594;1.06E-10;2.00E-08;0.02847097;0.372147639
2306;6.484;9.59E-11;1.83E-08;0.01062685;0.372053849
2307;6.368;8.64E-11;1.66E-08;0.00958053;0.371961237
2308;6.344;7.80E-11;1.51E-08;0.0102325;0.371869316
2309;6.323;7.06E-11;1.38E-08;0.01074818;0.371778217
2310;6.314;6.42E-11;1.26E-08;0.01076828;0.371688047
2311;6.331;5.87E-11;1.16E-08;0.01143253;0.371598767
2312;6.324;5.39E-11;1.07E-08;0.01010157;0.371510659
2313;6.31;4.96E-11;9.98E-09;0.00771417;0.371423926
2314;6.288;4.58E-11;9.30E-09;0.00619794;0.371338753
2315;6.305;4.23E-11;8.66E-09;0.00524523;0.371254949
2316;6.376;3.93E-11;8.12E-09;0.00375367;0.371172275
2317;6.527;3.67E-11;7.65E-09;0.00373749;0.371090283
2318;6.7;3.44E-11;7.23E-09;0.00364821;0.371008948
2319;6.75;3.23E-11;6.83E-09;0.00618372;0.370929109
2320;6.689;3.05E-11;6.48E-09;0.01142906;0.370851347
2321;6.518;2.95E-11;6.08E-09;0.01963406;0.370776105
2322;6.301;3.23E-11;6.04E-09;0.0377968;0.370703122
2323;6.294;3.87E-11;6.91E-09;0.06319652;0.370630399
2324;6.452;5.20E-11;8.87E-09;0.09504284;0.370555945
2325;6.771;6.81E-11;1.12E-08;0.0999711;0.370478031
2326;6.998;8.57E-11;1.37E-08;0.10757563;0.370396791
2327;7.325;1.04E-10;1.64E-08;0.10696109;0.370311009
2328;7.62;1.13E-10;1.78E-08;0.07174395;0.37022086
2329;7.575;1.09E-10;1.70E-08;0.03368254;0.370130032
2330;7.34;9.78E-11;1.54E-08;0.01697507;0.370040616
2331;7.145;8.79E-11;1.39E-08;0.01256187;0.369952822
2332;7.05;7.91E-11;1.27E-08;0.00941122;0.369866253
2333;7.02;7.15E-11;1.15E-08;0.008757;0.369780694
2334;7.025;6.48E-11;1.06E-08;0.01006356;0.369696068
2335;7.04;5.88E-11;9.66E-09;0.00945787;0.369612464
2336;7.007;5.34E-11;8.85E-09;0.00879975;0.36953033
2337;6.974;4.87E-11;8.13E-09;0.00815522;0.369449769
2338;6.956;4.44E-11;7.48E-09;0.0039136;0.369370799
2339;6.95;4.06E-11;6.90E-09;0.00468332;0.369293466
2340;6.889;3.71E-11;6.37E-09;0.00386707;0.369218126
2341;6.696;3.39E-11;5.87E-09;0.00457197;0.369145542
2342;6.472;3.11E-11;5.41E-09;0.0045306;0.369075775
2343;6.406;2.86E-11;5.02E-09;0.004575;0.369007835
2344;6.431;2.65E-11;4.68E-09;0.00455912;0.368941207
2345;6.398;2.45E-11;4.36E-09;0.00361047;0.368876219
2346;6.225;2.73E-11;4.43E-09;0.02339378;0.368813347
2347;6.374;3.17E-11;5.17E-09;0.02841504;0.36875055
2348;6.659;3.84E-11;6.29E-09;0.04378084;0.368686763
2349;7.047;5.60E-11;9.11E-09;0.10417787;0.368620409
2350;7.94;8.28E-11;1.32E-08;0.14570118;0.368546733
2351;8.82;1.04E-10;1.67E-08;0.10481999;0.368464604
2352;9.155;1.13E-10;1.85E-08;0.06323121;0.368377838
2353;9.03;1.07E-10;1.79E-08;0.02529797;0.368290371
2354;8.61;9.55E-11;1.61E-08;0.00804216;0.368205108
2355;8.035;8.35E-11;1.43E-08;0.00511034;0.368123424
2356;7.435;7.30E-11;1.26E-08;0.00295742;0.368045644
2357;6.922;6.42E-11;1.13E-08;0.00224008;0.367971284
2358;6.488;5.68E-11;1.01E-08;0.00137619;0.367899833
2359;6.06;5.04E-11;9.07E-09;0.00101579;0.367831303
2360;5.643;4.50E-11;8.20E-09;0.00032097;0.367765585
2361;5.258;4.02E-11;7.40E-09;0.00031779;0.367702475
2362;5.074;3.62E-11;6.75E-09;0;0.36764088
2363;5.125;3.30E-11;6.22E-09;0;0.367579631
2364;5.173;3.01E-11;5.73E-09;0;0.367518876
2365;5.365;2.75E-11;5.31E-09;0;0.367457953
2366;5.59;2.53E-11;4.92E-09;0;0.367396858
2367;5.797;2.32E-11;4.57E-09;0;0.367335776
2368;5.953;2.14E-11;4.24E-09;0;0.367275052
2369;6.032;1.96E-11;3.93E-09;0;0.367215158
2370;6.078;2.17E-11;4.42E-09;0.01281357;0.367156142
2371;6.259;2.62E-11;5.50E-09;0.02576241;0.367096984
2372;6.574;3.05E-11;6.61E-09;0.02357968;0.367036752
2373;6.975;3.69E-11;8.21E-09;0.03528225;0.36697471
2374;7.5;4.56E-11;1.03E-08;0.04764341;0.366909656
2375;7.88;4.82E-11;1.13E-08;0.019028;0.366842116
2376;7.985;4.88E-11;1.17E-08;0.0155134;0.366773813
2377;8.01;4.70E-11;1.15E-08;0.00887343;0.366705157
2378;7.93;4.22E-11;1.05E-08;0.00131638;0.366637082
2379;7.74;3.77E-11;9.49E-09;0.00131368;0.366570381
2380;7.575;3.38E-11;8.58E-09;0.00086646;0.366505035
2381;7.455;3.03E-11;7.79E-09;0.00085767;0.366440972
2382;7.36;2.72E-11;7.04E-09;0.00085953;0.366378162
2383;7.28;2.44E-11;6.37E-09;0.00084562;0.366316602
2384;7.2;2.20E-11;5.78E-09;0.00129529;0.366256355
2385;7.13;1.99E-11;5.24E-09;0.00170969;0.366197411
2386;7.06;1.80E-11;4.75E-09;0.00235313;0.366139802
2387;6.994;1.63E-11;4.32E-09;0.00232982;0.366083525
2388;6.918;1.48E-11;3.92E-09;0.00182335;0.366028642
2389;6.795;1.35E-11;3.57E-09;0.00175836;0.365975355
2390;6.522;1.22E-11;3.24E-09;0.00129657;0.365924255
2391;6.297;1.11E-11;2.95E-09;0.00087234;0.365875063
2392;6.227;1.02E-11;2.69E-09;0.00088064;0.365827096
2393;6.231;9.86E-12;2.52E-09;0.00140367;0.365780046
2394;6.324;1.14E-11;2.98E-09;0.01165747;0.365733457
2395;6.583;1.54E-11;4.06E-09;0.029178;0.365686364
2396;6.966;2.60E-11;6.41E-09;0.08519694;0.365637401
2397;7.58;4.66E-11;1.01E-08;0.15376723;0.365583998
2398;8.06;6.57E-11;1.37E-08;0.11645873;0.365525486
2399;8.47;8.83E-11;1.78E-08;0.13716887;0.365461244
2400;8.475;8.59E-11;1.76E-08;0.09258304;0.365392535
2401;7.955;8.20E-11;1.73E-08;0.01947198;0.365323987
2402;7.395;7.53E-11;1.64E-08;0.00277621;0.365256548
2403;6.916;6.76E-11;1.50E-08;0.00116769;0.365190065
2404;6.56;6.03E-11;1.37E-08;0.00075053;0.365124337
2405;6.247;5.36E-11;1.24E-08;0.0003741;0.365059587
2406;5.988;4.79E-11;1.13E-08;0.00038308;0.364995588
2407;5.837;4.28E-11;1.02E-08;0.00038962;0.364932032
2408;5.769;3.83E-11;9.32E-09;0;0.364868744
2409;5.753;3.45E-11;8.51E-09;0;0.364805704
2410;5.746;3.10E-11;7.78E-09;0;0.364742968
2411;5.747;2.80E-11;7.13E-09;0;0.364680638
2412;5.777;2.54E-11;6.55E-09;0;0.364618699
2413;5.842;2.30E-11;6.03E-09;0;0.364557074
2414;5.914;2.10E-11;5.56E-09;0;0.364495859
2415;5.991;1.91E-11;5.13E-09;0;0.364435111
2416;6.052;1.74E-11;4.74E-09;0;0.364374998
2417;6.087;1.59E-11;4.38E-09;0;0.364315705
2418;6.13;1.49E-11;4.14E-09;0.00142196;0.364257236
2419;6.24;1.44E-11;4.10E-09;0.00504068;0.364199245
2420;6.418;1.50E-11;4.40E-09;0.01475793;0.364141295
2421;6.705;1.68E-11;5.13E-09;0.02101823;0.364082651
2422;7.019;1.95E-11;6.23E-09;0.02371217;0.364022966
2423;7.305;2.33E-11;7.77E-09;0.03497625;0.363962044
2424;7.625;2.67E-11;9.22E-09;0.01986248;0.363899385
2425;7.805;2.82E-11;9.96E-09;0.00645814;0.363835796
2426;7.85;2.79E-11;9.95E-09;0.00225333;0.363771963
2427;7.85;2.64E-11;9.51E-09;0.00126429;0.363708184
2428;7.9;2.46E-11;8.89E-09;0.00127753;0.363644359
2429;7.985;2.26E-11;8.21E-09;0.00129038;0.363580456
2430;8.07;2.07E-11;7.52E-09;0.00199374;0.363516629
2431;8.17;1.90E-11;6.87E-09;0.00272003;0.363452969
2432;8.31;1.73E-11;6.26E-09;0.00204729;0.363389456
2433;8.435;1.58E-11;5.70E-09;0.00273924;0.363326305
2434;8.525;1.44E-11;5.17E-09;0.00292341;0.363263816
2435;8.615;1.32E-11;4.71E-09;0.00218559;0.36320209
2436;8.71;1.20E-11;4.26E-09;0.00294313;0.363141172
