t;sucrose_input_rate;soil_temperature
1242;1.40E-09;20
1243;1.40E-09;20
1244;1.40E-09;20
1245;1.40E-09;20
1246;1.40E-09;20
1247;1.40E-09;20
1248;1.40E-09;20
1249;1.40E-09;20
1250;1.40E-09;20
1251;1.40E-09;20
1252;1.40E-09;20
1253;1.40E-09;20
1254;1.39E-09;20
1255;1.39E-09;20
1256;1.39E-09;20
1257;1.39E-09;20
1258;1.39E-09;20
1259;1.39E-09;20
1260;1.39E-09;20
1261;1.39E-09;20
1262;1.39E-09;20
1263;1.39E-09;20
1264;1.39E-09;20
1265;1.39E-09;20
1266;1.39E-09;20
1267;1.39E-09;20
1268;1.38E-09;20
1269;1.38E-09;20
1270;1.38E-09;20
1271;1.38E-09;20
1272;1.38E-09;20
1273;1.38E-09;20
1274;1.38E-09;20
1275;1.38E-09;20
1276;1.38E-09;20
1277;1.38E-09;20
1278;1.37E-09;20
1279;1.37E-09;20
1280;1.37E-09;20
1281;1.37E-09;20
1282;1.37E-09;20
1283;1.37E-09;20
1284;1.37E-09;20
1285;1.37E-09;20
1286;1.37E-09;20
1287;1.37E-09;20
1288;1.36E-09;20
1289;1.36E-09;20
1290;1.36E-09;20
1291;1.36E-09;20
1292;1.36E-09;20
1293;1.36E-09;20
1294;1.36E-09;20
1295;1.36E-09;20
1296;1.36E-09;20
1297;1.36E-09;20
1298;1.35E-09;20
1299;1.35E-09;20
1300;1.35E-09;20
1301;1.35E-09;20
1302;1.35E-09;20
1303;1.35E-09;20
1304;1.35E-09;20
1305;1.35E-09;20
1306;1.35E-09;20
1307;1.35E-09;20
1308;1.34E-09;20
1309;1.34E-09;20
1310;1.34E-09;20
1311;1.34E-09;20
1312;1.34E-09;20
1313;1.34E-09;20
1314;1.34E-09;20
1315;1.34E-09;20
1316;1.34E-09;20
1317;1.34E-09;20
1318;1.33E-09;20
1319;1.33E-09;20
1320;1.33E-09;20
1321;1.33E-09;20
1322;1.33E-09;20
1323;1.33E-09;20
1324;1.33E-09;20
1325;1.33E-09;20
1326;1.33E-09;20
1327;1.33E-09;20
1328;1.32E-09;20
1329;1.32E-09;20
1330;1.32E-09;20
1331;1.32E-09;20
1332;1.32E-09;20
1333;1.32E-09;20
1334;1.32E-09;20
1335;1.32E-09;20
1336;1.32E-09;20
1337;1.32E-09;20
1338;1.31E-09;20
1339;1.31E-09;20
1340;1.31E-09;20
1341;1.31E-09;20
1342;1.31E-09;20
1343;1.31E-09;20
1344;1.31E-09;20
1345;1.31E-09;20
1346;1.30E-09;20
1347;1.30E-09;20
1348;1.30E-09;20
1349;1.30E-09;20
1350;1.30E-09;20
1351;1.30E-09;20
1352;1.30E-09;20
1353;1.29E-09;20
1354;1.29E-09;20
1355;1.29E-09;20
1356;1.29E-09;20
1357;1.29E-09;20
1358;1.29E-09;20
1359;1.28E-09;20
1360;1.28E-09;20
1361;1.28E-09;20
1362;1.28E-09;20
1363;1.28E-09;20
1364;1.28E-09;20
1365;1.27E-09;20
1366;1.27E-09;20
1367;1.27E-09;20
1368;1.27E-09;20
1369;1.27E-09;20
1370;1.27E-09;20
1371;1.26E-09;20
1372;1.26E-09;20
1373;1.26E-09;20
1374;1.26E-09;20
1375;1.26E-09;20
1376;1.26E-09;20
1377;1.25E-09;20
1378;1.25E-09;20
1379;1.25E-09;20
1380;1.25E-09;20
1381;1.25E-09;20
1382;1.25E-09;20
1383;1.24E-09;20
1384;1.24E-09;20
1385;1.24E-09;20
1386;1.24E-09;20
1387;1.24E-09;20
1388;1.24E-09;20
1389;1.23E-09;20
1390;1.23E-09;20
1391;1.23E-09;20
1392;1.23E-09;20
1393;1.23E-09;20
1394;1.22E-09;20
1395;1.22E-09;20
1396;1.22E-09;20
1397;1.22E-09;20
1398;1.22E-09;20
1399;1.22E-09;20
1400;1.21E-09;20
1401;1.21E-09;20
1402;1.21E-09;20
1403;1.21E-09;20
1404;1.21E-09;20
1405;1.21E-09;20
1406;1.21E-09;20
1407;1.20E-09;20
1408;1.20E-09;20
1409;1.20E-09;20
1410;1.20E-09;20
1411;1.20E-09;20
1412;1.20E-09;20
1413;1.19E-09;20
1414;1.19E-09;20
1415;1.19E-09;20
1416;1.19E-09;20
1417;1.19E-09;20
1418;1.19E-09;20
1419;1.18E-09;20
1420;1.18E-09;20
1421;1.18E-09;20
1422;1.18E-09;20
1423;1.18E-09;20
1424;1.18E-09;20
1425;1.18E-09;20
1426;1.17E-09;20
1427;1.17E-09;20
1428;1.17E-09;20
1429;1.17E-09;20
1430;1.17E-09;20
1431;1.17E-09;20
1432;1.16E-09;20
1433;1.16E-09;20
1434;1.16E-09;20
1435;1.16E-09;20
1436;1.16E-09;20
1437;1.16E-09;20
1438;1.16E-09;20
1439;1.15E-09;20
1440;1.15E-09;20
1441;1.15E-09;20
1442;1.15E-09;20
1443;1.15E-09;20
1444;1.15E-09;20
1445;1.14E-09;20
1446;1.14E-09;20
1447;1.14E-09;20
1448;1.14E-09;20
1449;1.14E-09;20
1450;1.14E-09;20
1451;1.13E-09;20
1452;1.13E-09;20
1453;1.13E-09;20
1454;1.13E-09;20
1455;1.13E-09;20
1456;1.13E-09;20
1457;1.12E-09;20
1458;1.12E-09;20
1459;1.12E-09;20
1460;1.12E-09;20
1461;1.12E-09;20
1462;1.11E-09;20
1463;1.11E-09;20
1464;1.11E-09;20
1465;1.11E-09;20
1466;1.11E-09;20
1467;1.10E-09;20
1468;1.10E-09;20
1469;1.10E-09;20
1470;1.10E-09;20
1471;1.10E-09;20
1472;1.10E-09;20
1473;1.09E-09;20
1474;1.09E-09;20
1475;1.09E-09;20
1476;1.09E-09;20
1477;1.09E-09;20
1478;1.09E-09;20
1479;1.08E-09;20
1480;1.08E-09;20
1481;1.08E-09;20
1482;1.08E-09;20
1483;1.08E-09;20
1484;1.08E-09;20
1485;1.08E-09;20
1486;1.07E-09;20
1487;1.07E-09;20
1488;1.07E-09;20
1489;1.07E-09;20
1490;1.07E-09;20
1491;1.07E-09;20
1492;1.07E-09;20
1493;1.06E-09;20
1494;1.06E-09;20
1495;1.06E-09;20
1496;1.06E-09;20
1497;1.06E-09;20
1498;1.06E-09;20
1499;1.06E-09;20
1500;1.05E-09;20
1501;1.05E-09;20
1502;1.05E-09;20
1503;1.05E-09;20
1504;1.05E-09;20
1505;1.05E-09;20
1506;1.05E-09;20
1507;1.05E-09;20
1508;1.04E-09;20
1509;1.04E-09;20
1510;1.04E-09;20
1511;1.04E-09;20
1512;1.04E-09;20
1513;1.04E-09;20
1514;1.04E-09;20
1515;1.03E-09;20
1516;1.03E-09;20
1517;1.03E-09;20
1518;1.03E-09;20
1519;1.03E-09;20
1520;1.03E-09;20
1521;1.03E-09;20
1522;1.02E-09;20
1523;1.02E-09;20
1524;1.02E-09;20
1525;1.02E-09;20
1526;1.02E-09;20
1527;1.02E-09;20
1528;1.01E-09;20
1529;1.01E-09;20
1530;1.01E-09;20
1531;1.01E-09;20
1532;1.01E-09;20
1533;1.00E-09;20
1534;1.00E-09;20
1535;1.00E-09;20
1536;1.00E-09;20
1537;9.98E-10;20
1538;9.97E-10;20
1539;9.95E-10;20
1540;9.93E-10;20
1541;9.91E-10;20
1542;9.89E-10;20
1543;9.87E-10;20
1544;9.86E-10;20
1545;9.84E-10;20
1546;9.82E-10;20
1547;9.80E-10;20
1548;9.78E-10;20
1549;9.76E-10;20
1550;9.74E-10;20
1551;9.72E-10;20
1552;9.70E-10;20
1553;9.68E-10;20
1554;9.66E-10;20
1555;9.64E-10;20
1556;9.62E-10;20
1557;9.60E-10;20
1558;9.58E-10;20
1559;9.56E-10;20
1560;9.55E-10;20
1561;9.53E-10;20
1562;9.52E-10;20
1563;9.50E-10;20
1564;9.48E-10;20
1565;9.47E-10;20
1566;9.45E-10;20
1567;9.43E-10;20
1568;9.42E-10;20
1569;9.40E-10;20
1570;9.39E-10;20
1571;9.37E-10;20
1572;9.35E-10;20
1573;9.34E-10;20
1574;9.32E-10;20
1575;9.30E-10;20
1576;9.29E-10;20
1577;9.27E-10;20
1578;9.26E-10;20
1579;9.24E-10;20
1580;9.22E-10;20
1581;9.21E-10;20
1582;9.19E-10;20
1583;9.17E-10;20
1584;9.16E-10;20
1585;9.14E-10;20
1586;9.13E-10;20
1587;9.11E-10;20
1588;9.09E-10;20
1589;9.08E-10;20
1590;9.06E-10;20
1591;9.04E-10;20
1592;9.03E-10;20
1593;9.01E-10;20
1594;9.00E-10;20
1595;8.98E-10;20
1596;8.96E-10;20
1597;8.95E-10;20
1598;8.93E-10;20
1599;8.91E-10;20
1600;8.90E-10;20
1601;8.88E-10;20
1602;8.86E-10;20
1603;8.85E-10;20
1604;8.83E-10;20
1605;8.81E-10;20
1606;8.80E-10;20
1607;8.78E-10;20
1608;8.76E-10;20
1609;8.75E-10;20
1610;8.73E-10;20
1611;8.71E-10;20
1612;8.70E-10;20
1613;8.68E-10;20
1614;8.66E-10;20
1615;8.65E-10;20
1616;8.63E-10;20
1617;8.61E-10;20
1618;8.60E-10;20
1619;8.58E-10;20
1620;8.56E-10;20
1621;8.55E-10;20
1622;8.53E-10;20
1623;8.51E-10;20
1624;8.50E-10;20
1625;8.48E-10;20
1626;8.47E-10;20
1627;8.45E-10;20
1628;8.44E-10;20
1629;8.42E-10;20
1630;8.40E-10;20
1631;8.39E-10;20
1632;8.37E-10;20
1633;8.36E-10;20
1634;8.34E-10;20
1635;8.33E-10;20
1636;8.31E-10;20
1637;8.29E-10;20
1638;8.28E-10;20
1639;8.26E-10;20
1640;8.25E-10;20
1641;8.23E-10;20
1642;8.22E-10;20
1643;8.20E-10;20
1644;8.18E-10;20
1645;8.17E-10;20
1646;8.15E-10;20
1647;8.14E-10;20
1648;8.12E-10;20
1649;8.11E-10;20
1650;8.09E-10;20
1651;8.08E-10;20
1652;8.06E-10;20
1653;8.05E-10;20
1654;8.03E-10;20
1655;8.02E-10;20
1656;8.00E-10;20
1657;7.99E-10;20
1658;7.97E-10;20
1659;7.96E-10;20
1660;7.94E-10;20
1661;7.93E-10;20
1662;7.91E-10;20
1663;7.90E-10;20
1664;7.88E-10;20
1665;7.87E-10;20
1666;7.85E-10;20
1667;7.84E-10;20
1668;7.82E-10;20
1669;7.81E-10;20
1670;7.80E-10;20
1671;7.78E-10;20
1672;7.77E-10;20
1673;7.75E-10;20
1674;7.74E-10;20
1675;7.72E-10;20
1676;7.71E-10;20
1677;7.70E-10;20
1678;7.68E-10;20
1679;7.67E-10;20
1680;7.65E-10;20
1681;7.64E-10;20
1682;7.62E-10;20
1683;7.61E-10;20
1684;7.60E-10;20
1685;7.58E-10;20
1686;7.57E-10;20
1687;7.55E-10;20
1688;7.54E-10;20
1689;7.53E-10;20
1690;7.51E-10;20
1691;7.50E-10;20
1692;7.48E-10;20
1693;7.47E-10;20
1694;7.46E-10;20
1695;7.44E-10;20
1696;7.43E-10;20
1697;7.41E-10;20
1698;7.40E-10;20
1699;7.39E-10;20
1700;7.37E-10;20
1701;7.36E-10;20
1702;7.34E-10;20
1703;7.33E-10;20
1704;7.32E-10;20
1705;7.30E-10;20
1706;7.29E-10;20
1707;7.27E-10;20
1708;7.26E-10;20
1709;7.25E-10;20
1710;7.23E-10;20
1711;7.22E-10;20
1712;7.21E-10;20
1713;7.19E-10;20
1714;7.18E-10;20
1715;7.17E-10;20
1716;7.15E-10;20
1717;7.14E-10;20
1718;7.13E-10;20
1719;7.12E-10;20
1720;7.10E-10;20
1721;7.09E-10;20
1722;7.08E-10;20
1723;7.06E-10;20
1724;7.05E-10;20
1725;7.04E-10;20
1726;7.02E-10;20
1727;7.01E-10;20
1728;7.00E-10;20
1729;6.98E-10;20
1730;6.97E-10;20
1731;6.96E-10;20
1732;6.94E-10;20
1733;6.93E-10;20
1734;6.92E-10;20
1735;6.91E-10;20
1736;6.89E-10;20
1737;6.88E-10;20
1738;6.87E-10;20
1739;6.85E-10;20
1740;6.84E-10;20
1741;6.83E-10;20
1742;6.82E-10;20
1743;6.80E-10;20
1744;6.79E-10;20
1745;6.78E-10;20
1746;6.76E-10;20
1747;6.75E-10;20
1748;6.74E-10;20
1749;6.73E-10;20
1750;6.71E-10;20
1751;6.70E-10;20
1752;6.69E-10;20
1753;6.67E-10;20
1754;6.66E-10;20
1755;6.65E-10;20
1756;6.64E-10;20
1757;6.62E-10;20
1758;6.61E-10;20
1759;6.60E-10;20
1760;6.59E-10;20
1761;6.57E-10;20
1762;6.56E-10;20
1763;6.55E-10;20
1764;6.54E-10;20
1765;6.52E-10;20
1766;6.51E-10;20
1767;6.50E-10;20
1768;6.48E-10;20
1769;6.47E-10;20
1770;6.46E-10;20
1771;6.45E-10;20
1772;6.43E-10;20
1773;6.42E-10;20
1774;6.41E-10;20
1775;6.40E-10;20
1776;6.38E-10;20
1777;6.37E-10;20
1778;6.36E-10;20
1779;6.35E-10;20
1780;6.33E-10;20
1781;6.32E-10;20
1782;6.31E-10;20
1783;6.29E-10;20
1784;6.28E-10;20
1785;6.27E-10;20
1786;6.25E-10;20
1787;6.24E-10;20
1788;6.22E-10;20
1789;6.21E-10;20
1790;6.20E-10;20
1791;6.18E-10;20
1792;6.17E-10;20
1793;6.16E-10;20
1794;6.14E-10;20
1795;6.13E-10;20
1796;6.12E-10;20
1797;6.10E-10;20
1798;6.09E-10;20
1799;6.08E-10;20
1800;6.06E-10;20
1801;6.05E-10;20
1802;6.04E-10;20
1803;6.02E-10;20
1804;6.01E-10;20
1805;6.00E-10;20
1806;5.98E-10;20
1807;5.97E-10;20
1808;5.96E-10;20
1809;5.94E-10;20
1810;5.93E-10;20
1811;5.91E-10;20
1812;5.90E-10;20
1813;5.89E-10;20
1814;5.87E-10;20
1815;5.86E-10;20
1816;5.85E-10;20
1817;5.83E-10;20
1818;5.82E-10;20
1819;5.81E-10;20
1820;5.79E-10;20
1821;5.78E-10;20
1822;5.77E-10;20
1823;5.75E-10;20
1824;5.74E-10;20
1825;5.73E-10;20
1826;5.71E-10;20
1827;5.70E-10;20
1828;5.69E-10;20
1829;5.68E-10;20
1830;5.66E-10;20
1831;5.65E-10;20
1832;5.64E-10;20
1833;5.62E-10;20
1834;5.61E-10;20
1835;5.60E-10;20
1836;5.59E-10;20
1837;5.57E-10;20
1838;5.56E-10;20
1839;5.55E-10;20
1840;5.53E-10;20
1841;5.52E-10;20
1842;5.51E-10;20
1843;5.50E-10;20
1844;5.48E-10;20
1845;5.47E-10;20
1846;5.46E-10;20
1847;5.45E-10;20
1848;5.43E-10;20
1849;5.42E-10;20
1850;5.41E-10;20
1851;5.40E-10;20
1852;5.39E-10;20
1853;5.37E-10;20
1854;5.36E-10;20
1855;5.35E-10;20
1856;5.34E-10;20
1857;5.32E-10;20
1858;5.31E-10;20
1859;5.30E-10;20
1860;5.29E-10;20
1861;5.27E-10;20
1862;5.26E-10;20
1863;5.25E-10;20
1864;5.24E-10;20
1865;5.22E-10;20
1866;5.21E-10;20
1867;5.20E-10;20
1868;5.18E-10;20
1869;5.17E-10;20
1870;5.16E-10;20
1871;5.14E-10;20
1872;5.13E-10;20
1873;5.12E-10;20
1874;5.11E-10;20
1875;5.09E-10;20
1876;5.08E-10;20
1877;5.07E-10;20
1878;5.05E-10;20
1879;5.04E-10;20
1880;5.03E-10;20
1881;5.01E-10;20
1882;5.00E-10;20
1883;4.99E-10;20
1884;4.97E-10;20
1885;4.96E-10;20
1886;4.95E-10;20
1887;4.94E-10;20
1888;4.92E-10;20
1889;4.91E-10;20
1890;4.90E-10;20
1891;4.89E-10;20
1892;4.87E-10;20
1893;4.86E-10;20
1894;4.85E-10;20
1895;4.83E-10;20
1896;4.82E-10;20
1897;4.81E-10;20
1898;4.80E-10;20
1899;4.78E-10;20
1900;4.77E-10;20
1901;4.76E-10;20
1902;4.74E-10;20
1903;4.73E-10;20
1904;4.72E-10;20
1905;4.71E-10;20
1906;4.69E-10;20
1907;4.68E-10;20
1908;4.67E-10;20
1909;4.65E-10;20
1910;4.64E-10;20
1911;4.63E-10;20
1912;4.61E-10;20
1913;4.60E-10;20
1914;4.59E-10;20
1915;4.58E-10;20
1916;4.56E-10;20
1917;4.55E-10;20
1918;4.54E-10;20
1919;4.52E-10;20
1920;4.51E-10;20
1921;4.50E-10;20
1922;4.48E-10;20
1923;4.47E-10;20
1924;4.46E-10;20
1925;4.44E-10;20
1926;4.43E-10;20
1927;4.42E-10;20
1928;4.40E-10;20
1929;4.39E-10;20
1930;4.38E-10;20
1931;4.37E-10;20
1932;4.35E-10;20
1933;4.34E-10;20
1934;4.33E-10;20
1935;4.31E-10;20
1936;4.30E-10;20
1937;4.29E-10;20
1938;4.28E-10;20
1939;4.27E-10;20
1940;4.26E-10;20
1941;4.25E-10;20
1942;4.23E-10;20
1943;4.22E-10;20
1944;4.21E-10;20
1945;4.20E-10;20
1946;4.19E-10;20
1947;4.18E-10;20
1948;4.17E-10;20
1949;4.16E-10;20
1950;4.15E-10;20
1951;4.14E-10;20
1952;4.13E-10;20
1953;4.12E-10;20
1954;4.11E-10;20
1955;4.09E-10;20
1956;4.08E-10;20
1957;4.07E-10;20
1958;4.06E-10;20
1959;4.05E-10;20
1960;4.04E-10;20
1961;4.03E-10;20
1962;4.02E-10;20
1963;4.01E-10;20
1964;4.00E-10;20
1965;3.99E-10;20
1966;3.98E-10;20
1967;3.97E-10;20
1968;3.96E-10;20
1969;3.95E-10;20
1970;3.94E-10;20
1971;3.93E-10;20
1972;3.92E-10;20
1973;3.91E-10;20
1974;3.90E-10;20
1975;3.89E-10;20
1976;3.88E-10;20
1977;3.88E-10;20
1978;3.87E-10;20
1979;3.86E-10;20
1980;3.85E-10;20
1981;3.84E-10;20
1982;3.83E-10;20
1983;3.82E-10;20
1984;3.81E-10;20
1985;3.80E-10;20
1986;3.79E-10;20
1987;3.78E-10;20
1988;3.78E-10;20
1989;3.77E-10;20
1990;3.76E-10;20
1991;3.75E-10;20
1992;3.74E-10;20
1993;3.73E-10;20
1994;3.72E-10;20
1995;3.71E-10;20
1996;3.70E-10;20
1997;3.69E-10;20
1998;3.69E-10;20
1999;3.68E-10;20
2000;3.67E-10;20
2001;3.66E-10;20
2002;3.65E-10;20
2003;3.64E-10;20
2004;3.64E-10;20
2005;3.63E-10;20
2006;3.62E-10;20
2007;3.61E-10;20
2008;3.60E-10;20
2009;3.59E-10;20
2010;3.59E-10;20
2011;3.58E-10;20
2012;3.57E-10;20
2013;3.56E-10;20
2014;3.55E-10;20
2015;3.54E-10;20
2016;3.54E-10;20
2017;3.53E-10;20
2018;3.52E-10;20
2019;3.51E-10;20
2020;3.50E-10;20
2021;3.49E-10;20
2022;3.49E-10;20
2023;3.48E-10;20
2024;3.47E-10;20
2025;3.46E-10;20
2026;3.45E-10;20
2027;3.45E-10;20
2028;3.44E-10;20
2029;3.43E-10;20
2030;3.42E-10;20
2031;3.41E-10;20
2032;3.41E-10;20
2033;3.40E-10;20
2034;3.39E-10;20
2035;3.38E-10;20
2036;3.37E-10;20
2037;3.36E-10;20
2038;3.36E-10;20
2039;3.35E-10;20
2040;3.34E-10;20
2041;3.33E-10;20
2042;3.32E-10;20
2043;3.32E-10;20
2044;3.31E-10;20
2045;3.30E-10;20
2046;3.29E-10;20
2047;3.28E-10;20
2048;3.28E-10;20
2049;3.27E-10;20
2050;3.26E-10;20
2051;3.25E-10;20
2052;3.24E-10;20
2053;3.24E-10;20
2054;3.23E-10;20
2055;3.22E-10;20
2056;3.21E-10;20
2057;3.21E-10;20
2058;3.20E-10;20
2059;3.19E-10;20
2060;3.18E-10;20
2061;3.17E-10;20
2062;3.17E-10;20
2063;3.16E-10;20
2064;3.15E-10;20
2065;3.14E-10;20
2066;3.13E-10;20
2067;3.13E-10;20
2068;3.12E-10;20
2069;3.11E-10;20
2070;3.11E-10;20
2071;3.10E-10;20
2072;3.09E-10;20
2073;3.09E-10;20
2074;3.08E-10;20
2075;3.07E-10;20
2076;3.07E-10;20
2077;3.06E-10;20
2078;3.05E-10;20
2079;3.05E-10;20
2080;3.04E-10;20
2081;3.03E-10;20
2082;3.03E-10;20
2083;3.02E-10;20
2084;3.02E-10;20
2085;3.01E-10;20
2086;3.00E-10;20
2087;3.00E-10;20
2088;2.99E-10;20
2089;2.98E-10;20
2090;2.98E-10;20
2091;2.97E-10;20
2092;2.96E-10;20
2093;2.96E-10;20
2094;2.95E-10;20
2095;2.94E-10;20
2096;2.93E-10;20
2097;2.93E-10;20
2098;2.92E-10;20
2099;2.91E-10;20
2100;2.91E-10;20
2101;2.90E-10;20
2102;2.89E-10;20
2103;2.89E-10;20
2104;2.88E-10;20
2105;2.87E-10;20
2106;2.86E-10;20
2107;2.86E-10;20
2108;2.85E-10;20
2109;2.84E-10;20
2110;2.84E-10;20
2111;2.83E-10;20
2112;2.82E-10;20
2113;2.82E-10;20
2114;2.81E-10;20
2115;2.80E-10;20
2116;2.79E-10;20
2117;2.79E-10;20
2118;2.78E-10;20
2119;2.77E-10;20
2120;2.77E-10;20
2121;2.76E-10;20
2122;2.75E-10;20
2123;2.75E-10;20
2124;2.74E-10;20
2125;2.73E-10;20
2126;2.73E-10;20
2127;2.72E-10;20
2128;2.71E-10;20
2129;2.71E-10;20
2130;2.70E-10;20
2131;2.69E-10;20
2132;2.69E-10;20
2133;2.68E-10;20
2134;2.67E-10;20
2135;2.67E-10;20
2136;2.66E-10;20
2137;2.65E-10;20
2138;2.64E-10;20
2139;2.64E-10;20
2140;2.63E-10;20
2141;2.62E-10;20
2142;2.61E-10;20
2143;2.61E-10;20
2144;2.60E-10;20
2145;2.59E-10;20
2146;2.59E-10;20
2147;2.58E-10;20
2148;2.57E-10;20
2149;2.56E-10;20
2150;2.56E-10;20
2151;2.55E-10;20
2152;2.54E-10;20
2153;2.54E-10;20
2154;2.53E-10;20
2155;2.52E-10;20
2156;2.51E-10;20
2157;2.51E-10;20
2158;2.50E-10;20
2159;2.50E-10;20
2160;2.49E-10;20
2161;2.48E-10;20
2162;2.48E-10;20
2163;2.47E-10;20
2164;2.47E-10;20
2165;2.46E-10;20
2166;2.45E-10;20
2167;2.45E-10;20
2168;2.44E-10;20
2169;2.44E-10;20
2170;2.43E-10;20
2171;2.42E-10;20
2172;2.42E-10;20
2173;2.41E-10;20
2174;2.41E-10;20
2175;2.40E-10;20
2176;2.40E-10;20
2177;2.39E-10;20
2178;2.38E-10;20
2179;2.38E-10;20
2180;2.37E-10;20
2181;2.37E-10;20
2182;2.36E-10;20
2183;2.36E-10;20
2184;2.35E-10;20
2185;2.34E-10;20
2186;2.34E-10;20
2187;2.33E-10;20
2188;2.33E-10;20
2189;2.32E-10;20
2190;2.32E-10;20
2191;2.31E-10;20
2192;2.31E-10;20
2193;2.30E-10;20
2194;2.29E-10;20
2195;2.29E-10;20
2196;2.28E-10;20
2197;2.28E-10;20
2198;2.27E-10;20
2199;2.27E-10;20
2200;2.26E-10;20
2201;2.26E-10;20
2202;2.25E-10;20
2203;2.24E-10;20
2204;2.24E-10;20
2205;2.23E-10;20
2206;2.23E-10;20
2207;2.22E-10;20
2208;2.22E-10;20
2209;2.21E-10;20
2210;2.21E-10;20
2211;2.20E-10;20
2212;2.19E-10;20
2213;2.19E-10;20
2214;2.18E-10;20
2215;2.18E-10;20
2216;2.17E-10;20
2217;2.17E-10;20
2218;2.16E-10;20
2219;2.16E-10;20
2220;2.15E-10;20
2221;2.14E-10;20
2222;2.14E-10;20
2223;2.13E-10;20
2224;2.13E-10;20
2225;2.12E-10;20
2226;2.12E-10;20
2227;2.11E-10;20
2228;2.11E-10;20
2229;2.10E-10;20
2230;2.10E-10;20
2231;2.09E-10;20
2232;2.08E-10;20
2233;2.08E-10;20
2234;2.07E-10;20
2235;2.07E-10;20
2236;2.06E-10;20
2237;2.06E-10;20
2238;2.05E-10;20
2239;2.05E-10;20
2240;2.04E-10;20
2241;2.04E-10;20
2242;2.03E-10;20
2243;2.02E-10;20
2244;2.02E-10;20
2245;2.01E-10;20
2246;2.01E-10;20
2247;2.00E-10;20
2248;2.00E-10;20
2249;1.99E-10;20
2250;1.99E-10;20
2251;1.98E-10;20
2252;1.98E-10;20
2253;1.97E-10;20
2254;1.97E-10;20
2255;1.96E-10;20
2256;1.96E-10;20
2257;1.95E-10;20
2258;1.95E-10;20
2259;1.94E-10;20
2260;1.94E-10;20
2261;1.93E-10;20
2262;1.92E-10;20
2263;1.92E-10;20
2264;1.91E-10;20
2265;1.91E-10;20
2266;1.90E-10;20
2267;1.90E-10;20
2268;1.89E-10;20
2269;1.89E-10;20
2270;1.88E-10;20
2271;1.88E-10;20
2272;1.87E-10;20
2273;1.87E-10;20
2274;1.86E-10;20
2275;1.86E-10;20
2276;1.85E-10;20
2277;1.84E-10;20
2278;1.84E-10;20
2279;1.83E-10;20
2280;1.83E-10;20
2281;1.82E-10;20
2282;1.82E-10;20
2283;1.81E-10;20
2284;1.81E-10;20
2285;1.80E-10;20
2286;1.79E-10;20
2287;1.79E-10;20
2288;1.78E-10;20
2289;1.78E-10;20
2290;1.77E-10;20
2291;1.77E-10;20
2292;1.76E-10;20
2293;1.76E-10;20
2294;1.75E-10;20
2295;1.75E-10;20
2296;1.75E-10;20
2297;1.74E-10;20
2298;1.74E-10;20
2299;1.73E-10;20
2300;1.73E-10;20
2301;1.72E-10;20
2302;1.72E-10;20
2303;1.71E-10;20
2304;1.71E-10;20
2305;1.70E-10;20
2306;1.70E-10;20
2307;1.69E-10;20
2308;1.69E-10;20
2309;1.68E-10;20
2310;1.68E-10;20
2311;1.67E-10;20
2312;1.67E-10;20
2313;1.67E-10;20
2314;1.66E-10;20
2315;1.66E-10;20
2316;1.65E-10;20
2317;1.65E-10;20
2318;1.65E-10;20
2319;1.64E-10;20
2320;1.64E-10;20
2321;1.63E-10;20
2322;1.63E-10;20
2323;1.63E-10;20
2324;1.62E-10;20
2325;1.62E-10;20
2326;1.61E-10;20
2327;1.61E-10;20
2328;1.61E-10;20
2329;1.60E-10;20
2330;1.60E-10;20
2331;1.59E-10;20
2332;1.59E-10;20
2333;1.59E-10;20
2334;1.58E-10;20
2335;1.58E-10;20
2336;1.57E-10;20
2337;1.57E-10;20
2338;1.57E-10;20
2339;1.56E-10;20
2340;1.56E-10;20
2341;1.56E-10;20
2342;1.55E-10;20
2343;1.55E-10;20
2344;1.54E-10;20
2345;1.54E-10;20
2346;1.54E-10;20
2347;1.53E-10;20
2348;1.53E-10;20
2349;1.52E-10;20
2350;1.52E-10;20
2351;1.52E-10;20
2352;1.51E-10;20
2353;1.51E-10;20
2354;1.51E-10;20
2355;1.50E-10;20
2356;1.50E-10;20
2357;1.49E-10;20
2358;1.49E-10;20
2359;1.49E-10;20
2360;1.48E-10;20
2361;1.48E-10;20
2362;1.47E-10;20
2363;1.47E-10;20
2364;1.47E-10;20
2365;1.46E-10;20
2366;1.46E-10;20
2367;1.46E-10;20
2368;1.45E-10;20
2369;1.45E-10;20
2370;1.44E-10;20
2371;1.44E-10;20
2372;1.44E-10;20
2373;1.43E-10;20
2374;1.43E-10;20
2375;1.43E-10;20
2376;1.42E-10;20
2377;1.42E-10;20
2378;1.41E-10;20
2379;1.41E-10;20
2380;1.41E-10;20
2381;1.40E-10;20
2382;1.40E-10;20
2383;1.40E-10;20
2384;1.39E-10;20
2385;1.39E-10;20
2386;1.39E-10;20
2387;1.38E-10;20
2388;1.38E-10;20
2389;1.38E-10;20
2390;1.37E-10;20
2391;1.37E-10;20
2392;1.37E-10;20
2393;1.36E-10;20
2394;1.36E-10;20
2395;1.36E-10;20
2396;1.35E-10;20
2397;1.35E-10;20
2398;1.35E-10;20
2399;1.34E-10;20
2400;1.34E-10;20
2401;1.34E-10;20
2402;1.33E-10;20
2403;1.33E-10;20
2404;1.33E-10;20
2405;1.32E-10;20
2406;1.32E-10;20
